Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,395","2,275","2,039","1,871","1,699","1,390","1,179","1,020",911.7,798.6,788.8
Revenue Growth (YoY),7.76%,11.60%,8.98%,10.08%,22.30%,17.85%,15.60%,11.87%,14.16%,1.24%,3.78%
Cost of Revenue,935.9,895.7,843.5,779.3,698.4,556.4,483.1,411.1,386.6,344.3,330.1
Gross Profit,"1,460","1,379","1,195","1,091","1,001",833.1,695.9,608.8,525.1,454.3,458.7
"Selling, General & Admin",798.4,768.2,779.6,731,593.2,478.4,388.6,296.3,264.1,202.8,203.7
Operating Expenses,988.3,958.6,964.5,897.6,743.9,617.9,506.3,393,355.3,273.5,268.1
Operating Income,471.2,420.8,230.6,193.7,257,215.2,189.6,215.8,169.8,180.8,190.6
Interest Expense,-39.3,-49.9,-60.7,-28.4,-8.7,-9.5,-8.7,-1.8,-3.6,-1.5,-0.5
Interest & Investment Income,12.5,12.2,9,-,-,-,-,-,-,1.8,1.8
Earnings From Equity Investments,-16,-17.4,-19.2,-3.6,5.4,0.3,-0.9,-2.1,-1.3,-0.2,1.8
Currency Exchange Gain (Loss),-4.9,-4.9,11.5,-6.7,-3.7,-5.7,-3.1,1.8,-5,6.1,1.2
EBT Excluding Unusual Items,427.2,360.8,171.2,155,250,200.3,176.9,213.7,159.9,187,194.9
Merger & Restructuring Charges,-,-,-,-25.9,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,3.8,3.8,2.9,-2.1,5.9,83,20.7,6.6,3.2,37.7,0.6
Gain (Loss) on Sale of Assets,64,109.3,-,-,-,-,-,10.5,16.7,-,-
Pretax Income,495,473.9,174.1,127,255.9,283.3,197.6,230.8,179.8,224.7,195.5
Income Tax Expense,119,104,33,56.5,62.6,59.7,45.6,47.8,42.9,63.7,62.7
Earnings From Continuing Operations,376,369.9,141.1,70.5,193.3,223.6,152,183,136.9,161,132.8
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-0.2
Net Income,376,369.9,141.1,70.5,193.3,223.6,152,183,136.9,161,132.6
Net Income to Common,376,369.9,141.1,70.5,193.3,223.6,152,183,136.9,161,132.6
Net Income Growth,15.16%,162.16%,100.14%,-63.53%,-13.55%,47.11%,-16.94%,33.67%,-14.97%,21.42%,69.35%
Shares Outstanding (Basic),43,43,43,43,43,43,43,43,43,43,44
Shares Outstanding (Diluted),43,43,43,43,43,43,43,43,43,43,44
Shares Change (YoY),-0.93%,0.47%,-,-1.15%,0.46%,-,0.46%,-,-0.69%,-2.26%,-1.34%
EPS (Basic),8.85,8.64,3.31,1.65,4.50,5.21,3.56,4.30,3.21,3.74,3.00
EPS (Diluted),8.80,8.58,3.29,1.64,4.45,5.18,3.52,4.25,3.18,3.72,3.00
EPS Growth,16.18%,160.79%,100.61%,-63.15%,-14.09%,47.16%,-17.18%,33.65%,-14.52%,24.00%,72.41%
Free Cash Flow,394.1,448.9,197.3,168.3,348.1,307.6,254.4,238.7,183.5,150.9,184.2
Free Cash Flow Per Share,9.22,10.41,4.60,3.92,8.02,7.12,5.89,5.55,4.27,3.48,4.16
Dividend Per Share,1.815,1.670,1.530,1.460,1.310,1.220,1.140,1.030,0.940,0.890,0.790
Dividend Growth,12.04%,9.15%,4.79%,11.45%,7.38%,7.02%,10.68%,9.57%,5.62%,12.66%,12.86%
Gross Margin,60.93%,60.63%,58.62%,58.34%,58.90%,59.96%,59.03%,59.69%,57.60%,56.89%,58.15%
Operating Margin,19.67%,18.50%,11.31%,10.36%,15.12%,15.49%,16.08%,21.16%,18.63%,22.64%,24.16%
Profit Margin,15.70%,16.26%,6.92%,3.77%,11.38%,16.09%,12.89%,17.94%,15.02%,20.16%,16.81%
Free Cash Flow Margin,16.45%,19.73%,9.68%,9.00%,20.48%,22.14%,21.58%,23.40%,20.13%,18.90%,23.35%
EBITDA,567.5,516.3,334.3,296,347.8,300.8,246.2,269.7,230.4,231.5,242
EBITDA Margin,23.69%,22.69%,16.40%,15.82%,20.47%,21.65%,20.88%,26.44%,25.27%,28.99%,30.68%
D&A For EBITDA,96.3,95.5,103.7,102.3,90.8,85.6,56.6,53.9,60.6,50.7,51.4
EBIT,471.2,420.8,230.6,193.7,257,215.2,189.6,215.8,169.8,180.8,190.6
EBIT Margin,19.67%,18.50%,11.31%,10.36%,15.12%,15.49%,16.08%,21.16%,18.63%,22.64%,24.16%
Effective Tax Rate,24.04%,21.95%,18.95%,44.49%,24.46%,21.07%,23.08%,20.71%,23.86%,28.35%,32.07%
