Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '06Dec 30, 2006"
Cash & Equivalents,466.17,336.65,394.81,201.18,25.58,24.58,20.09,20.24,11.94,9.84,9.01
Short-Term Investments,-,-,-,-,66.87,101.06,60.6,-,12.73,38,2.8
Cash & Short-Term Investments,466.17,336.65,394.81,201.18,92.45,125.64,80.69,20.24,24.66,47.84,11.81
Cash Growth,41.23%,-14.73%,96.25%,117.61%,-26.42%,55.71%,298.64%,-17.93%,-48.45%,305.10%,14301.22%
Receivables,80.7,97.72,63.58,27.61,5.93,6.86,6.56,3.44,0.93,1.38,-
Inventory,44.51,46.55,44.24,20.61,14.86,11.93,11.22,9.28,7.97,6.34,0.8
Prepaid Expenses,21.61,16.29,8.03,2.9,5.46,2.33,1.54,1.84,0.48,0.31,0.16
Total Current Assets,613,497.22,510.65,252.29,118.71,146.77,100,34.79,34.04,55.86,12.77
"Property, Plant & Equipment",318.76,292.45,180.49,24.35,15.69,4.75,4.79,3.47,2.46,1.72,1.58
Goodwill,11.55,11.55,11.99,-,-,-,-,-,-,-,-
Other Intangible Assets,2,2.15,2.35,-,-,-,-,-,-,-,-
Long-Term Deferred Charges,-,-,-,-,-,-,-,3.38,-,-,-
Other Long-Term Assets,0.73,0.71,0.56,0.5,0.5,0.51,0.51,0.51,0.51,0.52,0.56
Total Assets,946.03,804.08,706.05,277.15,134.89,152.03,105.3,42.16,37,58.1,14.9
Accounts Payable,12.16,10.29,12.72,3.34,6.65,1.21,7.25,4.72,3.52,4.25,1.04
Accrued Expenses,56.02,45.15,38.22,18.64,16.34,10.41,8.33,7.18,5.01,4.73,1.59
Current Portion of Long-Term Debt,5,-,-,-,-,-,-,-,1.81,-,-
Current Portion of Leases,3.24,2.73,2.04,1.44,-,-,-,-,-,-,0.88
Current Unearned Revenue,3.31,1.74,1.96,0.24,0.25,0.26,0.17,0.31,0.24,0.18,-
Other Current Liabilities,-,-,-,-,-,-,0.37,0.35,0.33,0.31,-
Total Current Liabilities,79.72,59.91,54.93,23.66,23.24,11.88,16.12,12.55,10.9,9.47,3.51
Long-Term Debt,506.69,509.31,506.2,58.7,35.2,34.66,34.15,33.67,6.85,8.41,1.11
Long-Term Leases,4.43,6.25,7.71,7.42,8.6,-,-,-,-,-,-
Other Long-Term Liabilities,-,-,-,-,-,1.6,0.39,0.76,1.11,1.44,1.47
Total Liabilities,590.83,575.47,568.85,89.77,67.04,48.14,50.65,46.98,18.85,19.32,6.1
Common Stock,738.43,697.21,641.11,666.28,510.49,502.22,424.13,0,0,0,0
Additional Paid-In Capital,-,-,-,-,-,-,-,143.79,143.6,143.53,-
Retained Earnings,-383.33,-468.24,-503.71,-478.68,-442.45,-398.23,-369.48,-335.94,-312.18,-291.36,-65.64
Comprehensive Income & Other,0.1,-0.36,-0.2,-0.23,-0.19,-0.1,-0,-0.1,-0.15,-0.42,-
Total Common Equity,355.2,228.6,137.2,187.38,67.85,103.89,54.65,-192.24,-168.72,-148.24,-65.63
Shareholders' Equity,355.2,228.6,137.2,187.38,67.85,103.89,54.65,-4.83,18.15,38.79,8.81
Total Liabilities & Equity,946.03,804.08,706.05,277.15,134.89,152.03,105.3,42.16,37,58.1,14.9
Total Debt,519.35,518.29,515.95,67.56,43.8,34.66,34.15,33.67,8.65,8.41,1.99
Net Cash (Debt),-53.18,-181.64,-121.13,133.63,48.65,90.99,46.54,-13.43,16.01,39.43,9.82
Net Cash Growth,-,-,-,174.66%,-46.53%,95.49%,-,-,-59.39%,301.66%,-
Net Cash Per Share,-1.36,-5.16,-3.73,4.52,1.76,3.68,3.28,-9.88,3.45,8.76,1.97
Filing Date Shares Outstanding,34.17,33.66,32.72,32.2,27.96,27.37,21.22,4.89,4.66,4.64,5.9
Total Common Shares Outstanding,34.14,33.62,32.67,32.14,27.79,27.18,21.18,4.89,4.66,4.64,5.25
Working Capital,533.28,437.3,455.72,228.63,95.47,134.89,83.89,22.24,23.14,46.39,9.25
Book Value Per Share,10.40,6.80,4.20,5.83,2.44,3.82,2.58,-39.30,-36.23,-31.94,-12.51
Tangible Book Value,341.65,214.9,122.86,187.38,67.85,103.89,54.65,-192.24,-168.72,-148.24,-65.63
Tangible Book Value Per Share,10.01,6.39,3.76,5.83,2.44,3.82,2.58,-39.30,-36.23,-31.94,-12.51
Machinery,311.81,297.08,175.63,19.46,12.99,11.05,9.39,6.91,5.2,4.14,1.42
Construction In Progress,3.76,6.66,6.25,0.48,5.27,0.41,0.43,0.39,0.33,-,0.59
Leasehold Improvements,23.53,22.95,13.35,12.42,1.32,1.32,1.32,1.32,1.32,1.32,0.34
Order Backlog,-,-,-,-,-,-,0.5,1.2,0.6,-,-
