Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '06Dec 30, 2006"
Revenue,566.35,441.54,241.62,93.46,30.26,25.64,23.6,13.02,7.69,6.21,-
Revenue Growth (YoY),41.20%,82.74%,158.53%,208.83%,18.03%,8.62%,81.33%,69.38%,23.77%,-,-
Cost of Revenue,224.95,179.46,87.53,28.19,9.1,9,9.74,7.28,5.55,5.44,-
Gross Profit,341.41,262.08,154.09,65.27,21.16,16.64,13.86,5.73,2.14,0.77,-
"Selling, General & Admin",180.63,168.62,117.55,69.9,38.28,24.19,23.6,12.32,7.61,8.12,4.6
Research & Development,64.82,55.97,36.06,26.81,22.3,18.83,19.87,13.66,14.96,15.64,13.65
Operating Expenses,245.45,224.59,153.61,96.71,60.59,43.02,43.47,25.97,22.56,23.75,18.24
Operating Income,95.95,37.5,0.49,-31.44,-39.43,-26.38,-29.6,-20.24,-20.43,-22.99,-18.24
Interest Expense,-14,-14.41,-10.79,-3.73,-3.87,-3.99,-4.35,-2.72,-1.07,-0.98,-
Interest & Investment Income,11,13.4,12.5,-,-,-,1,0.3,0.3,0.1,0.69
Currency Exchange Gain (Loss),1.4,0.7,0.3,-,-1,1,-0.2,-0.2,0.3,-0.1,-
Other Non Operating Income (Expenses),-1.48,-1.41,0.05,-0.43,0.12,0.65,-0.35,-0.55,0.11,-0.1,-
EBT Excluding Unusual Items,92.88,35.78,2.54,-35.59,-44.18,-28.72,-33.51,-23.41,-20.79,-24.07,-17.55
Merger & Restructuring Charges,-,-,-2,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-0.58,-,-,-,-0.31,-,-,-
Pretax Income,92.88,35.78,-26.67,-36.17,-44.18,-28.72,-33.51,-23.72,-20.79,-24.07,-17.55
Income Tax Expense,1.11,0.32,-1.64,0.07,0.04,0.03,0.04,0.04,0.03,-,-
Net Income,91.77,35.46,-25.03,-36.23,-44.22,-28.75,-33.55,-23.76,-20.82,-24.07,-17.55
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,4.38
Net Income to Common,91.77,35.46,-25.03,-36.23,-44.22,-28.75,-33.55,-23.76,-20.82,-24.07,-21.93
Shares Outstanding (Basic),34,33,33,30,28,25,14,1,5,5,5
Shares Outstanding (Diluted),39,35,33,30,28,25,14,1,5,5,5
Shares Change (YoY),13.12%,8.30%,10.02%,7.02%,11.80%,73.91%,945.47%,-70.77%,3.23%,-9.60%,6.89%
EPS (Basic),2.71,1.07,-0.77,-1.23,-1.60,-1.16,-2.36,-17.48,-4.48,-5.35,-4.40
EPS (Diluted),2.54,1.01,-0.77,-1.23,-1.60,-1.16,-2.36,-17.48,-4.48,-5.35,-4.40
Free Cash Flow,120.65,-80.94,-164.88,-57.72,-32.38,-30.72,-32.45,-26.4,-23.36,-25.59,-17.27
Free Cash Flow Per Share,3.08,-2.30,-5.07,-1.95,-1.17,-1.24,-2.29,-19.43,-5.03,-5.68,-3.47
Gross Margin,60.28%,59.36%,63.77%,69.84%,69.92%,64.88%,58.73%,44.05%,27.81%,12.34%,-
Operating Margin,16.94%,8.49%,0.20%,-33.64%,-130.29%,-102.91%,-125.42%,-155.47%,-265.79%,-370.20%,-
Profit Margin,16.20%,8.03%,-10.36%,-38.77%,-146.11%,-112.13%,-142.12%,-182.50%,-270.96%,-387.58%,-
Free Cash Flow Margin,21.30%,-18.33%,-68.24%,-61.76%,-107.01%,-119.82%,-137.48%,-202.83%,-303.98%,-412.09%,-
EBITDA,120.55,57.25,8.66,-27.96,-37.61,-24.81,-28.38,-19.47,-19.8,-22.56,-17.86
EBITDA Margin,21.29%,12.97%,3.58%,-29.92%,-124.28%,-96.75%,-120.24%,-149.56%,-257.59%,-,-
D&A For EBITDA,24.6,19.76,8.18,3.48,1.82,1.58,1.22,0.77,0.63,0.43,0.38
EBIT,95.95,37.5,0.49,-31.44,-39.43,-26.38,-29.6,-20.24,-20.43,-22.99,-18.24
EBIT Margin,16.94%,8.49%,0.20%,-33.64%,-130.29%,-102.91%,-125.42%,-155.47%,-265.79%,-,-
Effective Tax Rate,1.20%,0.88%,-,-,-,-,-,-,-,-,-
Revenue as Reported,566.35,441.54,241.62,93.46,30.26,25.64,-,-,-,-,-
