Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,779",806.78,937.82,698.8,538.59,380.77,306.98,264.73,194.39,82.71,36.77
Revenue Growth (YoY),97.54%,-13.97%,34.20%,29.75%,41.45%,24.04%,15.96%,36.19%,135.04%,124.95%,45.64%
Cost of Revenue,503.24,591.88,732.05,696.17,573.01,442.99,269.59,184.65,122.03,117.63,121.82
Gross Profit,"1,276",214.9,205.77,2.63,-34.42,-62.22,37.39,80.08,72.36,-34.93,-85.05
"Selling, General & Admin",334.95,300.91,332.54,326,285.77,244.46,202.54,151.85,121.27,97.13,82.08
Amortization of Goodwill & Intangibles,18.7,60.74,222.64,116.55,54.75,36.89,27.65,22.88,15.38,-,-
Operating Expenses,353.65,361.65,555.18,442.55,340.52,281.36,230.19,174.73,136.65,97.13,82.08
Operating Income,922.26,-146.75,-349.4,-439.93,-374.94,-343.58,-192.8,-94.65,-64.29,-132.06,-167.13
Interest Expense,-164.57,-170.39,-128.88,-90.87,-86.02,-56.35,-12.49,-12.55,-12.09,-8.28,-2.37
Interest & Investment Income,23.07,-,-,-,-,-,-,-,-,-,-
Currency Exchange Gain (Loss),-17.4,-,9,-31.3,-,-,-,-,-,-,-
Other Non Operating Income (Expenses),107.34,98.12,2.81,-0.62,-45.19,51.63,11.53,0.13,-1.28,-1.21,-0.47
EBT Excluding Unusual Items,870.7,-219.02,-466.48,-562.71,-506.15,-348.3,-193.76,-107.07,-77.67,-141.54,-169.96
Merger & Restructuring Charges,1.49,-,-,-,-,-0.3,-,-1.7,-,-,-
Gain (Loss) on Sale of Investments,16.67,11.73,-1.98,-17.29,-12.69,33.56,2.19,-,-,-,-
Asset Writedown,-168.55,-168,-217.8,-33.38,-,-54,-,-,-,-,-
Other Unusual Items,16.5,12.18,-9.86,25.9,0.5,-33.89,-48.36,-19.34,-,-,-
Pretax Income,741,-363.12,-696.11,-587.49,-518.34,-402.93,-239.93,-128.11,-77.67,-141.54,-169.96
Income Tax Expense,-10.72,0.18,-69.51,-28.47,5.56,35.23,11.65,-0.03,1.34,0.57,0.49
Net Income,751.72,-363.3,-626.6,-559.02,-523.9,-438.16,-251.58,-128.08,-79,-142.11,-170.45
Net Income to Common,751.72,-363.3,-626.6,-559.02,-523.9,-438.16,-251.58,-128.08,-79,-142.11,-170.45
Shares Outstanding (Basic),78,77,75,72,70,66,59,47,39,34,34
Shares Outstanding (Diluted),84,77,75,72,70,66,59,47,39,34,34
Shares Change (YoY),10.56%,2.68%,4.33%,1.79%,6.72%,12.17%,26.38%,18.87%,15.09%,1.24%,6.53%
EPS (Basic),9.60,-4.73,-8.37,-7.79,-7.43,-6.64,-4.27,-2.75,-2.02,-4.17,-5.07
EPS (Diluted),8.94,-4.73,-8.37,-7.79,-7.43,-6.64,-4.27,-2.75,-2.02,-4.17,-5.07
Free Cash Flow,705.21,-114.19,-186.86,-388.67,-279.55,-211.91,-112.4,-34.74,-13.16,-105.34,-127.06
Free Cash Flow Per Share,8.35,-1.49,-2.50,-5.42,-3.97,-3.21,-1.91,-0.75,-0.34,-3.09,-3.78
Gross Margin,71.71%,26.64%,21.94%,0.38%,-6.39%,-16.34%,12.18%,30.25%,37.22%,-42.23%,-231.33%
Operating Margin,51.84%,-18.19%,-37.26%,-62.95%,-69.62%,-90.23%,-62.80%,-35.75%,-33.07%,-159.67%,-454.58%
Profit Margin,42.25%,-45.03%,-66.81%,-80.00%,-97.27%,-115.07%,-81.95%,-48.38%,-40.64%,-171.83%,-463.60%
Free Cash Flow Margin,39.64%,-14.15%,-19.92%,-55.62%,-51.90%,-55.66%,-36.61%,-13.12%,-6.77%,-127.37%,-345.58%
EBITDA,954.94,-71.08,-112.81,-311.09,-310.81,-300.09,-160.62,-68.56,-46.61,-128.77,-164.25
EBITDA Margin,53.67%,-8.81%,-12.03%,-44.52%,-57.71%,-78.81%,-52.32%,-25.90%,-23.98%,-155.69%,-
D&A For EBITDA,32.68,75.66,236.59,128.84,64.13,43.49,32.18,26.09,17.68,3.29,2.88
EBIT,922.26,-146.75,-349.4,-439.93,-374.94,-343.58,-192.8,-94.65,-64.29,-132.06,-167.13
EBIT Margin,51.84%,-18.19%,-37.26%,-62.95%,-69.62%,-90.23%,-62.80%,-35.75%,-33.07%,-159.67%,-
Revenue as Reported,"1,779",806.78,937.82,698.8,538.59,380.77,306.98,264.73,194.39,82.71,36.77
