Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,672.62,779.71,594,279.83,189.72,208.81,288.03,169.5,111.79,58.32,58.02
Short-Term Investments,"1,035",373.75,288.81,130.87,583.66,894.84,398.54,58.09,79.45,173.35,280.9
Cash & Short-Term Investments,"1,707","1,153",882.81,410.71,773.38,"1,104",686.56,227.59,191.25,231.67,338.93
Cash Growth,66.83%,30.66%,114.95%,-46.89%,-29.93%,60.75%,201.67%,19.00%,-17.45%,-31.65%,7.51%
Receivables,203.07,158.55,261.02,155.61,110.46,69.93,55.54,67.91,40.39,24.93,11.09
Inventory,52.69,23.19,30.58,21.81,15.86,18.7,19.29,16.12,10.75,-,-
Prepaid Expenses,44.73,22.93,41.62,105.66,54.68,39.47,17.9,9.25,6.67,4.69,5.93
Other Current Assets,-,7.4,2.6,-,-,-,-,-,-,-,-
Total Current Assets,"2,008","1,366","1,219",693.79,954.37,"1,232",779.28,320.86,249.06,261.29,355.95
"Property, Plant & Equipment",137.65,117.66,178.99,175.02,130.01,118.24,35.24,12.69,8.38,7.43,8.97
Long-Term Investments,-,-,-,-,21,29.3,-,-,-,-,-
Goodwill,82.34,82.34,82.34,82.34,82.34,82.34,82.34,82.34,-,-,-
Other Intangible Assets,396.47,118.79,379.5,705.89,724.84,715.33,710.5,701.03,132.99,-,-
Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,0.74,-,-,-
Other Long-Term Assets,19.44,20.7,36.25,48.58,25.5,31.32,16.42,1.56,1.22,0.63,0.36
Total Assets,"2,644","1,705","1,896","1,706","1,938","2,208","1,624","1,119",391.65,269.35,365.28
Accounts Payable,36.62,17.27,6.05,27.27,23.03,18.67,10.32,6,15.28,6.3,5.78
Accrued Expenses,246.23,261.62,366.26,276.33,251.83,209.83,139.68,109.58,60.54,40.5,33.62
Current Portion of Long-Term Debt,546.93,257.82,194.31,72.15,208.83,21.02,20,11.67,-,-,-
Current Portion of Leases,14.49,13.36,16,12.37,10.27,8.74,5.15,-,-,-,-
Current Income Taxes Payable,2.93,4.7,-,4.71,1.29,4.32,0.5,-,-,-,-
Current Unearned Revenue,1.69,5.51,0.8,1.35,-,4.15,8.24,3.72,3.94,-,0.14
Other Current Liabilities,17.37,20.7,19.67,12.05,14.1,10.61,51.96,35.84,2.29,2.83,5.84
Total Current Liabilities,866.25,580.98,603.1,406.24,509.35,277.33,235.86,166.8,82.05,49.62,45.39
Long-Term Debt,"1,821","2,109","1,904","1,257",956.59,967.88,293.86,141.35,144.97,98.22,91.85
Long-Term Leases,109.32,90.52,114.81,119.54,93.67,102.55,9.02,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,-,3.42,9.72,7.95,1.59,-
Long-Term Deferred Tax Liabilities,-,-,55.91,102.83,137.11,136.74,130.86,122.03,-,-,-
Other Long-Term Liabilities,2.58,22.23,36.44,166.64,239.9,241.79,356.44,328.6,0.24,0.34,2.05
Total Liabilities,"2,799","2,803","2,714","2,053","1,937","1,726","1,029",768.5,235.22,149.76,139.28
Common Stock,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.03
Additional Paid-In Capital,"2,667","2,575","2,466","2,305","2,124","2,172","1,795","1,288",966.53,856.14,820.17
Retained Earnings,"-2,829","-3,647","-3,284","-2,657","-2,098","-1,629","-1,190",-938.92,-814.11,-735.11,-593
Comprehensive Income & Other,5.93,-25.89,-1.29,4.8,-24.28,-60.96,-10.58,1.46,3.97,-1.49,-1.2
Shareholders' Equity,-155.76,"-1,098",-818.56,-347.09,1.44,481.98,594.33,350.73,156.44,119.58,226
Total Liabilities & Equity,"2,644","1,705","1,896","1,706","1,938","2,208","1,624","1,119",391.65,269.35,365.28
Total Debt,"2,492","2,471","2,229","1,462","1,269","1,100",328.03,153.01,144.97,98.22,91.85
Net Cash (Debt),-784.74,"-1,318","-1,346","-1,051",-495.99,3.45,358.53,74.57,46.28,133.45,247.08
Net Cash Growth,-,-,-,-,-,-99.04%,380.79%,61.15%,-65.32%,-45.99%,-21.62%
Net Cash Per Share,-9.29,-17.15,-17.99,-14.65,-7.04,0.05,6.09,1.60,1.18,3.92,7.35
Filing Date Shares Outstanding,80.29,78.87,76.61,73.82,71.36,70.32,62.63,58.4,41.8,34.56,34.27
Total Common Shares Outstanding,79.93,77.7,75.71,73.1,70.83,69.72,61.94,50.61,41.61,34.17,33.92
Working Capital,"1,142",784.55,615.53,287.55,445.02,954.41,543.43,154.06,167.02,211.66,310.56
Book Value Per Share,-1.95,-14.13,-10.81,-4.75,0.02,6.91,9.60,6.93,3.76,3.50,6.66
Tangible Book Value,-634.57,"-1,299","-1,280","-1,135",-805.74,-315.69,-198.51,-432.65,23.44,119.58,226
Tangible Book Value Per Share,-7.94,-16.72,-16.91,-15.53,-11.38,-4.53,-3.21,-8.55,0.56,3.50,6.66
Machinery,-,59.76,84.19,66.64,50.8,38.75,25.1,14.57,26.25,23.97,21.55
Construction In Progress,-,3.03,24.01,14.35,9.02,5.08,3.23,3.22,0.9,0.35,1.1
Leasehold Improvements,-,31.53,30.17,28.97,19.94,8.07,5.04,2.38,14.08,14.04,14.03
