Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,184.78,239.18,190.11,137.55,117.52,224.92,174.19,245.03,42.83,35.15,113.35
Cash & Short-Term Investments,184.78,239.18,190.11,137.55,117.52,224.92,174.19,245.03,42.83,35.15,113.35
Cash Growth,62.98%,25.81%,38.21%,17.04%,-47.75%,29.12%,-28.91%,472.12%,21.84%,-68.99%,163.52%
Accounts Receivable,800.45,763.81,971.09,565.52,356.08,160.21,339.7,558.82,580.35,148.09,219.67
Other Receivables,60.5,58.02,57.96,45.95,0.07,4.43,6.4,4.11,1.15,2.13,33.45
Receivables,860.95,821.82,"1,029",611.47,356.15,164.64,346.1,562.93,581.51,150.22,253.13
Inventory,155.93,167.02,180.81,65.38,42.36,33.09,36.36,65.58,69.17,20.19,14.72
Prepaid Expenses,45,34,46.39,11.96,-,-,-,-,-,-,-
Restricted Cash,2.13,2.11,2.57,-,-,-,-,-,-,-,-
Other Current Assets,28.7,31.17,36.77,3.06,67.62,55.31,75.18,76.66,53.35,41.32,40.23
Total Current Assets,"1,278","1,295","1,486",829.42,583.65,477.96,631.82,950.2,746.86,246.88,486.54
"Property, Plant & Equipment","2,851","3,082","3,451","2,281","2,351","2,778","3,338","4,003","4,255","3,409","3,921"
Goodwill,487.39,487.39,"1,380",-,-,-,395.06,410.76,611.47,86.23,86.23
Other Intangible Assets,842.97,929.61,"1,052",5.85,7.54,30.09,48.94,66.88,75.6,2.73,6.38
Long-Term Deferred Tax Assets,-,-,3.93,3.21,3.98,-,-,-,3.88,4.12,-
Other Long-Term Assets,74.58,39.41,47.73,23.93,11.9,13.14,25.84,39.48,66.32,23.36,29.63
Total Assets,"5,533","5,833","7,420","3,144","2,958","3,299","4,440","5,470","5,759","3,772","4,529"
Accounts Payable,461.27,421.32,534.42,237.06,190.22,91.02,170.48,288.96,319.62,125.67,82.77
Accrued Expenses,278.11,305.83,328.8,193.93,170.35,160.69,219.85,235.95,210.52,139.15,161.61
Current Portion of Long-Term Debt,-,6.39,12.23,-,-,-,-,-,-,-,63.27
Current Portion of Leases,32.63,28.54,57.52,5.12,6.89,7.1,9.94,-,-,-,-
Current Income Taxes Payable,-,-,3.44,4.64,0.23,-,0.34,1.41,0.01,-,-
Current Unearned Revenue,3.63,75.2,98.91,110.22,60.28,-,-,-,-,-,-
Other Current Liabilities,2.14,4.72,15.11,-,7.88,14.91,-,-,16.1,-,-
Total Current Liabilities,777.77,841.99,"1,050",550.97,435.85,273.72,400.6,526.32,546.25,264.82,307.65
Long-Term Debt,"1,221","1,220","1,225",830.94,852.32,901.48,966.54,"1,119",866.78,598.44,787.9
Long-Term Leases,34.99,44.52,50.8,19.59,18.11,19.12,26.64,-,-,-,-
Long-Term Unearned Revenue,-,0.4,-,-,-,-,-,-,-,-,-
Long-Term Deferred Tax Liabilities,232.8,238.1,248.11,28.74,29.23,77.68,202.96,306.16,350.84,650.66,863.83
Other Long-Term Liabilities,11.74,12.84,25.07,48.07,12.84,11.01,9.25,12.76,12.49,9.65,8.97
Total Liabilities,"2,278","2,358","2,599","1,478","1,348","1,283","1,606","1,964","1,776","1,524","1,968"
Common Stock,5.24,5.21,5.17,3.02,2.99,2.71,2.69,2.67,2.66,1.92,1.9
Additional Paid-In Capital,"6,484","6,454","6,407","3,203","3,172","2,902","2,876","2,827","2,786","1,043","1,012"
Retained Earnings,"-1,218","-1,039",57.04,-87.39,-198.32,472.01,"1,295","1,754","2,106","2,116","2,459"
Treasury Stock,"-2,021","-1,951","-1,658","-1,453","-1,373","-1,366","-1,345","-1,080",-918.71,-911.09,-907.05
Comprehensive Income & Other,-1.83,-2.58,0.47,-,5.92,5.41,5.48,2.49,6.82,-1.13,-4.09
Total Common Equity,"3,249","3,466","4,812","1,666","1,609","2,016","2,834","3,505","3,982","2,249","2,561"
Minority Interest,6.28,10.02,8.39,-,-,-,-,-,-,-,-
Shareholders' Equity,"3,255","3,476","4,821","1,666","1,609","2,016","2,834","3,505","3,982","2,249","2,561"
Total Liabilities & Equity,"5,533","5,833","7,420","3,144","2,958","3,299","4,440","5,470","5,759","3,772","4,529"
Total Debt,"1,288","1,299","1,345",855.65,877.32,927.7,"1,003","1,119",866.78,598.44,851.17
Net Cash (Debt),"-1,104","-1,060","-1,155",-718.1,-759.8,-702.78,-828.93,-874.18,-823.96,-563.29,-737.82
Net Cash Per Share,-2.86,-2.67,-4.13,-3.27,-3.90,-3.74,-4.08,-4.00,-4.12,-3.85,-5.07
Filing Date Shares Outstanding,379.24,386.39,408.19,213.66,215.27,187.74,192.08,213.22,220.93,164.91,145.75
Total Common Shares Outstanding,379.24,387.34,411.2,213.57,215.14,187.63,191.96,213.18,220.93,146.71,145.74
Working Capital,499.73,453.32,435.26,278.45,147.8,204.23,231.21,423.88,200.61,-17.93,178.89
Book Value Per Share,8.57,8.95,11.70,7.80,7.48,10.75,14.76,16.44,18.03,15.33,17.57
Tangible Book Value,"1,918","2,049","2,381","1,660","1,602","1,986","2,390","3,028","3,295","2,160","2,469"
Tangible Book Value Per Share,5.06,5.29,5.79,7.77,7.45,10.58,12.45,14.20,14.92,14.72,16.94
Land,41.23,37.85,38.81,23.61,24.56,25.78,25.75,26.14,26.59,22.27,22.37
Buildings,239.07,248.74,248.69,175.21,182.28,193.5,184.7,186.74,185.48,97.03,96.47
Machinery,"8,455","8,552","8,626","7,551","7,742","7,647","8,114","8,371","8,066","6,809","6,963"
Order Backlog,-,426,700,-,-,-,-,-,-,-,-
