Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"2,170","1,964","1,810","1,741","1,743","1,140","2,020","1,865","1,390","1,157","1,085"
Other Revenue,990.98,774.19,659.9,964.17,"1,164",765.02,198.09,182.26,206,193.39,115.3
Revenue,"3,161","2,739","2,470","2,706","2,906","1,905","2,218","2,048","1,596","1,350","1,200"
Revenue Growth (YoY),20.95%,10.85%,-8.69%,-6.91%,52.57%,-14.12%,8.33%,28.26%,18.26%,12.47%,-
Gross Profit,"3,161","2,739","2,470","2,706","2,906","1,905","2,218","2,048","1,596","1,350","1,200"
"Selling, General & Admin","2,811","2,408","2,185","2,242","2,763","1,590","1,922","1,745","1,375","1,126","1,139"
Other Operating Expenses,2.24,-2.8,-9.28,0.85,-4.62,9.9,0.99,-0.82,1.93,2.07,0.46
Operating Expenses,"2,986","2,576","2,339","2,395","2,880","1,735","2,049","1,841","1,466","1,200","1,211"
Operating Income,175.09,162.47,131.44,310.82,26.69,169.9,169.29,206.12,130.23,150.07,-11.24
Interest Expense,-63.47,-58.1,-47.59,-39.5,-39.58,-43.87,-39.01,-5.59,-1.4,-,-
Interest & Investment Income,29.39,26.33,25.85,8.53,6.1,6.5,7.55,-,4.19,3.79,1.87
Earnings From Equity Investments,-,-,14.22,2.84,-,-11.56,7.25,2.75,1.56,-,-
Other Non Operating Income (Expenses),0.17,-,-,-,-,-0.35,-0.63,-44.61,-,-,-
EBT Excluding Unusual Items,141.18,130.7,123.92,282.69,-6.78,120.61,144.45,158.66,134.58,153.86,-9.37
Gain (Loss) on Sale of Investments,-0.17,0.03,-4.48,-101.02,120.27,-95.07,-23.16,38.96,-,-,-
Asset Writedown,-6.8,-3.3,-10.8,-28.4,-,-11.1,-5,-,-6.3,-,-
Other Unusual Items,3.85,3.85,-5.17,1.33,"1,108",131.82,97.85,84.76,74.29,17.35,-
Pretax Income,180.36,131.27,103.48,154.6,"1,221",146.27,214.15,282.39,202.57,171.21,-9.37
Income Tax Expense,44.29,45.78,41.1,42.05,242.96,36.99,52.44,90.49,57.48,3.99,-6.64
Earnings From Continuing Operations,136.07,85.49,62.38,112.55,978.13,109.28,161.71,191.9,145.1,167.21,-2.73
Minority Interest in Earnings,-32.45,-24.26,-19.8,-29.27,-227.41,-29.22,-44.41,-85.17,-0.6,1.19,-0.08
Net Income,103.62,61.23,42.58,83.28,750.73,80.06,117.31,106.73,144.49,168.4,-2.8
Preferred Dividends & Other Adjustments,-,-,-,-,6.2,9.78,12.9,5.09,-,-,-
Net Income to Common,103.62,61.23,42.58,83.28,744.53,70.28,104.41,101.64,144.49,168.4,-2.8
Net Income Growth,97.88%,43.83%,-48.87%,-88.91%,837.71%,-31.75%,9.91%,-26.13%,-14.20%,-,-
Shares Outstanding (Basic),176,172,173,180,190,179,178,157,133,-,-
Shares Outstanding (Diluted),176,178,176,245,196,180,185,164,138,-,-
Shares Change (YoY),-4.84%,0.74%,-28.06%,25.21%,8.97%,-2.88%,12.95%,18.36%,-,-,-
EPS (Basic),0.59,0.36,0.25,0.46,3.91,0.39,0.59,0.65,1.08,-,-
EPS (Diluted),0.59,0.34,0.24,0.45,3.80,0.39,0.58,0.64,0.85,-,-
EPS Growth,94.50%,41.67%,-46.70%,-88.15%,874.36%,-33.29%,-9.29%,-23.91%,-,-,-
Free Cash Flow,-69.64,-41.45,-321.32,"1,134",-68.43,-797.32,952.24,-353.38,834.57,-671.41,375.02
Free Cash Flow Per Share,-0.40,-0.23,-1.82,4.63,-0.35,-4.44,5.15,-2.16,6.03,-,-
Dividend Per Share,0.120,0.120,0.120,0.120,0.040,0.040,0.400,0.360,-,-,-
Dividend Growth,-,-,-,200.00%,-,-90.00%,11.11%,-,-,-,-
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,5.54%,5.93%,5.32%,11.49%,0.92%,8.92%,7.63%,10.07%,8.16%,11.12%,-0.94%
Profit Margin,3.28%,2.24%,1.72%,3.08%,25.62%,3.69%,4.71%,4.96%,9.05%,12.47%,-0.23%
Free Cash Flow Margin,-2.20%,-1.51%,-13.01%,41.92%,-2.35%,-41.85%,42.93%,-17.26%,52.28%,-49.73%,31.25%
EBITDA,336.39,325.56,287.36,457.23,147.12,303.8,293.44,302.95,219.35,221.37,60.24
EBITDA Margin,10.64%,11.89%,11.63%,16.90%,5.06%,15.95%,13.23%,14.79%,13.74%,16.40%,5.02%
D&A For EBITDA,161.3,163.1,155.92,146.42,120.43,133.89,124.14,96.83,89.12,71.3,71.47
EBIT,175.09,162.47,131.44,310.82,26.69,169.9,169.29,206.12,130.23,150.07,-11.24
EBIT Margin,5.54%,5.93%,5.32%,11.49%,0.92%,8.92%,7.63%,10.07%,8.16%,11.12%,-0.94%
Effective Tax Rate,24.56%,34.88%,39.72%,27.20%,19.90%,25.29%,24.49%,32.04%,28.37%,2.33%,-
Revenue as Reported,"3,161","2,739","2,470","2,706","2,906","1,905","2,218","2,048","1,596","1,350","1,200"
