Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,224.09,197.69,164.89,233.02,191.33,191.45,163.56,122.48,121.03,66.63,111.43
Short-Term Investments,-,-,-,0.79,524.57,33.28,36.8,48.94,57.62,-,-
Cash & Short-Term Investments,224.09,197.69,164.89,233.8,715.9,224.73,200.36,171.42,178.65,66.63,111.43
Cash Growth,25.48%,19.89%,-29.47%,-67.34%,218.56%,12.16%,16.88%,-4.05%,168.13%,-40.21%,-
Accounts Receivable,584.84,604.6,622.51,523.74,569.21,376.8,508.38,451.61,210.47,151.17,158.61
Other Receivables,11.5,3.3,9.61,21.99,25.65,9.2,22.48,9.99,-,108.82,125.84
Receivables,596.34,607.9,632.12,545.73,594.85,386,530.86,482.1,210.47,259.99,284.45
Prepaid Expenses,65.75,51.48,51.37,40.39,36.42,18.9,15.25,15.57,12.71,10.73,10.56
Restricted Cash,114.68,107.17,93.81,79.94,75.17,66.95,58.31,64.93,52.35,50.93,48.74
Other Current Assets,41.58,33.52,34.97,37.81,29.53,35.69,53.46,32.18,8.29,22.64,12.63
Total Current Assets,"2,443","1,773","1,506","1,076","2,524","1,819","1,074","1,757",825.1,"1,483",826.92
"Property, Plant & Equipment",626.46,667.19,774.4,794.23,742.39,286.84,299.68,78.81,64.82,56.45,25.79
Long-Term Investments,5.03,5.21,4.9,99.97,108.33,111,194.08,154.75,107.57,2.9,2.6
Goodwill,782.48,770.89,776.55,705.89,657.13,560.33,557.91,515.32,477.53,412.85,393.03
Other Intangible Assets,558.42,582.05,614.83,649.52,626.5,539.02,458.87,447.58,417.55,370.13,291.02
Long-Term Deferred Tax Assets,129.36,98.91,100.23,94.69,70.19,187.53,182.78,149.94,168.59,23.08,24.25
Other Long-Term Assets,59.56,43.8,43.37,19.61,33.97,24.4,31.04,65.18,2.3,2.39,2.6
Total Assets,"5,460","4,710","4,472","3,941","5,216","3,982","3,202","3,454","2,273","2,535","1,658"
Accounts Payable,291.86,272.32,266.49,208.17,223.16,97.3,161.99,113.71,79.38,57.49,48.73
Accrued Expenses,596.93,639.37,577.58,543.79,616.18,394.07,463.74,466.04,234.73,175.63,293.89
Short-Term Debt,"1,350",754.31,498.63,685.19,"1,191","1,094",246.38,972.39,418.06,257.97,359.63
Current Portion of Leases,103.52,108.43,107.08,96.86,81.96,29.47,27.18,-,-,-,-
Current Income Taxes Payable,6.47,1.39,11.85,22.86,56.27,25.67,69.24,77.86,6.7,-,-
Other Current Liabilities,23.06,4.6,27.97,19.19,24.48,64.3,76.86,34.64,43.72,919.29,23.77
Total Current Liabilities,"2,372","1,780","1,490","1,576","2,193","1,705","1,045","1,665",782.59,"1,410",726.02
Long-Term Debt,746.48,670.67,547.26,-,545.24,680.39,589.29,537.93,"1,083",-,-
Long-Term Leases,459.47,489.83,598.04,627.09,586.07,218.63,227.94,-,-,-,-
Long-Term Unearned Revenue,5.5,6.35,6.38,5.04,-,-,-,-,-,-,-
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,2.8,3.56
Other Long-Term Liabilities,245.38,224.77,235.36,191.16,207.01,436.95,376.83,168.62,163.8,137.74,124.32
Total Liabilities,"3,829","3,172","2,877","2,399","3,531","3,041","2,239","2,371","2,030","1,551",853.9
Common Stock,2.65,2.46,2.31,2.22,2.15,1.89,1.82,1.78,1.54,735.9,800.19
Additional Paid-In Capital,965.68,753,657.74,584.71,487.45,351.45,318.17,285.07,59.37,-,-
Retained Earnings,"1,249","1,207","1,167","1,145","1,080",342.76,313.11,277.95,199.49,245.88,-
Treasury Stock,-852.15,-745.93,-569.24,-538.61,-290.17,-40.53,-34.89,-0.49,-,-,-
Comprehensive Income & Other,2.59,-11.29,-4.56,-11.99,-1.16,-0.52,1.46,3.25,-,-,-
Total Common Equity,"1,368","1,206","1,253","1,181","1,278",655.05,599.66,567.57,260.41,981.78,800.19
Minority Interest,263.47,332.54,342,360.08,407.21,286.14,362.48,515.4,-17,2.01,3.84
Shareholders' Equity,"1,631","1,538","1,595","1,541","1,685",941.19,962.14,"1,083",243.41,983.78,804.03
Total Liabilities & Equity,"5,460","4,710","4,472","3,941","5,216","3,982","3,202","3,454","2,273","2,535","1,658"
Total Debt,"2,660","2,023","1,751","1,409","2,404","2,023","1,091","1,510","1,501",257.97,359.63
Net Cash (Debt),"-2,436","-1,826","-1,586","-1,175","-1,688","-1,798",-890.44,"-1,339","-1,323",-191.34,-248.2
Net Cash Per Share,-13.84,-10.27,-8.99,-4.79,-8.62,-10.01,-4.81,-8.17,-9.56,-,-
Filing Date Shares Outstanding,180.41,180.46,172.67,173.72,189.06,183.37,177.4,178.16,154.76,-,-
Total Common Shares Outstanding,178.78,170.79,174.21,171.67,189.56,182.46,177.55,178.2,154.43,-,-
Working Capital,70.42,-7.76,16.5,-500.04,331.61,113.78,28.14,92.42,42.51,72.37,100.9
Book Value Per Share,7.65,7.06,7.19,6.88,6.74,3.59,3.38,3.18,1.69,-,-
Tangible Book Value,27.05,-147.41,-138.45,-174.08,-5.71,-444.3,-417.12,-395.33,-634.67,198.8,116.15
Tangible Book Value Per Share,0.15,-0.86,-0.79,-1.01,-0.03,-2.44,-2.35,-2.22,-4.11,-,-
Machinery,43.25,41.14,37.69,31.59,27.38,26.17,23.03,16.61,15.88,13.29,11.47
Leasehold Improvements,263.87,254.34,245.26,207.02,184.7,126.43,119.68,99.21,77.31,63.19,36.96
