Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,155.74,138.84,220.97,84.7,187.25,107.77,47.11,29.05,22.47,19.59,6.3
Cash & Short-Term Investments,155.74,138.84,220.97,84.7,187.25,107.77,47.11,29.05,22.47,19.59,6.3
Cash Growth,92.33%,-37.17%,160.90%,-54.77%,73.76%,128.74%,62.16%,29.32%,14.66%,211.25%,-68.10%
Receivables,100.59,88.67,76.48,60.06,41.89,23.53,16.15,15.1,14.82,18.51,26.87
Inventory,166.89,175.26,136.84,101.52,91.7,46,34.85,28.77,27.29,30.09,32.63
Prepaid Expenses,16.56,14.63,16.8,9.36,10.31,5.44,9.88,2.03,1.77,4.26,3.14
Restricted Cash,-,-,-,-,-,-,-,-,-,-,2.35
Other Current Assets,-,-,-,-,-,1.43,0.32,0.59,0.13,0.36,30.21
Total Current Assets,439.78,417.4,451.09,255.63,331.16,184.16,108.32,75.54,66.48,72.82,101.5
"Property, Plant & Equipment",170.84,191.1,176.25,130.31,112.68,37.85,21.58,13.24,12.67,15.08,16.08
Goodwill,75.2,70.98,73,47.37,39.69,13.9,13.9,13.9,-,-,-
Other Intangible Assets,96.04,93.52,102.45,82.78,85.27,24.72,25.61,26.41,5.25,5.71,8.81
Long-Term Deferred Charges,1.4,0.8,1,1.3,-,-,-,-,-,-,-
Other Long-Term Assets,3.99,1.92,1.42,3.57,3.25,0.6,0.55,0.4,0.26,0.58,19.96
Total Assets,787.25,775.71,805.21,520.97,572.05,261.22,169.95,129.48,84.66,94.19,146.34
Accounts Payable,36.88,52.98,48.99,34.74,25.74,17.6,7.77,4.4,3.88,8.7,13.54
Accrued Expenses,102.78,72.23,75.45,54.58,41.76,27.5,22.02,14.61,12.6,15.4,15.51
Current Portion of Long-Term Debt,64.66,1.66,1.81,14.95,0.34,4.17,0.49,3.28,3.31,3.11,79.74
Current Portion of Leases,6.44,6.45,5.16,4.84,4.21,0.89,1.31,-,-,-,-
Current Income Taxes Payable,-,2.51,1.99,1.96,3,0.25,-,-0,0.25,0.4,0.77
Current Unearned Revenue,10.07,10.47,13.91,11.96,15.26,-,-,-,-,-,-
Other Current Liabilities,-,6.74,10.28,15.84,10.78,7.92,4.8,8.33,9.72,12.52,15.48
Total Current Liabilities,220.83,153.03,157.57,138.87,101.1,58.31,36.39,30.61,29.74,40.14,125.04
Long-Term Debt,495.02,574.52,511.04,349.51,326.49,38,53.35,42.17,37.77,43.09,0.48
Long-Term Leases,25.03,27.31,23.68,26.56,24.38,0.04,1.03,0.13,-,-,-
Long-Term Unearned Revenue,2.08,3.13,2.56,3.05,2.9,-,-,-,-,-,-
Other Long-Term Liabilities,9.19,8.29,8.64,14.04,14.16,11.39,11.95,15.39,20.21,28.86,33.8
Total Liabilities,752.14,766.28,703.49,532.03,469.03,107.74,102.71,88.3,87.72,112.09,159.31
Common Stock,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
Additional Paid-In Capital,"1,444","1,306","1,230",933.54,892.83,770.76,606.56,523.53,436.8,419.79,416.95
Retained Earnings,"-1,403","-1,281","-1,119",-932.32,-782.33,-638,-558.92,-501.92,-459.46,-457.17,-427.24
Treasury Stock,-25.1,-25.1,-25.1,-25.1,-25.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Comprehensive Income & Other,-4.35,-13.68,-8.32,-10.79,-5.99,-2.8,-3.91,-3.94,-3.91,-4.03,-26.19
Total Common Equity,11.51,-14.17,78.12,-34.67,79.42,129.88,43.63,17.57,-26.66,-41.5,-36.58
Shareholders' Equity,35.11,9.43,101.72,-11.06,103.03,153.48,67.23,41.18,-3.06,-17.9,-12.97
Total Liabilities & Equity,787.25,775.71,805.21,520.97,572.05,261.22,169.95,129.48,84.66,94.19,146.34
Total Debt,591.15,609.94,541.68,395.86,355.43,43.09,56.18,45.58,41.07,46.21,80.22
Net Cash (Debt),-435.41,-471.1,-320.71,-311.17,-168.18,64.67,-9.06,-16.52,-18.61,-26.61,-73.93
Net Cash Per Share,-2.94,-3.30,-2.65,-3.01,-1.75,0.96,-0.17,-0.47,-1.40,-3.10,-8.91
Filing Date Shares Outstanding,148.55,144.15,137.98,111.11,99.79,95.15,62.99,46.85,19.86,9.05,8.51
Total Common Shares Outstanding,147.54,144.13,139.25,106.64,99.54,82.1,61.4,43.37,19.86,9.05,8.51
Working Capital,218.95,264.37,293.52,116.76,230.06,125.85,71.93,44.92,36.74,32.69,-23.54
Book Value Per Share,0.08,-0.10,0.56,-0.33,0.80,1.58,0.71,0.41,-1.34,-4.59,-4.30
Tangible Book Value,-159.74,-178.66,-97.34,-164.82,-45.54,91.26,4.13,-22.73,-31.91,-47.22,-45.38
Tangible Book Value Per Share,-1.08,-1.24,-0.70,-1.55,-0.46,1.11,0.07,-0.52,-1.61,-5.22,-5.33
Machinery,353.97,335.15,247.99,177.92,151.08,88.82,69.43,65.08,65,64.74,74.06
Construction In Progress,0.5,0.54,24.73,15.36,7.29,2.74,0.5,0.09,0.34,0.45,0.14
Leasehold Improvements,4.38,4.32,3.99,2.97,1.75,1.76,1.76,1.77,1.71,3.47,3.47
