Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,728.02,611.56,482.26,350.87,243.21,144.86,113.43,91.69,101.74,120.25,134.39
Revenue Growth (YoY),27.11%,26.81%,37.45%,44.26%,67.89%,27.71%,23.70%,-9.87%,-15.39%,-10.52%,-13.09%
Cost of Revenue,224.04,187.3,172.06,117.81,85.45,42.36,35.83,28.46,33.52,43.61,40.97
Gross Profit,503.99,424.26,310.2,233.06,157.76,102.5,77.59,63.24,68.22,76.63,93.42
"Selling, General & Admin",484.49,450.2,374.08,300.01,229.27,129.16,101.71,72.64,69.96,77.3,80.33
Research & Development,77.23,80.72,70.12,44.03,32.02,18.75,13.85,9.85,4.92,9.25,17.62
Amortization of Goodwill & Intangibles,15.91,16.26,14.28,10.12,5.35,0.69,0.7,0.74,0.69,0.93,1.2
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-0.4
Operating Expenses,577.62,547.18,458.48,354.16,266.63,148.59,116.26,83.23,75.57,87.48,98.74
Operating Income,-73.64,-122.91,-148.28,-121.1,-108.87,-46.09,-38.67,-19.99,-7.35,-10.85,-5.32
Interest Expense,-40.18,-24.88,-16.64,-5.51,-7.11,-12.37,-9.87,-,-7.62,-5.37,-4
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,0.01
Currency Exchange Gain (Loss),-,-,-,-,-,-0.9,-,-,-,-0.4,-0.7
Other Non Operating Income (Expenses),0.34,-1.03,3.12,0.47,-1.56,0.9,-,-7.14,12.04,-0.32,8.15
EBT Excluding Unusual Items,-113.48,-148.82,-161.8,-126.14,-117.54,-58.46,-48.53,-27.13,-2.92,-16.93,-1.87
Merger & Restructuring Charges,-1.97,-3.46,-2.83,-1.93,-8.06,-4.22,-0.06,-2.93,-2.21,-2.29,-0.6
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-164.26
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,0.86,-,-
Asset Writedown,-,-,-,-,-,-,-,-,-,-2.24,-0.9
Legal Settlements,-21.52,-9.8,-22.29,-23.94,-11.12,-8.55,-8.55,-5.68,-0.31,-,-
Other Unusual Items,-17.58,-,-,-,-7.43,-7.61,-,5.58,-,-9.48,-4.5
Pretax Income,-154.55,-162.07,-186.92,-152.01,-144.16,-78.85,-57.14,-30.17,-4.57,-30.94,-172.4
Income Tax Expense,0.41,0.05,-0.28,-0.72,-1.13,0.15,-0.24,-1.36,-0.03,-4.63,-1.15
Earnings From Continuing Operations,-154.96,-162.12,-186.64,-151.29,-143.03,-78.99,-56.9,-28.81,-4.54,-26.3,-171.25
Earnings From Discontinued Operations,-,-,-,-,-,-,-0.1,-0.17,2.25,-3.62,-7.42
Net Income,-154.96,-162.12,-186.64,-151.29,-143.03,-78.99,-57,-28.98,-2.29,-29.93,-178.68
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,13.49,-,-,-
Net Income to Common,-154.96,-162.12,-186.64,-151.29,-143.03,-78.99,-57,-42.46,-2.29,-29.93,-178.68
Shares Outstanding (Basic),148,143,121,103,96,67,52,35,13,9,8
Shares Outstanding (Diluted),148,143,121,103,96,67,52,35,13,9,8
Shares Change (YoY),5.63%,17.90%,17.29%,7.46%,43.54%,28.31%,47.91%,165.89%,54.77%,3.42%,1.88%
EPS (Basic),-1.05,-1.13,-1.54,-1.46,-1.49,-1.18,-1.09,-1.20,-0.18,-3.49,-21.53
EPS (Diluted),-1.05,-1.13,-1.54,-1.46,-1.49,-1.18,-1.09,-1.20,-1.08,-3.49,-21.53
Free Cash Flow,3.61,-127.87,-158.99,-124.59,-141.86,-69.54,-46.15,-32.12,-16.33,-18.86,-2.12
Free Cash Flow Per Share,0.02,-0.90,-1.31,-1.21,-1.48,-1.04,-0.88,-0.91,-1.23,-2.20,-0.26
Gross Margin,69.23%,69.37%,64.32%,66.42%,64.87%,70.76%,68.41%,68.97%,67.06%,63.73%,69.52%
Operating Margin,-10.12%,-20.10%,-30.75%,-34.52%,-44.76%,-31.81%,-34.09%,-21.80%,-7.22%,-9.02%,-3.96%
Profit Margin,-21.29%,-26.51%,-38.70%,-43.12%,-58.81%,-54.53%,-50.25%,-46.31%,-2.25%,-24.89%,-132.96%
Free Cash Flow Margin,0.50%,-20.91%,-32.97%,-35.51%,-58.33%,-48.01%,-40.69%,-35.03%,-16.05%,-15.68%,-1.58%
EBITDA,4.76,-44.5,-92.14,-79.93,-82.12,-35.14,-31.09,-13.21,0.14,-2.32,8.45
EBITDA Margin,0.65%,-7.28%,-19.11%,-22.78%,-33.76%,-24.26%,-27.41%,-14.40%,0.13%,-1.93%,6.29%
D&A For EBITDA,78.4,78.42,56.14,41.17,26.76,10.95,7.58,6.79,7.48,8.53,13.77
EBIT,-73.64,-122.91,-148.28,-121.1,-108.87,-46.09,-38.67,-19.99,-7.35,-10.85,-5.32
EBIT Margin,-10.12%,-20.10%,-30.75%,-34.52%,-44.76%,-31.81%,-34.09%,-21.80%,-7.22%,-9.02%,-3.96%
Revenue as Reported,-,-,-,-,243.21,144.86,113.43,91.69,101.74,-,-
