Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,881","2,735","2,378","2,181","1,921","1,648","1,574","1,445","1,332","1,016",926.87
Revenue Growth (YoY),9.24%,15.05%,9.00%,13.54%,16.57%,4.71%,8.96%,8.43%,31.18%,9.57%,6.29%
Cost of Revenue,949.06,909.52,768.17,683.69,624.46,561.95,531.77,496.82,468.67,337.73,303.58
Gross Profit,"1,931","1,826","1,609","1,498","1,297","1,086","1,042",947.7,863.48,677.81,623.29
"Selling, General & Admin",936.74,919.07,855.67,856.31,759.84,624.12,608.99,565.01,489.43,375.57,316.17
Research & Development,364.41,360.61,322.71,306.07,271.19,218.18,193.72,183.83,181.11,141.53,128.49
Amortization of Goodwill & Intangibles,-,-,-,-,-,-,-,-,41.9,17.19,12.53
Operating Expenses,"1,301","1,280","1,178","1,162","1,031",842.3,802.71,748.84,712.44,534.29,457.18
Operating Income,630.3,546.07,430.96,335.22,265.67,243.77,239.44,198.87,151.04,143.52,166.11
Interest Expense,-1.69,-1.88,-5.72,-5.71,-16.38,-21.07,-20.92,-19.87,-22.8,-2.2,-0.07
Interest & Investment Income,70.08,64.98,34.07,18.38,13.95,19.14,20.53,11.3,3.69,6.56,7.27
Currency Exchange Gain (Loss),-0.47,-0.47,-3.3,-0.3,-4.13,-0.04,-1.83,-0.43,0.24,3.96,-0.73
Other Non Operating Income (Expenses),-3.77,-3.77,-2.53,-1,-2.76,-2.89,-2.23,-1.9,-1.54,-0.93,-0.78
EBT Excluding Unusual Items,694.46,604.94,453.48,346.59,256.35,238.91,234.99,187.96,130.63,150.92,171.8
Merger & Restructuring Charges,-9.5,-3.17,-13.99,-0.05,-1.76,-1.72,-0.72,-1.25,-0.97,-9.35,-
Gain (Loss) on Sale of Investments,4.46,-,-,-,-,-,-,-,-,3.39,0.03
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-0.48,-0.43
Other Unusual Items,3.17,3.05,18.21,-1.21,-13.97,-,-,-,-,-,-
Pretax Income,692.59,604.83,457.7,345.33,240.62,237.19,234.27,186.72,129.66,144.48,171.41
Income Tax Expense,131.54,162.24,119.4,79.39,41.4,40.84,48.37,27.38,-13.63,21.41,30.83
Earnings From Continuing Operations,561.06,442.59,338.3,265.95,199.22,196.35,185.9,159.34,143.29,123.07,140.58
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-6.15,118.25
Net Income,561.06,442.59,338.3,265.95,199.22,196.35,185.9,159.34,143.29,116.92,258.83
Net Income to Common,561.06,442.59,338.3,265.95,199.22,196.35,185.9,159.34,143.29,116.92,258.83
Net Income Growth,32.10%,30.83%,27.21%,33.49%,1.47%,5.62%,16.67%,11.20%,22.55%,-54.83%,151.11%
Shares Outstanding (Basic),63,63,64,64,63,63,62,61,60,60,60
Shares Outstanding (Diluted),64,66,66,66,67,66,65,63,62,61,61
Shares Change (YoY),-2.83%,-1.15%,-0.30%,-0.64%,1.43%,2.00%,2.14%,1.92%,1.78%,-0.40%,0.63%
EPS (Basic),8.93,6.97,5.32,4.17,3.15,3.13,2.99,2.60,2.37,1.96,4.35
EPS (Diluted),8.79,6.76,5.11,4.00,2.98,2.98,2.88,2.52,2.31,1.92,4.22
EPS Growth,35.79%,32.29%,27.75%,34.23%,-,3.47%,14.29%,9.09%,20.36%,-54.52%,149.98%
Free Cash Flow,763.34,797.68,532.23,447.82,437.05,456.12,346.87,365.17,354.77,200.93,235.73
Free Cash Flow Per Share,11.95,12.18,8.03,6.74,6.53,6.92,5.36,5.77,5.71,3.29,3.85
Dividend Per Share,-,-,-,-,-,-,-,-,-,0.640,0.640
Gross Margin,67.05%,66.75%,67.69%,68.66%,67.50%,65.90%,66.21%,65.61%,64.82%,66.74%,67.25%
Operating Margin,21.88%,19.96%,18.13%,15.37%,13.83%,14.79%,15.21%,13.77%,11.34%,14.13%,17.92%
Profit Margin,19.48%,16.18%,14.23%,12.19%,10.37%,11.91%,11.81%,11.03%,10.76%,11.51%,27.93%
Free Cash Flow Margin,26.50%,29.16%,22.39%,20.53%,22.75%,27.68%,22.04%,25.28%,26.63%,19.79%,25.43%
EBITDA,816.04,751.09,598.32,511.77,449.76,425.79,412.67,356.01,307.34,221.33,223.67
EBITDA Margin,28.33%,27.46%,25.17%,23.46%,23.41%,25.84%,26.22%,24.64%,23.07%,21.79%,24.13%
D&A For EBITDA,185.75,205.02,167.36,176.55,184.09,182.03,173.23,157.14,156.3,77.8,57.56
EBIT,630.3,546.07,430.96,335.22,265.67,243.77,239.44,198.87,151.04,143.52,166.11
EBIT Margin,21.88%,19.96%,18.13%,15.37%,13.83%,14.79%,15.21%,13.77%,11.34%,14.13%,17.92%
Effective Tax Rate,18.99%,26.82%,26.09%,22.99%,17.20%,17.22%,20.65%,14.66%,-,14.82%,17.99%
Revenue as Reported,"2,881","2,735","2,378","2,181","1,921","1,648","1,574","1,445","1,332","1,016",926.87
Advertising Expenses,-,58.12,50.74,43.98,31.58,14.13,16.04,13.53,13.54,9.69,7.99
