Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"5,147","5,407","4,933","5,211","4,648","4,501","3,039","2,767","2,432","1,103",896.38
Revenue Growth (YoY),-1.47%,9.61%,-5.33%,12.11%,3.26%,48.10%,9.85%,13.76%,120.45%,23.07%,41.99%
Cost of Revenue,"2,201","2,192","2,125","1,977","1,835","1,696","1,333","1,118",993.41,382,302.26
Gross Profit,"2,946","3,215","2,808","3,234","2,813","2,805","1,706","1,649","1,439",721.19,594.12
"Selling, General & Admin","1,057","1,090","1,077","1,050",970,890.5,675.28,566.68,538.39,255.21,232.48
Amortization of Goodwill & Intangibles,-,-,-,-,-,-,285.34,210.75,264.9,103.72,108.31
Other Operating Expenses,-1,-2,-2,1,-25,-60.8,-70.36,-29.38,-,-,-
Operating Expenses,"1,868","1,896","2,016","1,713","1,534","1,395","1,014",857.83,903.95,410.22,388.01
Operating Income,"1,078","1,319",792,"1,521","1,279","1,411",692.46,790.95,534.61,310.97,206.11
Interest Expense,-392,-444,-447,-337,-283,-335.3,-304.35,-220.99,-241.2,-116.08,-80.52
Earnings From Equity Investments,42,70,104,153,125,70.2,17.93,-2.44,-1.27,-,-
Other Non Operating Income (Expenses),-3,-2,-,-10,-2,-1,-0.68,-0.04,-0.02,-0.56,-0.52
EBT Excluding Unusual Items,725,943,449,"1,327","1,119","1,145",405.35,567.48,292.14,194.33,125.07
Merger & Restructuring Charges,-,-,-13,-33,-,-,-54.5,-2.5,-53.6,-8.4,-
Impairment of Goodwill,-24,-24,-19,-91,-,-,-63.32,-19.91,-19.99,-15.26,-
Gain (Loss) on Sale of Investments,-,40,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,96.09,-,57.72,-,-
Asset Writedown,-,-,-16,-42,-23,-,-,-,-,-,-
Other Unusual Items,-,-,-,56,-3,-39.9,-10.3,-12.12,-34.88,-,-
Pretax Income,701,959,401,"1,217","1,093","1,105",373.32,532.95,241.38,170.67,125.07
Income Tax Expense,218,276,131,274,263,296.5,137.03,144.68,-233.94,77.57,48.69
Earnings From Continuing Operations,483,683,270,943,830,808.1,236.3,388.27,475.33,93.1,76.38
Minority Interest in Earnings,34,39,76,28,4,3.4,-6.04,1.21,-0.33,-1.56,1.3
Net Income,517,722,346,971,834,811.5,230.26,389.48,475,91.54,77.68
Preferred Dividends & Other Adjustments,16,20,-,-,-,-,-,-,-,-,-
Net Income to Common,501,702,346,971,834,811.5,230.26,389.48,475,91.54,77.68
Net Income Growth,-12.96%,108.67%,-64.37%,16.43%,2.77%,252.43%,-40.88%,-18.00%,418.91%,17.83%,20.35%
Shares Outstanding (Basic),31,32,35,39,42,45,46,46,46,31,31
Shares Outstanding (Diluted),31,33,36,40,44,47,48,47,47,32,32
Shares Change (YoY),-7.79%,-8.48%,-10.83%,-8.63%,-5.86%,-2.51%,1.08%,0.56%,48.90%,-1.33%,0.27%
EPS (Basic),16.42,21.73,9.80,24.68,19.79,18.07,5.01,8.52,10.38,2.98,2.50
EPS (Diluted),16.23,21.41,9.64,24.16,18.98,17.37,4.80,8.21,10.07,2.89,2.42
EPS Growth,-5.96%,122.09%,-60.10%,27.29%,9.27%,261.88%,-41.53%,-18.47%,248.44%,19.42%,19.80%
Free Cash Flow,983,"1,105",850,"1,246","1,064","1,037",219.96,630.62,36.63,252.38,176.29
Free Cash Flow Per Share,31.83,33.69,23.72,31.00,24.19,22.20,4.59,13.30,0.78,7.97,5.49
Dividend Per Share,7.270,6.760,5.400,3.600,2.800,2.240,1.800,1.500,1.200,0.960,0.760
Dividend Growth,13.24%,25.19%,50.00%,28.57%,25.00%,24.44%,20.00%,25.00%,25.00%,26.32%,26.67%
Gross Margin,57.24%,59.46%,56.92%,62.06%,60.52%,62.32%,56.13%,59.59%,59.15%,65.37%,66.28%
Operating Margin,20.94%,24.39%,16.05%,29.19%,27.52%,31.34%,22.78%,28.59%,21.98%,28.19%,22.99%
Profit Margin,9.73%,12.98%,7.01%,18.63%,17.94%,18.03%,7.58%,14.08%,19.53%,8.30%,8.67%
Free Cash Flow Margin,19.10%,20.44%,17.23%,23.91%,22.89%,23.04%,7.24%,22.79%,1.51%,22.88%,19.67%
EBITDA,"1,553","1,803","1,280","1,990","1,747","1,838","1,016","1,050",794.77,408.84,301.8
EBITDA Margin,30.17%,33.35%,25.95%,38.19%,37.59%,40.83%,33.43%,37.96%,32.68%,37.06%,33.67%
D&A For EBITDA,475,484,488,469,468,427.4,323.69,259.2,260.16,97.87,95.7
EBIT,"1,078","1,319",792,"1,521","1,279","1,411",692.46,790.95,534.61,310.97,206.11
EBIT Margin,20.94%,24.39%,16.05%,29.19%,27.52%,31.34%,22.78%,28.59%,21.98%,28.19%,22.99%
Effective Tax Rate,31.10%,28.78%,32.67%,22.51%,24.06%,26.84%,36.70%,27.15%,-,45.45%,38.93%
