Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,326.63,260.37,298.43,267.74,260.27,261.39,448.75,430.6,143.54,80.26,102.67
Revenue Growth (YoY),19.15%,-12.75%,11.46%,2.87%,-0.43%,-41.75%,4.21%,199.99%,78.85%,-21.83%,-3.28%
Cost of Revenue,157.21,133.92,132.46,83.26,67.56,67.41,165.12,224.38,129.54,109.38,125.39
Gross Profit,169.42,126.45,165.97,184.48,192.72,193.98,283.63,206.23,14,-29.13,-22.72
"Selling, General & Admin",31.84,27.51,33.46,38.1,34.81,34.38,52.17,51.54,38.03,37.3,33.53
Other Operating Expenses,3.39,-39.7,61.39,-505.58,-204.66,42.56,28.97,13.98,-,-0.02,-
Operating Expenses,85.92,41.34,145.15,-415.77,-114.49,132.88,194.17,159.21,114.55,110.26,107.26
Operating Income,83.5,85.11,20.82,600.25,307.21,61.1,89.46,47.02,-100.56,-139.39,-129.97
Interest Expense,-13.77,-5.09,-8.89,45.17,-11.58,-85.41,-125.34,-101.55,-57.17,-78.94,-99.23
Interest & Investment Income,33.52,37.35,55.88,16.99,5.72,1.48,16.83,18.2,5.89,2.97,6.9
Earnings From Equity Investments,5.75,-7.5,-2.52,19.04,1.08,-0.54,-2.52,-157.64,-25.45,47.88,55.99
Currency Exchange Gain (Loss),-1.76,0.21,-0.94,1.6,-0.38,-3.11,-0.9,-2,-0.89,-1.91,-2.13
Other Non Operating Income (Expenses),22.51,-6.37,1.71,2.36,2.64,-3.65,3.68,8.98,17.78,-6.61,2.75
EBT Excluding Unusual Items,129.75,103.71,66.06,685.41,304.68,-30.12,-18.79,-186.98,-160.4,-176,-165.7
Merger & Restructuring Charges,-,-,-,-,-0.5,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-62.31,400.97,-295.78,-,-38.33,-30.66,16.62,24.82,-67.93
Gain (Loss) on Sale of Assets,-0.45,-,-,-,-,5.68,-,-,-,-8.48,95.55
Asset Writedown,-22.93,-22.93,-5.02,-76.16,-,-,-34.25,-,-,-1.71,-1.96
Other Unusual Items,-,-,-,4.85,-71.74,-,9.3,50.7,-,-,-15.01
Pretax Income,106.37,80.78,-1.27,"1,015",-63.33,-24.44,-78.07,-166.95,-143.77,-161.37,-155.04
Income Tax Expense,1.9,-0.02,1.87,-0.44,1.44,0.58,1.02,1.27,1.51,-0.59,-3.05
Earnings From Continuing Operations,104.47,80.79,-3.14,"1,016",-64.77,-25.02,-79.09,-168.21,-145.28,-160.78,-151.99
Earnings From Discontinued Operations,-,-,0.29,-84.66,589.81,-179.57,-43.28,-,-,-,-
Net Income to Company,104.47,80.79,-2.85,930.85,525.04,-204.58,-122.38,-168.21,-145.28,-160.78,-151.99
Minority Interest in Earnings,-44.65,-29.95,-43.94,-143.08,-111.19,-68.97,-89.58,-63.21,-34.42,-25.75,-19.16
Net Income,59.81,50.84,-46.79,787.77,413.85,-273.56,-211.96,-231.43,-179.7,-186.53,-171.15
Net Income to Common,59.81,50.84,-46.79,787.77,413.85,-273.56,-211.96,-231.43,-179.7,-186.53,-171.15
Net Income Growth,343.12%,-,-,90.35%,-,-,-,-,-,-,-
Shares Outstanding (Basic),104,104,107,108,110,98,101,101,101,94,93
Shares Outstanding (Diluted),108,105,107,109,110,98,101,101,101,94,93
Shares Change (YoY),2.81%,-1.27%,-1.77%,-1.00%,12.39%,-3.08%,-0.03%,0.09%,7.09%,0.55%,7.37%
EPS (Basic),0.58,0.49,-0.44,7.30,3.77,-2.80,-2.11,-2.30,-1.79,-1.99,-1.83
EPS (Diluted),0.55,0.48,-0.44,7.26,3.77,-2.80,-2.11,-2.30,-1.79,-1.99,-1.83
EPS Growth,333.77%,-,-,92.34%,-,-,-,-,-,-,-
Free Cash Flow,-436.76,-120.31,-190.33,-49.04,40.4,-152.52,-294.12,-33.15,-426.99,-349.91,"-1,042"
Free Cash Flow Per Share,-4.06,-1.14,-1.78,-0.45,0.37,-1.56,-2.92,-0.33,-4.25,-3.73,-11.15
Dividend Per Share,1.000,1.000,1.000,-,-,-,0.150,0.475,0.200,0.200,1.400
Dividend Growth,-,-,-,-,-,-,-68.42%,137.50%,-,-85.71%,-22.22%
Gross Margin,51.87%,48.56%,55.61%,68.90%,74.04%,74.21%,63.20%,47.89%,9.75%,-36.29%,-22.12%
Operating Margin,25.56%,32.69%,6.98%,224.19%,118.03%,23.38%,19.93%,10.92%,-70.06%,-173.67%,-126.59%
Profit Margin,18.31%,19.53%,-15.68%,294.23%,159.01%,-104.66%,-47.23%,-53.74%,-125.20%,-232.42%,-166.69%
Free Cash Flow Margin,-133.72%,-46.21%,-63.78%,-18.32%,15.52%,-58.35%,-65.54%,-7.70%,-297.48%,-435.98%,-1014.86%
EBITDA,134.19,138.64,71.11,651.96,362.57,117.04,202.49,140.71,-24.04,-66.41,-56.24
EBITDA Margin,41.08%,53.25%,23.83%,243.50%,139.30%,44.78%,45.12%,32.68%,-16.74%,-82.75%,-54.78%
D&A For EBITDA,50.69,53.53,50.29,51.71,55.36,55.94,113.03,93.69,76.52,72.97,73.73
EBIT,83.5,85.11,20.82,600.25,307.21,61.1,89.46,47.02,-100.56,-139.39,-129.97
EBIT Margin,25.56%,32.69%,6.98%,224.19%,118.03%,23.38%,19.93%,10.92%,-70.06%,-173.67%,-126.59%
Revenue as Reported,326.63,260.37,298.43,267.74,260.27,261.39,448.75,430.6,143.54,80.26,102.67
