Period Ending,"Sep '25Sep 26, 2025","Dec '24Dec 27, 2024","Dec '23Dec 29, 2023","Dec '22Dec 30, 2022","Dec '21Dec 24, 2021","Dec '20Dec 25, 2020","Dec '19Dec 27, 2019","Dec '18Dec 28, 2018","Dec '17Dec 29, 2017","Dec '16Dec 30, 2016","Dec '15Dec 25, 2015"
Revenue,"4,041","3,794","3,434","2,613","1,746","1,112","1,592","1,445","1,302","1,193","1,047"
Revenue Growth (YoY),8.88%,10.50%,31.39%,49.70%,57.05%,-30.17%,10.19%,10.99%,9.11%,13.94%,25.72%
Cost of Revenue,"3,062","2,880","2,619","1,995","1,355",848.88,"1,205","1,096",972.14,891.65,778.17
Gross Profit,978.49,914.15,814.47,618.64,390.49,262.75,386.57,348.92,329.38,301.22,268.71
"Selling, General & Admin",829.27,782.68,702.58,517.86,379.25,320.59,329.54,298.1,288.83,253.98,228.31
Other Operating Expenses,1.29,4.35,0.37,1.82,0.67,1.11,0.14,0.61,-,-,-
Operating Expenses,830.55,787.03,702.96,519.67,379.92,321.7,329.69,298.71,288.83,253.98,228.31
Operating Income,147.93,127.12,111.52,98.96,10.56,-58.95,56.88,50.21,40.55,47.24,40.4
Interest Expense,-43.5,-48.68,-45.47,-43.85,-17.59,-20.95,-18.26,-20.75,-22.71,-41.63,-12.98
EBT Excluding Unusual Items,104.43,78.44,66.04,55.11,-7.03,-79.9,38.62,29.46,17.84,5.61,27.42
Merger & Restructuring Charges,-2.18,-2.18,-5.66,-4.72,-0.45,-0.44,-0.24,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.15,-0.1,-0.17,-0.01,0.07,0.3
Asset Writedown,-,-,-1.84,-,-0.6,-38.8,-,-,-,-,-
Other Unusual Items,2.58,3.27,-3.08,-8.51,1.3,-4.32,-5.88,-1.45,0.58,-,-
Pretax Income,104.84,79.53,55.47,41.89,-6.78,-123.61,32.4,27.84,18.41,5.68,27.71
Income Tax Expense,30.24,24.05,20.88,14.14,-1.85,-40.7,8.21,7.44,4.04,2.65,11.5
Net Income,74.6,55.48,34.59,27.75,-4.92,-82.9,24.19,20.4,14.37,3.02,16.21
Net Income to Common,74.6,55.48,34.59,27.75,-4.92,-82.9,24.19,20.4,14.37,3.02,16.21
Net Income Growth,56.88%,60.39%,24.65%,-,-,-,18.58%,42.02%,375.22%,-81.35%,14.03%
Shares Outstanding (Basic),39,38,38,37,37,34,30,29,26,26,26
Shares Outstanding (Diluted),46,46,46,39,37,34,30,30,27,26,27
Shares Change (YoY),-9.20%,0.75%,17.80%,5.44%,8.98%,12.11%,1.33%,8.22%,5.36%,-1.81%,6.70%
EPS (Basic),1.94,1.46,0.92,0.75,-0.13,-2.46,0.82,0.71,0.55,0.12,0.63
EPS (Diluted),1.73,1.32,0.88,0.73,-0.13,-2.46,0.81,0.70,0.54,0.12,0.63
EPS Growth,55.09%,50.69%,19.82%,-,-,-,15.97%,28.75%,365.90%,-81.39%,9.94%
Free Cash Flow,86.64,103.56,4.21,-22.71,-58.7,35.85,28.93,25.27,19.19,22.29,16.07
Free Cash Flow Per Share,1.88,2.25,0.09,-0.59,-1.60,1.06,0.96,0.85,0.70,0.86,0.61
Gross Margin,24.22%,24.09%,23.72%,23.67%,22.37%,23.64%,24.28%,24.15%,25.31%,25.25%,25.67%
Operating Margin,3.66%,3.35%,3.25%,3.79%,0.60%,-5.30%,3.57%,3.48%,3.12%,3.96%,3.86%
Profit Margin,1.85%,1.46%,1.01%,1.06%,-0.28%,-7.46%,1.52%,1.41%,1.10%,0.25%,1.55%
Free Cash Flow Margin,2.14%,2.73%,0.12%,-0.87%,-3.36%,3.23%,1.82%,1.75%,1.47%,1.87%,1.54%
EBITDA,217.08,186.6,161.15,131.45,39.45,-30.47,79.08,69.26,59.29,64.42,54.49
EBITDA Margin,5.37%,4.92%,4.69%,5.03%,2.26%,-2.74%,4.97%,4.79%,4.55%,5.40%,5.21%
D&A For EBITDA,69.14,59.49,49.63,32.49,28.89,28.49,22.2,19.05,18.74,17.18,14.09
EBIT,147.93,127.12,111.52,98.96,10.56,-58.95,56.88,50.21,40.55,47.24,40.4
EBIT Margin,3.66%,3.35%,3.25%,3.79%,0.60%,-5.30%,3.57%,3.48%,3.12%,3.96%,3.86%
Effective Tax Rate,28.84%,30.24%,37.64%,33.75%,-,-,25.34%,26.73%,21.96%,46.74%,41.51%
