Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,246.66,87.93,169.68,14.6,21.3,49.22,20.73,23.1,17.1,2.73,5.49
Short-Term Investments,252.27,203.51,-,-,-,-,-,0.98,-,-,-
Cash & Short-Term Investments,498.93,291.44,169.68,14.6,21.3,49.22,20.73,24.08,17.1,2.73,5.49
Cash Growth,94.31%,71.76%,1062.04%,-31.46%,-56.72%,137.42%,-13.89%,40.80%,527.29%,-50.39%,-30.95%
Other Receivables,-,-,-,-,-,-,-,0.06,-,-,-
Receivables,25.51,-,-,-,-,-,-,0.06,-,-,-
Inventory,6.67,-,-,-,-,-,-,-,-,-,-
Prepaid Expenses,3.74,2.45,1.68,1.05,1.12,1.02,0.41,0.53,0.34,0.25,0.16
Restricted Cash,-,-,-,-,-,-,-,-,0.04,0.04,0.04
Other Current Assets,-,-,-,-,-,-,-,-,0.52,0.79,0.72
Total Current Assets,534.85,293.89,171.36,15.65,22.42,50.24,21.14,24.67,17.99,3.8,6.4
"Property, Plant & Equipment",2.46,2.98,0.42,0.16,0.45,0.16,0.44,0.01,0.02,0.04,0.04
Long-Term Investments,57.15,27.21,-,-,-,-,-,-,-,-,-
Other Intangible Assets,5.35,6.81,8.75,10.69,12.64,14.58,16.53,18.47,20.41,-,-
Other Long-Term Assets,0.08,0.08,0.17,-,0.04,-,0.06,-,0.59,1.72,1.76
Total Assets,599.9,330.97,180.69,26.5,35.55,64.98,38.17,43.15,39.02,5.56,8.2
Accounts Payable,8.15,8.88,3.15,1.78,3.25,3.49,2,0.93,0.63,0.41,0.5
Accrued Expenses,24.3,6.6,6.53,4.9,4.15,4.79,2.28,0.59,0.97,1.05,0.52
Current Portion of Leases,0.7,0.53,0.27,0.16,0.28,0.15,0.32,-,-,-,-
Other Current Liabilities,0.11,2.74,1.56,0.48,0.32,0.19,0.37,0.35,0.13,0.25,2.18
Total Current Liabilities,33.25,18.75,11.51,7.31,8.01,8.62,4.96,1.88,1.73,1.71,3.19
Long-Term Debt,49.85,49.83,-,-,-,-,-,-,-,-,-
Long-Term Leases,2.11,2.47,0.13,-,0.18,-,0.15,-,-,-,-
Other Long-Term Liabilities,19.87,14.81,11.55,8.84,9.58,10.82,18.11,10.86,10.47,0.42,1.78
Total Liabilities,105.09,85.86,23.18,16.15,17.76,19.44,23.23,12.74,12.21,2.13,4.98
Common Stock,0.05,0.05,0.03,0.01,0.08,0.08,0.05,0.03,0.02,0,0
Additional Paid-In Capital,969.12,696.97,433.89,247.76,231.07,227.91,172.71,157.41,140.5,101.74,89.47
Retained Earnings,-474.73,-452.26,-276.41,-237.42,-213.36,-182.45,-157.81,-127.03,-113.7,-98.31,-86.25
Comprehensive Income & Other,0.36,0.36,-,-,-,-,-,-,-,-,-
Total Common Equity,494.81,245.11,157.51,10.35,17.79,45.55,14.95,30.41,26.82,3.44,3.22
Shareholders' Equity,494.81,245.11,157.51,10.35,17.79,45.55,14.95,30.41,26.82,3.44,3.22
Total Liabilities & Equity,599.9,330.97,180.69,26.5,35.55,64.98,38.17,43.15,39.02,5.56,8.2
Total Debt,52.66,52.83,0.4,0.16,0.46,0.15,0.47,-,-,-,-
Net Cash (Debt),503.42,265.82,169.28,14.45,20.85,49.08,20.26,24.08,17.1,2.73,5.49
Net Cash Growth,78.71%,57.03%,1071.72%,-30.70%,-57.52%,142.19%,-15.84%,40.80%,527.29%,-50.39%,-30.05%
Net Cash Per Share,10.38,6.62,10.26,1.72,3.92,11.76,8.90,17.22,28.57,13.18,43.72
Filing Date Shares Outstanding,53.71,45.86,32.46,8.17,5.34,5.31,2.98,2.12,1.28,0.22,0.19
Total Common Shares Outstanding,53.7,45.7,31.68,8.16,5.32,5.31,2.98,2.12,1.28,0.22,0.19
Working Capital,501.6,275.14,159.85,8.33,14.42,41.63,16.18,22.79,16.26,2.09,3.21
Book Value Per Share,9.21,5.36,4.97,1.27,3.34,8.58,5.02,14.37,20.91,15.35,17.25
Tangible Book Value,489.46,238.31,148.76,-0.35,5.16,30.97,-1.58,11.94,6.4,3.44,3.22
Tangible Book Value Per Share,9.11,5.21,4.70,-0.04,0.97,5.83,-0.53,5.64,4.99,15.35,17.25
Machinery,-,0.2,0.1,0.1,0.1,0.05,0.05,0.09,0.08,0.08,0.06
Leasehold Improvements,-,0.05,-,-,-,-,-,0.01,0.01,0.01,0.01
