Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Selling, General & Admin",128.55,105.86,13.48,9.84,10.81,8.76,6.93,6.56,6.61,5.9,5.99
Research & Development,52.56,78.57,25.19,15.27,21.45,23.19,16.27,7.18,3.07,2.25,-
Operating Expenses,181.11,184.43,38.67,25.11,32.26,31.95,23.2,13.73,9.68,8.15,5.99
Operating Income,-84.27,-184.43,-38.67,-25.11,-32.26,-31.95,-23.2,-13.73,-9.68,-8.15,-5.99
Interest Expense,-4.36,-0.23,-,-,-,-,-,-,-0.59,-,-
Interest & Investment Income,15.19,12.05,2.58,0.3,0.11,0.01,0.15,0.1,-,-,-
Earnings From Equity Investments,-,-,-,-,-,-,-0.48,-0.16,-,-,-
Other Non Operating Income (Expenses),-,-,-0.18,0.03,0.51,11.64,-6.96,0.52,-0.68,1.59,-0.7
EBT Excluding Unusual Items,-73.44,-172.61,-36.27,-24.78,-31.64,-20.3,-30.49,-13.27,-10.95,-6.56,-6.69
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,1.99,-,-,-
Legal Settlements,-,-,-,-,-,-,-,-,-,-0.18,-
Other Unusual Items,-5.01,-3.24,-2.71,0.71,0.73,-4.34,-0.29,-0.57,-2.49,-,-3.05
Pretax Income,-78.45,-175.85,-38.99,-24.07,-30.91,-24.64,-30.77,-11.84,-13.44,-6.74,-9.74
Income Tax Expense,-,-,-,-,-,-,-,-,-1.65,-,-
Earnings From Continuing Operations,-78.45,-175.85,-38.99,-24.07,-30.91,-24.64,-30.77,-11.84,-11.79,-6.74,-9.74
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-1.49,-3.59,-5.33,-6.17
Net Income,-78.45,-175.85,-38.99,-24.07,-30.91,-24.64,-30.77,-13.34,-15.39,-12.07,-15.91
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,3.65,-
Net Income to Common,-78.45,-175.85,-38.99,-24.07,-30.91,-24.64,-30.77,-13.34,-15.39,-15.72,-15.91
Shares Outstanding (Basic),49,40,16,8,5,4,2,1,1,0,0
Shares Outstanding (Diluted),49,40,16,8,5,4,2,1,1,0,0
Shares Change (YoY),28.16%,143.61%,96.40%,57.90%,27.39%,83.41%,62.77%,133.64%,189.47%,64.52%,642.16%
EPS (Basic),-1.62,-4.38,-2.36,-2.87,-5.81,-5.90,-13.52,-9.54,-25.71,-76.01,-126.58
EPS (Diluted),-1.62,-4.38,-2.36,-2.87,-5.81,-5.90,-13.52,-9.54,-25.71,-76.01,-126.58
Free Cash Flow,-25.92,-69.31,-24.94,-20.79,-27.79,-25.23,-17.4,-11.69,-9.95,-13.51,-10.34
Free Cash Flow Per Share,-0.53,-1.73,-1.51,-2.48,-5.23,-6.04,-7.64,-8.36,-16.63,-65.35,-82.30
EBITDA,-82.26,-182.44,-36.71,-23.15,-30.3,-30,-21.24,-11.77,-8.07,-8.13,-5.98
D&A For EBITDA,2.01,1.99,1.96,1.96,1.96,1.95,1.96,1.96,1.61,0.02,0.01
EBIT,-84.27,-184.43,-38.67,-25.11,-32.26,-31.95,-23.2,-13.73,-9.68,-8.15,-5.99
