Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,626.04,359.49,253.3,222.21,213.15,11.98,6.74,7.85,0.27,-,0.1
Other Revenue,11.13,17.17,27.38,36.96,0.1,0.1,0.1,-,-,0.1,-
Revenue,637.16,376.66,280.68,259.17,213.24,12.08,6.84,7.85,0.27,0.1,0.1
Revenue Growth (YoY),103.62%,34.20%,8.30%,21.54%,1665.11%,76.70%,-12.85%,2809.25%,178.86%,-4.63%,-39.27%
Cost of Revenue,385.18,262.76,254.33,193.7,82.09,6.25,0.5,0.32,0.03,-,0.03
Gross Profit,251.99,113.9,26.35,65.48,131.15,5.83,6.34,7.53,0.24,0.1,0.07
"Selling, General & Admin",298.32,266.92,100.35,67.45,87.43,10.25,14.75,26.36,7.31,4.41,6.76
Research & Development,-,-,-,-,-,-,-,-,-,0.25,1.97
Other Operating Expenses,-554.94,-457.41,-184.73,117.02,43.97,3.6,0.84,3.5,-0.03,-,-0.1
Operating Expenses,69.82,21.56,167.97,292.42,157.73,18.34,15.72,35.13,8.18,4.75,8.63
Operating Income,182.17,92.34,-141.62,-226.95,-26.58,-12.51,-9.38,-27.6,-7.93,-4.66,-8.56
Interest Expense,-17.39,-1.99,-2.85,-1.31,-0.3,-,-0.12,-0.12,-4.81,-0.03,-0.1
Interest & Investment Income,15.63,27.17,11.08,1.76,-,0.09,-,0.07,0.1,0.12,0.08
Other Non Operating Income (Expenses),83.22,79.83,78.2,98.7,21.26,6.34,-8.34,-1.32,-0.18,-,-
EBT Excluding Unusual Items,263.64,197.35,-55.2,-127.79,-5.62,-6.08,-17.84,-28.98,-12.82,-4.57,-8.58
Merger & Restructuring Charges,-2.65,-5.54,-,-0.08,-21.2,-,-,-,-,-,-
Impairment of Goodwill,-,-,-,-335.65,-,-,-,-1.19,-,-,-
Gain (Loss) on Sale of Investments,-84.06,-69.49,-,-9,12.61,-9.41,-,-,-,-,-
Gain (Loss) on Sale of Assets,-15.1,-17.43,-5.34,16.28,-,0.03,1.14,-,-0,1.94,0.01
Asset Writedown,-15.28,-,-,-55.54,-,-,-0.7,-30.58,-5.22,-0.54,-0.19
Other Unusual Items,20.1,2.46,-,-9.53,-0.98,1.36,-3.04,-0.27,-,-,-
Pretax Income,167.12,110.15,-54.57,-521.3,-15.18,-14.11,-20.45,-61.01,-18.04,-3.16,-8.76
Income Tax Expense,3.12,0.74,-5.09,-11.75,0.25,-,-0.14,-0.7,-1.61,-,-
Earnings From Continuing Operations,164,109.4,-49.47,-509.55,-15.44,-14.11,-20.3,-60.31,-16.43,-3.16,-8.76
Earnings From Discontinued Operations,-,-,-,-,-,-,-,0.1,-3.54,-1.12,-
Net Income to Company,164,109.4,-49.47,-509.55,-15.44,-14.11,-20.3,-60.21,-19.97,-4.27,-8.76
Minority Interest in Earnings,-,-,-,-,-,-0.01,0.26,2.21,0.13,-,-
Net Income,164,109.4,-49.47,-509.55,-15.44,-14.11,-20.04,-58.01,-19.85,-4.27,-8.76
Net Income to Common,164,109.4,-49.47,-509.55,-15.44,-14.11,-20.04,-58.01,-19.85,-4.27,-8.76
Shares Outstanding (Basic),333,276,175,139,93,42,20,13,6,4,4
Shares Outstanding (Diluted),414,319,175,139,93,42,20,13,6,4,4
Shares Change (YoY),69.12%,82.22%,25.53%,49.20%,122.63%,114.19%,46.21%,122.66%,48.07%,4.86%,8.32%
EPS (Basic),0.49,0.40,-0.28,-3.65,-0.17,-0.34,-1.02,-4.33,-3.30,-1.05,-2.26
EPS (Diluted),0.40,0.34,-0.28,-3.65,-0.17,-0.34,-1.02,-4.33,-3.30,-1.05,-2.26
Free Cash Flow,-992.25,-937.87,-391.02,-342.81,-508.03,-44.08,-21.82,-39.25,-4.44,-5.52,-6.87
Free Cash Flow Per Share,-2.40,-2.94,-2.23,-2.46,-5.44,-1.05,-1.11,-2.93,-0.74,-1.36,-1.77
Gross Margin,39.55%,30.24%,9.39%,25.26%,61.50%,48.26%,92.66%,95.92%,90.66%,100.00%,69.83%
Operating Margin,28.59%,24.52%,-50.46%,-87.57%,-12.46%,-103.55%,-137.22%,-351.83%,-2941.83%,-4816.09%,-8443.38%
Profit Margin,25.74%,29.04%,-17.63%,-196.61%,-7.24%,-116.83%,-293.10%,-739.43%,-7359.67%,-4418.70%,-8637.67%
Free Cash Flow Margin,-155.73%,-249.00%,-139.31%,-132.27%,-238.24%,-364.88%,-319.18%,-500.28%,-1646.56%,-5708.17%,-6774.69%
EBITDA,508.61,304.4,110.73,-119,-0.25,-8.02,-9.26,-22.33,-6.97,-4.56,-8.31
EBITDA Margin,79.82%,80.81%,39.45%,-45.91%,-0.12%,-66.35%,-135.48%,-284.69%,-,-,-
D&A For EBITDA,326.44,212.05,252.35,107.95,26.32,4.49,0.12,5.27,0.96,0.09,0.25
EBIT,182.17,92.34,-141.62,-226.95,-26.58,-12.51,-9.38,-27.6,-7.93,-4.66,-8.56
EBIT Margin,28.59%,24.52%,-50.46%,-87.57%,-12.46%,-103.55%,-137.22%,-,-,-,-
Effective Tax Rate,1.87%,0.68%,-,-,-,-,-,-,-,-,-
Revenue as Reported,637.16,376.66,280.68,259.17,213.24,12.08,6.84,7.85,0.27,-,-
