Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,147.09,198.49,75.09,223.78,319.61,371.3,399.42,276.09,247.01,274.32,203.59
Cash & Short-Term Investments,147.09,198.49,75.09,223.78,319.61,371.3,399.42,276.09,247.01,274.32,203.59
Cash Growth,-47.32%,164.32%,-66.44%,-29.98%,-13.92%,-7.04%,44.67%,11.77%,-9.96%,34.74%,-29.26%
Accounts Receivable,95.85,96.93,135.48,44.12,41.94,44.19,40.48,41.71,39.1,33.6,30.72
Other Receivables,88.16,83.15,183.78,-,-,-,-,-,-,-,-
Receivables,184.01,180.08,319.26,44.12,41.94,44.19,40.48,41.71,39.1,33.6,30.72
Prepaid Expenses,69.47,74.1,80.59,45.88,39.02,40.85,35.82,32.54,20.01,19.71,17.03
Restricted Cash,79.21,29.43,38.69,52.13,9.02,-,-,-,-,-,-
Total Current Assets,479.77,482.1,513.63,365.91,409.58,456.34,475.73,350.34,306.12,327.62,251.34
"Property, Plant & Equipment","2,031","1,957","1,864",626.03,559.57,530,442.39,375.33,381.28,361.64,360.14
Other Intangible Assets,469.7,471.03,472.82,-,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,2.73,17.62,42.24,45.14
Other Long-Term Assets,167.39,263.46,360.72,18.24,15.41,14.14,14.01,11.46,5.57,6.39,6.2
Total Assets,"3,148","3,173","3,212","1,010",984.56,"1,000",932.12,739.85,710.59,737.89,662.82
Accounts Payable,28.39,39.81,48.36,27.21,11.92,9.78,11.08,8.52,11.59,11.55,12.4
Accrued Expenses,115.22,81.34,50.59,38.71,34.16,46.38,46.99,46.93,43.19,42.82,34.05
Current Portion of Long-Term Debt,13.8,18.26,21.57,20.27,-,-,-,-,-,-,-
Current Portion of Leases,80.12,78.4,132.56,29.19,29.25,26.85,18.26,7.07,7.17,6.63,6.25
Current Income Taxes Payable,-,28.76,41.82,-,-,-,-,-,-,-,-
Current Unearned Revenue,-,6.24,6.55,4.91,4.89,4.65,4.32,4.5,4.76,4.33,4.3
Other Current Liabilities,0.02,0.53,71.89,-,0.79,6.79,9.06,8.28,7.82,2.59,11.9
Total Current Liabilities,237.55,253.34,373.32,120.28,81.01,94.44,89.69,75.31,74.53,67.91,68.9
Long-Term Debt,"1,712","1,443",962.72,976.16,891.42,869.65,782.46,631.46,560.68,559.86,445.44
Long-Term Leases,855.61,819.17,750.02,381.63,340.62,314.76,248.33,156.71,150.33,135.34,129.76
Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,2.87,-,-
Long-Term Deferred Tax Liabilities,351.54,398.27,471.5,47.65,-,-,-,-,-,-,-
Other Long-Term Liabilities,30.28,36.09,44.51,3.09,44.61,14.79,15.33,25.38,24.73,28.04,30.98
Total Liabilities,"3,187","2,950","2,602","1,529","1,358","1,294","1,136",888.85,813.13,791.15,675.09
Common Stock,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Additional Paid-In Capital,637.71,629.83,606.76,575.06,547.73,515.87,493.18,471.33,456.7,442.8,434.16
Retained Earnings,-675.5,-376.35,17.14,"-1,075",-909.88,-807.77,-684.58,-609.45,-554.69,-478.91,-431.78
Comprehensive Income & Other,-1.43,-30.69,-14.39,-19.16,-11,-1.31,-12.33,-10.93,-4.6,-17.19,-14.69
Shareholders' Equity,-39.17,222.85,609.56,-518.63,-373.1,-293.17,-203.68,-149,-102.54,-53.25,-12.27
Total Liabilities & Equity,"3,148","3,173","3,212","1,010",984.56,"1,000",932.12,739.85,710.59,737.89,662.82
Total Debt,"2,662","2,359","1,867","1,407","1,261","1,211","1,049",795.24,718.18,701.82,581.45
Net Cash (Debt),"-2,515","-2,161","-1,792","-1,183",-941.67,-839.96,-649.62,-519.15,-471.17,-427.5,-377.86
Net Cash Per Share,-52.49,-45.37,-37.46,-25.07,-20.05,-18.00,-14.10,-11.34,-10.43,-9.53,-8.37
Filing Date Shares Outstanding,47.46,47.84,46.16,47.14,46.67,44.7,44.35,44.04,44.85,44.58,44.34
Total Common Shares Outstanding,47.46,47.55,47.35,46.85,46.42,45.87,45.56,45.15,44.85,44.57,44.33
Working Capital,242.22,228.77,140.3,245.63,328.57,361.89,386.03,275.03,231.59,259.71,182.44
Book Value Per Share,-0.83,4.69,12.87,-11.07,-8.04,-6.39,-4.47,-3.30,-2.29,-1.19,-0.28
Tangible Book Value,-508.87,-248.18,136.74,-518.63,-373.1,-293.17,-203.68,-149,-102.54,-53.25,-12.27
Tangible Book Value Per Share,-10.72,-5.22,2.89,-11.07,-8.04,-6.39,-4.47,-3.30,-2.29,-1.19,-0.28
Land,-,135.87,135.88,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1
Buildings,-,470.71,444.19,6.14,1.27,1.38,1.25,1.28,1.33,1.17,1.21
Machinery,-,"1,115","1,011",695.55,671.63,630.88,585.11,555.47,524.92,490.52,458.41
Leasehold Improvements,-,-,-,263.86,250.62,241.38,227.39,214.5,200.18,182.73,169.25
