Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,514.83,575.32,561.64,565.19,401.66,526.74,432.37,383.89,387.18,373.63,304.76
Investment Securities,"2,360","2,442","2,114","1,875","5,301","2,592","1,239","1,164","1,210","1,076",846.56
Trading Asset Securities,68.16,73.84,90.71,109.5,75.87,150.18,54.45,16.98,14.16,20.32,23.25
Mortgage-Backed Securities,"6,565","6,182","6,202","6,948","7,164","6,178","5,196","4,617","4,771","4,019","4,182"
Total Investments,"8,993","8,698","8,408","8,932","12,541","8,920","6,489","5,798","5,995","5,115","5,052"
Gross Loans,"23,597","23,299","23,922","23,114","21,134","21,790","21,213","20,026","19,004","16,752","15,703"
Allowance for Loan Losses,-313.64,-318.88,-307.91,-307.79,-342.07,-450.18,-191.25,-194.51,-217.31,-229.42,-181.18
Net Loans,"23,283","22,981","23,614","22,806","20,792","21,340","21,022","19,832","18,787","16,523","15,522"
"Property, Plant & Equipment",364,378.59,407.44,425.49,452.55,491.21,490.23,353.67,333.66,361.61,377.02
Goodwill,925.4,855.45,855.45,855.45,855.45,855.45,855.45,790.97,745.52,621.19,621.19
Other Intangible Assets,69.69,35.22,44.64,56.19,70.23,86.89,106.81,96.15,90.64,87.76,107.54
Loans Held for Sale,33.16,21.53,26.12,26.39,93.07,136.06,55.86,28.15,39.87,34.06,20.43
Accrued Interest Receivable,142.03,143.24,157.18,131.85,96.94,104.27,92.04,86.68,82.19,65.89,54.07
Other Receivables,-,19.21,57.76,35.04,128.09,101.3,31.19,-,-,16.22,29.87
Other Current Assets,58.92,110.02,141.41,72.48,105,131.75,75.29,62.05,55.22,18.04,17.56
Long-Term Deferred Tax Assets,74.6,146.57,153.38,211.42,-,-,-,22.97,53.98,104.44,75.83
Other Real Estate Owned & Foreclosed,11.14,27.8,3.63,2.02,7.53,11.65,30.41,26.27,27.54,18.94,27.13
Other Long-Term Assets,"1,296","1,078","1,009",998.31,934.44,828.85,830.01,755.07,738.74,636.11,624.36
Total Assets,"35,766","35,082","35,579","35,184","36,531","33,639","30,601","28,236","27,336","23,975","22,834"
Interest Bearing Deposits,"16,866","17,166","18,660","15,425","16,073","15,498","15,028","14,651","13,946","11,766","11,073"
Institutional Deposits,"1,489","1,730",-,-,-,-,-,-,-,-,-
Non-Interest Bearing Deposits,"10,305","10,597","11,031","13,645","14,393","12,200","8,776","8,499","8,307","7,658","7,276"
Total Deposits,"28,660","29,493","29,690","29,070","30,466","27,698","23,804","23,150","22,253","19,424","18,349"
Short-Term Borrowings,"1,998",799.64,"1,362","2,075","1,700","1,723","2,736","1,611","1,718","1,253","1,448"
Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,95.51,-
Current Portion of Leases,-,17.7,-,-,-,-,-,-,-,-,-
Accrued Interest Payable,17.25,20.15,45,9.94,3.1,4.32,10.2,12.27,8.68,9.57,6.61
Long-Term Debt,210.66,210.54,236.32,242.08,244.22,378.32,233.46,224.99,305.51,340.77,490.15
Long-Term Leases,122.8,100.11,125.62,116.42,122.08,130.63,127.7,-,-,-,-
Long-Term Deferred Tax Liabilities,-,-,-,-,19.43,49.41,37.72,-,-,-,-
Other Long-Term Liabilities,283.37,313.15,315.95,327.02,306.01,216.26,184.45,155.77,165.46,132.58,127.18
Total Liabilities,"31,292","30,954","31,775","31,841","32,861","30,200","27,133","25,155","24,451","21,256","20,420"
Common Stock,309.51,309.51,309.51,309.51,309.51,309.51,309.51,292.72,292.72,291.36,291.35
Additional Paid-In Capital,"1,634","1,720","1,740","1,717","1,756","1,758","1,737","1,726","1,718","1,698","1,424"
Retained Earnings,"2,948","2,705","2,376","2,088","1,659","1,292","1,476","1,244","1,009",850.69,777.94
Comprehensive Income & Other,-416.46,-606.09,-621.13,-772.18,-53.94,80.07,-54.72,-180.71,-134.4,-120.53,-80.6
Shareholders' Equity,"4,474","4,128","3,804","3,343","3,670","3,439","3,468","3,081","2,885","2,720","2,413"
Total Liabilities & Equity,"35,766","35,082","35,579","35,184","36,531","33,639","30,601","28,236","27,336","23,975","22,834"
Total Debt,"2,332","1,128","1,724","2,434","2,066","2,232","3,097","1,836","2,024","1,689","1,938"
Net Cash (Debt),-837.51,460.47,-444.91,"-1,436","2,241",-221.45,"-2,500","-1,325","-1,530","-1,218","-1,045"
Net Cash Per Share,-9.72,5.31,-5.15,-16.62,25.75,-2.56,-28.87,-15.49,-18.01,-15.62,-13.35
Filing Date Shares Outstanding,83.61,86.13,86.35,85.98,86.77,86.75,87.24,85.69,85.25,84.26,77.5
Total Common Shares Outstanding,84.71,86.12,86.35,85.94,86.75,86.73,87.52,85.64,85.2,84.24,77.5
Book Value Per Share,52.82,47.93,44.05,38.89,42.31,39.65,39.62,35.98,33.86,32.29,31.14
Tangible Book Value,"3,479","3,237","2,904","2,431","2,745","2,497","2,505","2,194","2,049","2,011","1,684"
Tangible Book Value Per Share,41.07,37.58,33.63,28.29,31.64,28.79,28.63,25.62,24.05,23.87,21.74
