Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest and Dividend Income,53.31,56.22,45.42,21.01,21.98,12.33,18.32,14.4,14.56,8.9,24.74
Total Interest Expense,116.54,91.08,77.23,57.93,69.33,76.61,60.25,42.49,76.96,57.62,79.03
Net Interest Income,-63.24,-34.85,-31.81,-36.93,-47.35,-64.28,-41.93,-28.09,-62.4,-48.72,-54.29
Brokerage Commission,"2,099","1,649","1,465","1,281","1,542","1,568","1,646","1,512","1,334","1,136","1,930"
Trading & Principal Transactions,421.02,389.43,368.1,365.51,327.76,351.63,321.92,313.05,317.86,325.48,313.14
Asset Management Fee,-,-,-,-,-,-,-,-,-,-,187.12
Other Revenue,184.26,168.35,147.36,127.49,123.73,125.13,118.55,98.83,84.16,83.69,328.83
Revenue,"2,641","2,172","1,948","1,737","1,946","1,980","2,044","1,895","1,674","1,497","2,705"
Revenue Growth (YoY),24.59%,11.48%,12.13%,-10.72%,-1.72%,-3.14%,7.86%,13.22%,11.85%,-44.66%,54.41%
Salaries & Employee Benefits,"1,803","1,493","1,348","1,104","1,359","1,316","1,298","1,205","1,184","1,013","2,019"
Cost of Services Provided,575.89,527.9,490.24,461.42,489.39,500.78,559.94,503.6,442.95,411.05,545.54
Other Operating Expenses,87.73,61.59,66.88,87.33,81.39,90.55,118.97,70.27,67.65,44.34,194.83
Total Operating Expenses,"2,466","2,082","1,905","1,653","1,930","1,907","1,977","1,779","1,694","1,469","2,760"
Operating Income,174.42,89.36,43.07,84.39,16.35,72.72,67.78,116.59,-20.32,28.12,-55.15
Currency Exchange Gains,-0.5,-4.1,1.6,-0.1,0.5,1.5,0.3,-1.6,-2.5,4.2,0.5
Other Non-Operating Income (Expenses),3.1,7.96,13.02,11.62,24.01,10.21,11.24,41.13,1.87,14.92,24.49
EBT Excluding Unusual Items,185.59,101.64,66.85,106.82,47.56,89.46,83.43,163.5,-16.32,50.78,-27.56
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-7.1
Asset Writedown,-1.92,-0.7,-3.1,-6.1,-11.1,-9,-4.5,-1.1,-4.1,-4.38,-19.13
Gain (Loss) on Sale of Investments,2.58,38.58,4.41,-1.21,-0.02,-3.97,24.9,9.52,24,7.04,439.65
Other Unusual Items,-9.09,-5.15,-10.44,-1.03,-172.89,-4.66,-5.62,-,-,67.02,52.92
Pretax Income,215.92,173.14,57.71,97.45,176.5,72.22,116.63,171.92,4.14,120.46,438.78
Income Tax Expense,56.92,49.92,18.93,38.58,23.01,21.3,49.81,63.77,92.77,56.34,120.62
Earnings From Continuing Ops.,159.01,123.23,38.78,58.87,153.49,50.92,66.82,108.15,-88.64,64.12,318.16
Earnings From Discontinued Ops.,-,-,-,-,-,-,-,125.34,176.28,190.91,-
Net Income to Company,159.01,123.23,38.78,58.87,153.49,50.92,66.82,233.49,87.64,255.03,318.16
Minority Interest in Earnings,6.79,3.76,-2.51,-10.16,-29.48,-5.86,-22.92,-31.29,-36.17,-70.01,-158.2
Net Income,165.79,126.99,36.27,48.71,124.01,45.06,43.9,202.2,51.48,185.02,159.96
Preferred Dividends & Other Adjustments,6.75,5.77,2.2,-,-,-,-,-,-,-,-
Net Income to Common,159.05,121.22,34.07,48.71,124.01,45.06,43.9,202.2,51.48,185.02,159.96
Net Income Growth,36.20%,250.17%,-25.55%,-60.72%,175.19%,2.65%,-78.29%,292.80%,-72.18%,15.67%,-
Shares Outstanding (Basic),477,473,426,372,379,362,344,322,287,277,243
Shares Outstanding (Diluted),482,479,490,499,540,547,472,324,287,277,286
Shares Change (YoY),0.73%,-2.21%,-1.89%,-7.52%,-1.25%,15.81%,45.81%,12.69%,3.72%,-3.23%,29.73%
EPS (Basic),0.33,0.26,0.08,0.13,0.33,0.12,0.13,0.63,0.18,0.67,0.66
EPS (Diluted),0.33,0.25,0.07,0.13,0.32,0.12,0.12,0.62,0.18,0.67,0.62
EPS Growth,36.46%,265.36%,-45.50%,-60.55%,171.96%,-4.98%,-80.03%,248.57%,-73.18%,7.43%,-
Free Cash Flow,443.32,285.73,390.28,213.77,407.07,271.78,194.44,-840.1,"1,264",-690.67,646.93
Free Cash Flow Per Share,0.92,0.60,0.80,0.43,0.75,0.50,0.41,-2.59,4.40,-2.49,2.26
Dividend Per Share,0.080,0.080,0.040,0.040,0.040,0.170,0.560,0.680,0.720,0.640,0.560
Dividend Growth,14.29%,100.00%,-,-,-76.47%,-69.64%,-17.65%,-5.56%,12.50%,14.29%,16.67%
Operating Margin,6.60%,4.11%,2.21%,4.86%,0.84%,3.67%,3.31%,6.15%,-1.21%,1.88%,-2.04%
Profit Margin,6.02%,5.58%,1.75%,2.80%,6.37%,2.28%,2.15%,10.67%,3.08%,12.36%,5.91%
Free Cash Flow Margin,16.79%,13.16%,20.03%,12.30%,20.92%,13.73%,9.51%,-44.32%,75.48%,-46.15%,23.92%
Effective Tax Rate,26.36%,28.83%,32.81%,39.59%,13.04%,29.50%,42.71%,37.09%,2243.04%,46.77%,27.49%
Revenue as Reported,"2,757","2,263","2,025","1,795","2,015","2,057","2,105","1,938","1,751","1,554","2,784"
