Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,774.94,711.58,655.64,484.99,553.6,596.29,415.38,336.54,513.31,535.61,462.13
Short-Term Investments,174.04,207.89,63.05,56.34,54.45,315.69,278.26,138.65,143.12,147.84,35.56
Accounts Receivable,"2,435",697.03,658.55,849.6,"1,083","1,055","1,354","1,466","1,142",910.25,"1,164"
Other Receivables,479.72,396.28,388.77,362.53,324.96,435.59,333.55,238.41,142.05,285.52,171.99
"Property, Plant & Equipment",354.32,304.47,302.47,313.26,326.36,381.99,373.91,157.17,124.53,167.24,147.51
Goodwill,649.08,540.29,506.34,486.59,486.92,556.21,553.75,504.65,468.05,863.88,811.77
Other Intangible Assets,435.54,240.91,211.29,192.78,207.75,287.16,303.22,298.78,286.1,592.98,233.97
Investments in Debt & Equity Securities,140.23,136.03,85.75,83.83,82.29,82.46,84.35,72.91,15.75,167.42,535.1
Other Current Assets,-,32.49,30.4,34.66,32.56,51.57,54.34,57.13,"2,466",48.4,169.8
Long-Term Deferred Tax Assets,-,273.3,215.54,152.39,135.37,125.29,96.05,88.72,56.15,186.97,190.46
Other Long-Term Assets,382.21,51.71,58.15,58,54.8,66.05,80.11,74.11,72.61,409.47,60.67
Total Assets,"5,825","3,592","3,176","3,075","3,342","3,953","3,927","3,433","5,430","5,048","3,983"
Accounts Payable,"2,321",225.38,202.27,404.68,656.28,179.72,416.57,769.83,604.53,384.82,714.82
Accrued Expenses,307.26,404.68,388.75,376.75,418.32,"1,112","1,106",661.54,621.73,773.15,608.78
Short-Term Debt,-,-,-,1.92,3.58,3.85,18.86,21.29,150.77,257.97,117.89
Current Portion of Long-Term Debt,299.85,299.29,299.2,449.24,-,255.57,-,1.8,242.47,-,157.33
Current Portion of Leases,8.34,31.24,-,-,-,-,-,-,-,-,-
Other Current Liabilities,-,-,-,-,-,-,-,-,"1,998",-,55.45
Long-Term Debt,"1,537","1,038",884.31,599.97,"1,053","1,060","1,143",761.75,332.56,"1,656",683.55
Long-Term Leases,185.31,107.83,154.36,162.14,169.21,190.21,187.4,-,-,-,-
Long-Term Deferred Tax Liabilities,-,12.7,25.17,21.26,18.14,24.32,18.07,11.18,10.91,2.71,37
Other Long-Term Liabilities,24.72,42.2,30.2,19.71,63.8,39.68,76.5,86.05,95.87,82.51,133.69
Total Liabilities,"4,683","2,513","2,278","2,326","2,660","3,121","3,178","2,545","4,244","3,361","2,694"
Common Stock,5.5,5.34,5.13,5.18,4.82,4.19,4.04,3.88,3.41,3.27,2.91
Additional Paid-In Capital,"2,460","2,311","2,105","2,559","2,451","2,375","2,272","2,208","1,763","1,663","1,109"
Retained Earnings,-915.11,"-1,026","-1,119","-1,138","-1,172","-1,281","-1,253","-1,105",-859.01,-212.86,-290.21
Comprehensive Income & Other,-39.83,-59.85,-38.58,-45.43,-40.55,-28.93,-33.1,-24.47,29.99,19.27,25.04
Total Common Equity,965.32,898.51,885.08,669.65,619.75,754.24,674.65,768.37,633.89,"1,184",634.41
Minority Interest,176.4,180.73,13.07,79.08,62.32,77.74,73.96,119.51,552.27,502.56,654.67
Shareholders' Equity,"1,142","1,079",898.16,748.73,682.08,831.97,748.61,887.88,"1,186","1,686","1,289"
Total Liabilities & Equity,"5,825","3,592","3,176","3,075","3,342","3,953","3,927","3,433","5,430","5,048","3,983"
Total Debt,"2,031","1,477","1,338","1,213","1,226","1,510","1,349",784.84,725.8,"1,914",958.77
Net Cash (Debt),"-1,082",-557.14,-619.18,-671.95,-617.58,-598.01,-655.31,-309.65,-69.37,"-1,230",-461.07
Net Cash Per Share,-2.24,-1.16,-1.26,-1.35,-1.14,-1.09,-1.39,-0.96,-0.24,-4.44,-1.61
Filing Date Shares Outstanding,468.75,482.88,493.85,373.83,366.98,369.6,354.87,337.72,306.24,282.49,272.7
Total Common Shares Outstanding,475.39,483.75,499.55,371.74,362.91,368.9,353.8,337.36,291.82,279.72,253.91
Working Capital,927.61,733.52,612.67,264.96,692.58,647.39,681.88,550.53,602.3,"1,379",163.86
Book Value Per Share,2.03,1.86,1.77,1.80,1.71,2.04,1.91,2.28,2.17,4.23,2.50
Tangible Book Value,-119.3,117.31,167.45,-9.72,-74.91,-89.13,-182.32,-35.05,-120.26,66.52,-411.33
Tangible Book Value Per Share,-0.25,0.24,0.34,-0.03,-0.21,-0.24,-0.52,-0.10,-0.41,0.24,-1.62
