Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,363","2,283","1,982","2,122","1,866","1,202","1,787","1,678","1,567","1,400","1,405"
Revenue Growth (YoY),6.41%,15.21%,-6.62%,13.71%,55.28%,-32.75%,6.52%,7.06%,11.97%,-0.40%,5.27%
Cost of Revenue,"1,398","1,346","1,149","1,248","1,099",737.27,"1,101","1,038",968.36,877.57,904.75
Gross Profit,965.11,936.93,832.41,873.84,767.5,464.54,686.02,640.16,598.73,521.98,500.49
"Selling, General & Admin",781.83,663.89,590.39,565.81,512.64,397.62,474.26,445.03,413.14,345.15,322.98
Amortization of Goodwill & Intangibles,5.4,4.41,2.08,9,2.68,4.01,6.26,5.72,5.25,5.52,6.15
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-11.79,-16.57
Operating Expenses,802.83,683.9,605.89,586.39,527.85,414.98,496.45,466.78,433.54,353.23,325.8
Operating Income,162.29,253.03,226.53,287.45,239.65,49.56,189.57,173.38,165.19,168.75,174.69
Interest & Investment Income,1.23,5.54,7.39,0.68,-,1.62,4.41,3.96,2.54,2.49,2.19
Other Non Operating Income (Expenses),9.25,-,-,-,-1.53,-,-,-,-,-,-1.44
EBT Excluding Unusual Items,164.86,258.57,233.92,288.13,238.12,51.18,193.98,177.34,167.72,171.24,175.44
Merger & Restructuring Charges,-58.46,-,-2.44,-,-,-,-,-,-3.64,-,-
Impairment of Goodwill,-,-,-,-,-,-,-,-,10.22,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,0.01,-0.66,0.07
Gain (Loss) on Sale of Assets,-,-3.2,-0.54,-,8,-,-,-,-,-,-
Asset Writedown,5.15,-10.34,-6.52,-,-4.05,-81.17,-5.93,-,-1,-,-3.05
Legal Settlements,-10.11,-3.38,-,-,-,-,-,-,-6.71,-,-
Other Unusual Items,-7.52,-11.18,-3.8,-5.81,-,-,-6.82,-,5.74,0.43,-
Pretax Income,93.91,230.48,220.61,282.32,242.07,-29.99,181.23,177.34,172.33,171,172.47
Income Tax Expense,31.74,54.58,46.64,65.1,49.61,-11.7,39.5,46.84,53.19,49.73,58.81
Earnings From Continuing Operations,62.17,175.9,173.98,217.22,192.46,-18.28,141.72,130.5,119.14,121.27,113.66
Minority Interest in Earnings,-5.89,-6.51,-2.42,-1.16,-1.78,-0.12,-0.41,-1.36,-1.19,-0.36,-0.72
Net Income,56.28,169.39,171.55,216.06,190.68,-18.4,141.31,129.14,117.95,120.91,112.94
Net Income to Common,56.28,169.39,171.55,216.06,190.68,-18.4,141.31,129.14,117.95,120.91,112.94
Net Income Growth,-66.99%,-1.26%,-20.60%,13.31%,-,-,9.43%,9.49%,-2.45%,7.06%,0.95%
Shares Outstanding (Basic),71,71,73,76,78,79,80,82,83,86,88
Shares Outstanding (Diluted),71,72,75,78,82,79,84,86,87,89,92
Shares Change (YoY),-1.86%,-3.49%,-4.49%,-4.36%,3.81%,-5.99%,-2.85%,-0.75%,-2.90%,-2.59%,-3.98%
EPS (Basic),0.80,2.38,2.34,2.84,2.43,-0.23,1.78,1.58,1.43,1.41,1.28
EPS (Diluted),0.78,2.35,2.30,2.77,2.34,-0.23,1.69,1.50,1.36,1.35,1.23
EPS Growth,-66.87%,2.17%,-16.97%,18.38%,-,-,12.67%,10.29%,0.74%,9.46%,5.11%
Free Cash Flow,133.32,172.19,209.77,251.53,152.86,37.64,215.47,141.93,143.16,137.71,116.5
Free Cash Flow Per Share,1.87,2.39,2.81,3.22,1.87,0.48,2.58,1.65,1.65,1.54,1.27
Dividend Per Share,0.840,0.840,0.840,0.840,0.600,0.150,0.570,0.530,-,-,-
Dividend Growth,-,-,-,40.00%,300.00%,-73.68%,7.55%,-,-,-,-
Gross Margin,40.85%,41.04%,42.01%,41.18%,41.13%,38.65%,38.39%,38.16%,38.21%,37.30%,35.62%
Operating Margin,6.87%,11.08%,11.43%,13.55%,12.84%,4.12%,10.61%,10.33%,10.54%,12.06%,12.43%
Profit Margin,2.38%,7.42%,8.66%,10.18%,10.22%,-1.53%,7.91%,7.70%,7.53%,8.64%,8.04%
Free Cash Flow Margin,5.64%,7.54%,10.59%,11.85%,8.19%,3.13%,12.06%,8.46%,9.13%,9.84%,8.29%
EBITDA,189.5,269.87,238.27,304.52,251.72,63.92,208.12,192.11,186.57,188.62,194.08
EBITDA Margin,8.02%,11.82%,12.02%,14.35%,13.49%,5.32%,11.64%,11.45%,11.91%,13.48%,13.81%
D&A For EBITDA,27.21,16.84,11.74,17.07,12.07,14.35,18.55,18.73,21.39,19.87,19.38
EBIT,162.29,253.03,226.53,287.45,239.65,49.56,189.57,173.38,165.19,168.75,174.69
EBIT Margin,6.87%,11.08%,11.43%,13.55%,12.84%,4.12%,10.61%,10.33%,10.54%,12.06%,12.43%
Effective Tax Rate,33.80%,23.68%,21.14%,23.06%,20.49%,-,21.80%,26.41%,30.86%,29.08%,34.10%
Revenue as Reported,"2,363","2,283","1,982","2,122","1,866","1,202","1,787","1,678","1,567",-,-
Advertising Expenses,-,101.95,89.44,85.92,65.08,33.07,30.17,21.92,19.63,16.02,14.89
