Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,108.72,189.92,204.64,274.71,219.5,247.86,264.1,200.03,181.21,126.12,72.41
Short-Term Investments,0.14,13.48,15.17,15.09,44.04,39.3,40.52,66.97,64.03,39.5,32.42
Cash & Short-Term Investments,108.86,203.41,219.81,289.8,263.54,287.17,304.62,267,245.24,165.61,104.84
Cash Growth,-27.66%,-7.46%,-24.15%,9.96%,-8.23%,-5.73%,14.09%,8.87%,48.08%,57.97%,-6.93%
Accounts Receivable,424.48,394.31,360.97,286.17,391.53,277.72,254.64,266.45,240.91,200.96,198.38
Other Receivables,26.58,4.89,16.05,15.85,13.54,14.53,0.66,-,-,-,-
Receivables,451.07,399.2,377.02,302.02,405.07,292.24,255.3,266.45,240.91,200.96,198.38
Inventory,476.03,257.63,228.99,228.75,255.21,101.42,136.9,137.25,110.32,119.82,102.08
Prepaid Expenses,56.41,32.29,28.3,22.07,20.35,17.42,22.07,32.43,49.04,42.28,39.28
Other Current Assets,0.35,2.18,0.71,0.92,0.49,-,-,-,-,-,-
Total Current Assets,"1,093",894.7,854.83,843.56,944.66,698.24,718.88,703.13,645.52,528.67,458.98
"Property, Plant & Equipment",332.96,197.08,169.98,130.93,121.24,144.65,221.2,64.81,71.5,72.38,72.01
Long-Term Investments,-,-,-,-,-,-,-,-,29.52,70.56,88.47
Goodwill,273.84,183.74,180,168.09,168,168.27,171.35,148.11,148.54,135.71,137.1
Other Intangible Assets,277.27,113.43,126.27,101.19,112.09,115.19,162.71,143.31,151.3,144.39,149.76
Long-Term Deferred Tax Assets,1.39,0.61,0.61,1.76,4.58,5.42,-,9.32,6.37,1.81,-
Other Long-Term Assets,21.36,22.21,16.25,12.07,4.18,4.82,2.95,1.97,2.12,4.71,5.09
Total Assets,"2,000","1,412","1,348","1,258","1,356","1,138","1,279","1,073","1,057",960.88,914.39
Accounts Payable,254.35,206.89,161.14,130.54,136.77,73.9,61.71,79.8,66.96,80.58,79.79
Accrued Expenses,239.27,156.7,164.92,149.07,257.99,121.47,180.94,141.89,130.31,94.6,78.25
Current Portion of Leases,55.96,43.17,40.34,29.5,30.76,34.26,38.62,-,-,-,-
Current Income Taxes Payable,16.35,6.15,6,9.4,4.52,5.8,-,-,1.57,-,-
Other Current Liabilities,6.28,0.82,5.23,2.39,5.16,0.49,-,3,7.78,7.95,16.76
Total Current Liabilities,572.2,413.72,377.62,320.91,435.19,235.92,281.27,224.69,206.61,183.13,174.8
Long-Term Leases,190.46,109.82,98.54,79.13,80.07,98.59,133.17,-,-,-,-
Long-Term Deferred Tax Liabilities,39.87,4.63,8.61,3.92,3.38,2.56,5.88,4.04,3.6,19.47,39.41
Other Long-Term Liabilities,17.04,7.61,15.15,10.17,16.36,10.32,17.1,29.16,38.02,17.21,21.51
Total Liabilities,"1,113",535.77,499.91,414.13,535,347.39,437.42,257.89,248.23,219.8,235.72
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Additional Paid-In Capital,636.56,614.38,586.16,520.44,496,478.46,454.22,424.84,390.72,353.44,325.55
Retained Earnings,"1,764","1,788","1,680","1,571","1,421","1,280","1,310","1,218","1,136","1,018",896.84
Treasury Stock,"-1,515","-1,506","-1,407","-1,224","-1,075",-952.27,-905.69,-803.92,-698,-598.58,-512.58
Comprehensive Income & Other,-34.76,-48.29,-29.05,-35.71,-29.54,-29.16,-30.44,-32.63,-25.61,-31.75,-31.41
Total Common Equity,850.84,847.72,829.6,831.55,812.1,776.59,828.5,805.81,802.82,740.87,678.4
Minority Interest,35.29,28.28,18.43,12.31,8.44,13.78,12.72,8.87,6.11,0.21,0.26
Shareholders' Equity,886.14,876,848.03,843.86,820.54,790.37,841.22,814.68,808.93,741.07,678.66
Total Liabilities & Equity,"2,000","1,412","1,348","1,258","1,356","1,138","1,279","1,073","1,057",960.88,914.39
Total Debt,540.24,152.99,138.88,108.63,110.83,132.85,171.8,-,-,-,-
Net Cash (Debt),-431.38,50.42,80.94,181.17,152.71,154.32,132.83,267,274.76,236.17,193.3
Net Cash Growth,-,-37.70%,-55.33%,18.64%,-1.04%,16.18%,-50.25%,-2.83%,16.34%,22.18%,-4.82%
Net Cash Per Share,-6.06,0.70,1.09,2.32,1.87,1.96,1.59,3.10,3.17,2.64,2.11
Filing Date Shares Outstanding,72.66,72.38,74,76.88,80.18,82.72,83.8,85.91,88.17,89.82,92.7
Total Common Shares Outstanding,72.66,72.16,73.68,76.8,80.56,82.62,83.52,85.72,88.05,90.62,92.54
Working Capital,520.51,480.97,477.21,522.65,509.47,462.33,437.61,478.44,438.91,345.54,284.18
Book Value Per Share,11.71,11.75,11.26,10.83,10.08,9.40,9.92,9.40,9.12,8.18,7.33
Tangible Book Value,299.74,550.55,523.33,562.28,532.01,493.13,494.44,514.39,502.98,460.77,391.55
Tangible Book Value Per Share,4.13,7.63,7.10,7.32,6.60,5.97,5.92,6.00,5.71,5.08,4.23
Land,-,1.32,0.93,0.89,0.97,0.88,0.95,0.77,0.77,0.77,0.77
Machinery,-,121.88,111.1,95.13,92.37,89.14,79.34,74.23,74.21,77.85,67.19
Construction In Progress,-,3.78,1.98,8.66,0.67,0.74,9.04,-,-,-,-
Leasehold Improvements,-,94.82,90.7,85.97,85.14,88.01,86.63,84.51,81.55,79.17,76.84
Order Backlog,-,609.45,533.61,-,-,-,-,-,-,-,-
