Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,35.5,19.47,296.22,187.39,106.59,25.31,0.25,2.19,4.72,1.54,0.12
Cash & Short-Term Investments,35.5,19.47,296.22,187.39,106.59,25.31,0.25,2.19,4.72,1.54,0.12
Cash Growth,146.44%,-93.43%,58.07%,75.81%,321.16%,10104.84%,-88.70%,-53.52%,206.69%,1141.13%,-97.16%
Accounts Receivable,365.34,322.99,311.74,290.31,276.76,216.9,196.12,181.61,170.28,135.08,124.22
Other Receivables,48.8,44.11,1.01,23.44,-,0.1,8.29,1.83,3.66,6.99,15.75
Receivables,414.14,367.1,312.75,313.74,276.76,217,204.41,183.44,173.94,142.07,139.97
Prepaid Expenses,34.83,35.5,32.65,22.53,20.33,19.51,18.54,20.62,17.54,17.37,14.2
Other Current Assets,12.53,13.7,7.08,7.23,12.58,9.89,9.18,7.12,7.05,5.5,4.7
Total Current Assets,496.99,435.77,648.69,530.89,416.26,271.7,232.38,213.37,203.25,166.48,158.99
"Property, Plant & Equipment","2,953","2,684","1,882","1,603","1,388","1,250","1,156",893.06,735.78,604.12,539.18
Goodwill,-,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.03
Other Intangible Assets,15.8,4.34,5.19,6.04,7.05,8.22,9.38,10.56,11.92,13.29,14.96
Other Long-Term Assets,35.51,30.88,35.53,22.6,21.6,7.02,5.34,4.65,4.26,4.37,4.04
Total Assets,"3,501","3,167","2,584","2,175","1,845","1,549","1,416","1,134",967.32,800.37,729.19
Accounts Payable,112.53,114.56,141.88,99.79,114.01,89.38,83.62,78.99,57.44,45.15,54.75
Accrued Expenses,117.76,93.08,117.16,112.17,127.83,105.01,86.56,89.1,75.6,64.75,54.74
Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,14.08,7.14,12.43
Current Portion of Leases,28.2,32.69,35.93,39.44,40.96,40.8,38.43,18.08,-,9.62,-
Other Current Liabilities,37.42,38.04,27.09,22.68,38.55,40.57,32.64,23.14,19.81,18.29,19.46
Total Current Liabilities,295.9,278.36,322.06,274.09,321.35,275.75,241.25,209.31,166.93,144.94,141.38
Long-Term Debt,218,194,-,-,-,-,45.93,20,118.83,-,56.54
Long-Term Leases,102.18,97.78,102.78,115.07,119.42,145.71,157.34,84.78,-,57.04,-
Long-Term Deferred Tax Liabilities,287.12,219.06,155.84,145.77,124.14,119.82,111.56,86.89,59.42,80.2,67.42
Other Long-Term Liabilities,71.73,66.39,61.4,60.44,60.02,46.21,44.4,36.9,39.64,35.11,35.97
Total Liabilities,974.93,855.59,642.07,595.37,624.92,587.49,600.47,437.88,384.82,317.29,301.3
Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Additional Paid-In Capital,303.27,295.11,285.09,277.37,274.63,267.67,260.87,254.74,246.45,237.85,230.59
Retained Earnings,"2,232","2,024","1,662","1,307",949.78,696.54,558.2,444.48,339.5,248.4,200.37
Comprehensive Income & Other,-8.9,-7.98,-5.68,-5.25,-4.1,-2.94,-3.87,-3.38,-3.49,-3.19,-3.1
Shareholders' Equity,"2,526","2,311","1,941","1,579","1,220",961.29,815.23,695.86,582.49,483.08,427.89
Total Liabilities & Equity,"3,501","3,167","2,584","2,175","1,845","1,549","1,416","1,134",967.32,800.37,729.19
Total Debt,348.38,324.46,138.71,154.51,160.38,186.51,241.69,122.86,132.92,73.8,68.97
Net Cash (Debt),-312.88,-304.99,157.51,32.88,-53.79,-161.2,-241.44,-120.67,-128.2,-72.27,-68.85
Net Cash Growth,-,-,379.10%,-,-,-,-,-,-,-,-
Net Cash Per Share,-11.67,-11.38,5.89,1.23,-2.01,-6.06,-9.13,-4.59,-4.91,-2.81,-2.70
Filing Date Shares Outstanding,26.57,26.56,26.52,26.46,26.31,26.24,25.9,25.7,25.38,25.16,24.98
Total Common Shares Outstanding,26.57,26.53,26.48,26.39,26.24,26.14,25.79,25.55,25.38,25.16,24.98
Working Capital,201.09,157.41,326.64,256.8,94.91,-4.06,-8.87,4.06,36.32,21.54,17.61
Book Value Per Share,95.06,87.12,73.32,59.84,46.50,36.77,31.61,27.24,22.95,19.20,17.13
Tangible Book Value,"2,510","2,295","1,924","1,561","1,201",940.97,793.74,673.2,558.47,457.68,400.9
Tangible Book Value Per Share,94.47,86.50,72.67,59.15,45.77,35.99,30.77,26.35,22.00,18.19,16.05
Land,-,350.59,272.63,191.06,159.31,116.19,106.02,100.16,81.49,69.12,57.51
Buildings,-,"1,239",813.15,638.18,521.58,440.02,389.1,321.28,268.72,196.84,181.77
Machinery,-,"2,036","1,648","1,528","1,358","1,110","1,018",893.39,769.34,780.59,680.36
