Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,233","3,209","2,881","2,792","2,289","1,822","1,787","1,654","1,405","1,250","1,221"
Revenue Growth (YoY),1.96%,11.37%,3.20%,21.99%,25.59%,1.99%,8.04%,17.74%,12.34%,2.38%,-4.01%
Cost of Revenue,"2,440","2,355","2,104","2,044","1,695","1,404","1,418","1,322","1,143","1,015","1,002"
Gross Profit,793.69,854.52,777.78,748.17,593.39,418.5,368.79,332.22,262.12,235.74,219.14
Other Operating Expenses,159.87,157.78,137.53,120.43,120.44,106.06,97.47,88.51,80.49,79.65,64.15
Operating Expenses,399.56,367.88,316.37,277.63,262.14,240.71,216.61,190.67,167.59,155.89,129.17
Operating Income,394.14,486.64,461.41,470.54,331.25,177.79,152.18,141.56,94.53,79.85,89.98
Interest Expense,-16.49,-8.93,-2.54,-2.61,-3.21,-5.18,-6.69,-5.42,-5.05,-4.39,-4.11
Interest & Investment Income,0.26,1.05,6.21,0.22,0.01,-,-,-,-,-,-
Other Non Operating Income (Expenses),1.33,1.73,2.06,-0.05,0.83,1.13,0.75,0.07,0.09,0.18,0.1
EBT Excluding Unusual Items,379.23,480.49,467.14,468.1,328.88,173.75,146.25,136.21,89.57,75.64,85.96
Gain (Loss) on Sale of Assets,-4.48,-4.48,-0.91,-0.05,3.89,2.53,0.4,-0.38,0.18,-0.72,-
Pretax Income,374.75,476.01,466.23,468.05,332.77,176.28,146.65,135.83,89.75,74.92,85.96
Income Tax Expense,91.13,113.94,111.37,110.63,79.54,37.94,32.93,30.85,-1.38,26.9,30.95
Net Income,283.62,362.07,354.86,357.42,253.24,138.34,113.72,104.98,91.13,48.02,55.02
Net Income to Common,283.62,362.07,354.86,357.42,253.24,138.34,113.72,104.98,91.13,48.02,55.02
Net Income Growth,-24.41%,2.03%,-0.72%,41.14%,83.05%,21.65%,8.32%,15.20%,89.76%,-12.71%,5.82%
Shares Outstanding (Basic),27,27,27,27,26,26,26,26,26,25,25
Shares Outstanding (Diluted),27,27,27,27,27,27,26,26,26,26,25
Shares Change (YoY),0.06%,0.15%,0.33%,-0.12%,0.43%,0.59%,0.55%,0.79%,1.58%,0.82%,0.03%
EPS (Basic),10.61,13.57,13.32,13.48,9.62,5.29,4.38,4.08,3.57,1.92,2.21
EPS (Diluted),10.58,13.51,13.26,13.40,9.48,5.20,4.30,3.99,3.49,1.87,2.16
EPS Growth,-24.47%,1.88%,-1.04%,41.35%,82.31%,20.93%,7.77%,14.33%,86.63%,-13.43%,5.88%
Free Cash Flow,-13.67,-459.86,138.07,105.6,96.85,78,-14.78,32.76,-28.85,27.06,59.33
Free Cash Flow Per Share,-0.51,-17.16,5.16,3.96,3.63,2.93,-0.56,1.25,-1.11,1.05,2.33
Gross Margin,24.55%,26.63%,26.99%,26.80%,25.93%,22.96%,20.64%,20.09%,18.66%,18.85%,17.94%
Operating Margin,12.19%,15.16%,16.01%,16.85%,14.47%,9.76%,8.52%,8.56%,6.73%,6.39%,7.37%
Profit Margin,8.77%,11.28%,12.31%,12.80%,11.06%,7.59%,6.37%,6.35%,6.49%,3.84%,4.50%
Free Cash Flow Margin,-0.42%,-14.33%,4.79%,3.78%,4.23%,4.28%,-0.83%,1.98%,-2.05%,2.16%,4.86%
EBITDA,633.83,696.74,640.25,627.74,472.95,312.45,271.32,243.71,181.63,156.09,155
EBITDA Margin,19.60%,21.71%,22.22%,22.48%,20.66%,17.14%,15.19%,14.74%,12.93%,12.48%,12.69%
D&A For EBITDA,239.69,210.11,178.85,157.2,141.7,134.66,119.14,102.15,87.1,76.24,65.02
EBIT,394.14,486.64,461.41,470.54,331.25,177.79,152.18,141.56,94.53,79.85,89.98
EBIT Margin,12.19%,15.16%,16.01%,16.85%,14.47%,9.76%,8.52%,8.56%,6.73%,6.39%,7.37%
Effective Tax Rate,24.32%,23.94%,23.89%,23.64%,23.90%,21.52%,22.46%,22.71%,-,35.90%,36.00%
Advertising Expenses,-,5,2.9,7.2,5.7,4.6,6.1,3.9,2.2,1.2,1.7
