Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,8.78,29.03,7.77,0.31,0.52,0.38,0.73,0.16,0.62,0.43,0.74
Trading Asset Securities,-,-,-,-,-,-,-,0.2,0.29,0.07,-
Cash & Short-Term Investments,8.78,29.03,7.77,0.31,0.52,0.38,0.73,0.36,0.92,0.5,0.74
Cash Growth,11.09%,273.71%,2446.88%,-41.12%,37.04%,-48.50%,105.60%,-61.11%,83.23%,-32.30%,181.37%
Accounts Receivable,210.43,227.52,136.01,98.01,108.47,77.83,116.91,101.26,98.34,101.22,78.47
Receivables,210.43,227.52,136.01,98.01,111.29,80.55,116.91,101.26,98.34,101.22,78.47
Inventory,464.32,576.32,500.86,380.44,322.7,253.42,218.63,166.39,132.59,136.34,109.12
Prepaid Expenses,38.76,41.96,36.39,-,-,-,-,-,-,-,-
Other Current Assets,-,-,93,70.13,29.48,20.61,19.07,13.21,16.69,20.4,9.14
Total Current Assets,722.28,874.83,774.03,548.88,463.99,354.96,355.34,281.22,248.54,258.46,197.47
"Property, Plant & Equipment",125.96,138.91,86.76,62.06,69.81,56.88,64.41,49.61,55.15,62.06,64.31
Long-Term Investments,1.59,4.09,2.84,6.62,-,-,-,-,-,-,-
Goodwill,428.71,491.45,351.78,217.26,248.75,238.13,276.45,198.62,198.62,198.62,198.55
Other Intangible Assets,201.85,197.28,114.13,86.56,108.26,103.6,132.18,94.89,110.91,126.93,143.04
Other Long-Term Assets,53.72,28.05,20.8,78.41,27.74,16.67,17.49,14.49,15.8,15.77,13.99
Total Assets,"1,560","1,735","1,350",999.79,918.56,780.08,845.86,638.83,629.01,661.84,617.35
Accounts Payable,112.43,187.59,173.04,128.5,115.06,72.68,68.1,57.41,66.02,94,40.08
Accrued Expenses,54.11,34,21.75,20.18,28.91,24.28,27.29,32.13,29.04,31.47,28.94
Current Portion of Long-Term Debt,8.19,30,22.5,10,14.16,21.98,18.36,9.47,6.96,21.02,17.4
Current Portion of Leases,-,6.89,4.96,3.18,5.99,4.01,3.71,-,1.4,1.3,-
Current Income Taxes Payable,-,0.84,0.12,-,-,-,-,-,-,-,-
Current Unearned Revenue,6.56,4.48,2.79,-,7.15,9.86,3.71,5,9.8,-,-
Other Current Liabilities,2.07,18.05,61.74,62.74,8.69,6.41,43.01,0.87,0.76,0.65,10.27
Total Current Liabilities,183.35,281.84,286.89,224.6,179.96,139.23,164.18,104.88,113.98,148.44,96.69
Long-Term Debt,348.6,400.17,406.84,276.3,270.41,230.71,253.13,151.13,165.61,193.62,215.24
Long-Term Leases,37.61,48.14,24.96,19.15,27.17,22.82,24.44,18.91,20.58,21.96,23.25
Long-Term Deferred Tax Liabilities,-,-,6.99,4.76,9.11,14.9,17.87,18.48,19.42,29.87,31.52
Other Long-Term Liabilities,7.55,16.27,7.94,25.45,14.58,16.11,23.15,17.03,16.32,12.75,21.34
Total Liabilities,577.11,746.43,733.61,550.26,501.23,423.76,482.76,310.43,335.92,406.65,388.05
Common Stock,1.03,1.03,0.79,0.64,0.64,0.55,0.55,0.54,0.54,0.54,0.54
Additional Paid-In Capital,597.21,591.6,229.1,92.62,88.52,31.87,29.41,26.63,24.47,22.88,21.37
Retained Earnings,384.42,392.48,384.7,351.3,328.36,325.1,334.25,301.07,267.9,231.73,207.48
Comprehensive Income & Other,0.68,3.07,2.13,4.97,-0.18,-1.2,-1.11,0.15,0.18,0.05,-0.08
Shareholders' Equity,983.34,988.19,616.73,449.53,417.33,356.32,363.1,328.4,293.1,255.19,229.31
Total Liabilities & Equity,"1,560","1,735","1,350",999.79,918.56,780.08,845.86,638.83,629.01,661.84,617.35
Total Debt,394.39,485.21,459.26,308.64,317.73,279.52,299.64,179.51,194.56,237.9,255.89
Net Cash (Debt),-385.61,-456.18,-451.49,-308.33,-317.21,-279.15,-298.9,-179.16,-193.64,-237.4,-255.15
Net Cash Per Share,-18.70,-25.38,-31.83,-24.04,-25.11,-25.30,-27.06,-16.38,-17.82,-21.92,-23.65
Filing Date Shares Outstanding,20.69,20.6,15.77,12.84,12.74,12.67,10.99,10.9,10.85,10.81,10.77
Total Common Shares Outstanding,20.69,20.59,15.76,12.82,12.73,11.06,10.97,10.89,10.84,10.8,10.75
Working Capital,538.93,592.98,487.14,324.27,284.03,215.73,191.16,176.34,134.56,110.02,100.78
Book Value Per Share,47.54,47.99,39.14,35.07,32.79,32.23,33.10,30.17,27.04,23.63,21.33
Tangible Book Value,352.79,299.45,150.81,145.71,60.32,14.6,-45.52,34.88,-16.44,-70.35,-112.28
Tangible Book Value Per Share,17.05,14.54,9.57,11.37,4.74,1.32,-4.15,3.20,-1.52,-6.51,-10.44
Land,-,1.45,1.62,1.62,4.73,4.73,5.15,4.55,4.46,4.21,4.21
Buildings,-,25.28,24.56,20.87,29.6,29.54,31.46,53.12,53.05,52.97,51.15
Machinery,-,78.68,49.52,44.26,67.46,59.81,65.33,59.48,58.48,58.92,54.89
Construction In Progress,-,16.72,13.68,-,-,-,-,-,-,-,-
Leasehold Improvements,-,10.1,6.15,4.44,7.16,3.14,3.72,0.6,0.55,0.55,2.04
Order Backlog,-,-,-,-,-,183,213,290,324,322,238
