Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,332","1,080",860.49,669.45,481.38,661.66,752.63,697.22,760.11,691.79,533.98
Revenue Growth (YoY),67.77%,25.53%,28.54%,39.07%,-27.25%,-12.09%,7.95%,-8.27%,9.88%,29.55%,25.92%
Cost of Revenue,"1,167",954.18,750.5,596.47,464.88,586.27,668.86,624.96,687.34,617.59,464.58
Gross Profit,164.93,125.95,109.99,72.97,16.5,75.39,83.77,72.26,72.77,74.21,69.4
"Selling, General & Admin",3.02,5.48,3.92,3.64,2.95,3.12,3.78,3.71,2.43,6.61,2.76
Amortization of Goodwill & Intangibles,24.6,17.75,14.38,15.74,15.76,17.5,19.32,16.02,16.02,16.07,15.58
Operating Expenses,27.62,23.23,18.3,19.37,18.71,20.62,23.1,19.73,18.45,22.68,18.34
Operating Income,137.31,102.72,91.7,53.6,-2.21,54.76,60.67,52.53,54.33,51.53,51.07
Interest Expense,-26.96,-34.94,-31.08,-17.89,-12.06,-13.5,-13.83,-8.98,-9.24,-9.86,-9.54
EBT Excluding Unusual Items,82.45,67.79,60.61,35.71,-14.27,41.27,46.84,43.55,45.09,41.67,41.52
Merger & Restructuring Charges,-7.6,-12.8,-3.7,-,-0.5,-,-0.41,-,-,-,-0.53
Impairment of Goodwill,-,-,-,-,-,-30.9,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-7.11,-,1.7,-,-,-
Asset Writedown,-0.3,-8.51,-,-,-,-2.83,-,-,-,-,-
Pretax Income,74.55,46.48,56.91,35.71,-14.77,0.43,46.43,45.25,45.09,41.67,41
Income Tax Expense,15.85,9.98,13.76,9.05,-3.77,5.6,9.4,10.17,5.99,14.88,16.08
Earnings From Continuing Operations,58.7,36.5,43.15,26.66,-11,-5.17,37.02,35.08,39.1,26.79,24.92
Earnings From Discontinued Operations,-47.5,-21.17,-4.02,1.4,18.97,-,-,-,-,-,-
Net Income,11.2,15.32,39.13,28.06,7.97,-5.17,37.02,35.08,39.1,26.79,24.92
Net Income to Common,11.2,15.32,39.13,28.06,7.97,-5.17,37.02,35.08,39.1,26.79,24.92
Net Income Growth,-19.25%,-60.84%,39.47%,252.23%,-,-,5.54%,-10.27%,45.92%,7.52%,28.68%
Shares Outstanding (Basic),21,18,14,13,13,11,11,11,11,11,11
Shares Outstanding (Diluted),21,18,14,13,13,11,11,11,11,11,11
Shares Change (YoY),22.29%,26.72%,10.58%,1.54%,14.49%,-0.10%,0.99%,0.63%,0.37%,0.38%,0.42%
EPS (Basic),0.55,0.86,2.77,2.20,0.63,-0.47,3.38,3.23,3.61,2.48,2.32
EPS (Diluted),0.54,0.85,2.76,2.19,0.63,-0.47,3.35,3.21,3.60,2.47,2.31
EPS Growth,-34.06%,-69.09%,25.93%,244.93%,-,-,4.36%,-10.83%,45.75%,6.93%,27.95%
Free Cash Flow,26.95,-51.74,-40.5,-3.16,-28.12,31.33,8.36,15.74,46.68,40.65,27.01
Free Cash Flow Per Share,1.31,-2.88,-2.85,-0.25,-2.23,2.84,0.76,1.44,4.29,3.75,2.50
Dividend Per Share,0.400,0.400,0.400,0.400,0.370,0.360,0.350,0.310,0.270,0.235,0.215
Dividend Growth,-,-,-,8.11%,2.78%,2.86%,12.90%,14.82%,14.89%,9.30%,10.26%
Gross Margin,12.38%,11.66%,12.78%,10.90%,3.43%,11.39%,11.13%,10.36%,9.57%,10.73%,13.00%
Operating Margin,10.30%,9.51%,10.66%,8.01%,-0.46%,8.28%,8.06%,7.53%,7.15%,7.45%,9.56%
Profit Margin,0.84%,1.42%,4.55%,4.19%,1.65%,-0.78%,4.92%,5.03%,5.14%,3.87%,4.67%
Free Cash Flow Margin,2.02%,-4.79%,-4.71%,-0.47%,-5.84%,4.74%,1.11%,2.26%,6.14%,5.88%,5.06%
EBITDA,175.39,131.49,115.11,78.21,22.38,78.9,87.59,77.75,80.21,77.58,76.61
EBITDA Margin,13.16%,12.17%,13.38%,11.68%,4.65%,11.92%,11.64%,11.15%,10.55%,11.21%,14.35%
D&A For EBITDA,38.08,28.76,23.42,24.6,24.59,24.14,26.93,25.22,25.88,26.05,25.54
EBIT,137.31,102.72,91.7,53.6,-2.21,54.76,60.67,52.53,54.33,51.53,51.07
EBIT Margin,10.30%,9.51%,10.66%,8.01%,-0.46%,8.28%,8.06%,7.53%,7.15%,7.45%,9.56%
Effective Tax Rate,21.26%,21.48%,24.18%,25.35%,-,1311.01%,20.25%,22.47%,13.28%,35.71%,39.22%
Revenue as Reported,"1,332","1,080",860.49,669.45,481.38,661.66,752.63,697.22,760.11,691.79,533.98
