Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,295.69,100.02,99.92,331.55,36.27,54,46.7,57.38,148.63,19.15,0.31
Short-Term Investments,814.06,826.23,534.22,27.23,234.08,230.15,392.35,426.34,42.9,21.36,-
Cash & Short-Term Investments,"1,110",926.25,634.13,358.77,270.35,284.15,439.05,483.72,191.53,40.5,0.31
Cash Growth,11.13%,46.07%,76.75%,32.71%,-4.86%,-35.28%,-9.23%,152.56%,372.91%,13124.53%,106.83%
Accounts Receivable,113.29,53.82,-,-,-,-,-,-,-,-,-
Other Receivables,-,-,-,-,-,-,-,-,-,-,0.01
Receivables,113.29,53.82,-,-,-,-,-,-,-,-,0.01
Inventory,69.32,34.07,-,-,-,-,-,-,-,-,-
Prepaid Expenses,49.33,13.79,3.15,2.6,1.34,1.01,1.15,1.48,0.49,0.71,0.05
Restricted Cash,5,5,-,-,-,-,-,-,-,-,-
Total Current Assets,"1,347","1,033",637.28,361.37,271.68,285.16,440.2,485.2,192.01,41.21,0.36
"Property, Plant & Equipment",8.3,4.59,3.27,1.2,1.65,1.83,1.86,0.23,0.3,0,-
Other Intangible Assets,7.48,4.73,-,-,-,-,-,-,-,-,-
Total Assets,"1,362","1,042",640.55,362.57,273.33,287,442.06,485.43,192.31,41.21,0.36
Accounts Payable,44.94,43.6,28.04,23.83,21.38,1.02,1.18,2.49,1.93,0.76,0.1
Accrued Expenses,345.38,124.7,89.98,91.46,55.05,45.22,23.64,5.96,8.13,4.04,0.08
Short-Term Debt,-,-,-,-,-,-,-,-,-,-,0.5
Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,48.6
Current Portion of Leases,1.08,0.98,0.53,0.6,0.41,0.32,0.32,-,-,-,-
Total Current Liabilities,391.41,169.28,118.55,115.89,76.84,46.56,25.13,8.44,10.05,4.8,49.28
Long-Term Debt,339.75,117.57,115.48,49.29,-,-,-,-,-,-,-
Long-Term Leases,5.57,1.02,1.19,-,0.39,0.47,0.36,-,-,-,-
Total Liabilities,736.73,287.86,235.21,165.18,77.23,47.03,25.49,8.44,10.05,4.8,49.28
Common Stock,0,0,0,0,0,0,0,0,0,0,0
Additional Paid-In Capital,"2,657","2,556","1,741","1,160",863.5,665.39,639.57,616.57,288.75,111.69,0.01
Retained Earnings,"-2,032","-1,802","-1,336",-962.66,-667.31,-425.46,-223.22,-139.27,-106.46,-75.31,-48.92
Comprehensive Income & Other,1.07,0.47,0.47,-0.03,-0.08,0.05,0.22,-0.32,-0.03,0.03,-
Shareholders' Equity,625.73,754.38,405.33,197.39,196.11,239.97,416.57,476.98,182.26,36.41,-48.91
Total Liabilities & Equity,"1,362","1,042",640.55,362.57,273.33,287,442.06,485.43,192.31,41.21,0.36
Total Debt,346.4,119.57,117.19,49.89,0.8,0.79,0.68,-,-,-,49.1
Net Cash (Debt),763.35,806.68,516.94,308.88,269.55,283.36,438.37,483.72,191.53,40.5,-48.79
Net Cash Growth,-13.21%,56.05%,67.36%,14.59%,-4.88%,-35.36%,-9.38%,152.56%,372.91%,-,-
Net Cash Per Share,34.42,37.92,27.66,18.02,16.30,18.34,28.48,32.69,15.64,7.78,-285.30
Filing Date Shares Outstanding,22.71,22.08,19.9,18.14,17.1,16.02,15.43,15.42,14.23,12.17,0.18
Total Common Shares Outstanding,22.7,22,19.88,18.1,17.1,15.51,15.43,15.41,14.23,11.95,0.18
Working Capital,955.27,863.65,518.73,245.48,194.85,238.61,415.07,476.76,181.96,36.41,-48.91
Book Value Per Share,27.56,34.28,20.39,10.90,11.47,15.47,27.00,30.95,12.81,3.05,-277.67
Tangible Book Value,618.26,749.65,405.33,197.39,196.11,239.97,416.57,476.98,182.26,36.41,-48.91
Tangible Book Value Per Share,27.23,34.07,20.39,10.90,11.47,15.47,27.00,30.95,12.81,3.05,-277.67
