Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,928.59,868.52,549.59,457.79,425.41,358.99,318.92,307.4,532.94,665.85,441.44
Revenue Growth (YoY),28.75%,58.03%,20.05%,7.61%,18.50%,12.56%,3.75%,-42.32%,-19.96%,50.84%,6.16%
Cost of Revenue,89.63,173.64,71.9,71.42,64.63,50.46,154.94,124.08,102.65,103.36,120.4
Gross Profit,838.96,694.88,477.69,386.38,360.78,308.53,163.98,183.32,430.29,562.49,321.03
"Selling, General & Admin",68.44,62.86,53.29,47.38,61.22,49,51.29,51.03,53.07,52.07,39.78
Research & Development,203.22,196.9,195.29,185.2,200.48,204.36,74.86,69.7,75.72,73.12,72.7
Operating Expenses,271.67,259.77,248.58,232.58,261.7,253.36,126.15,120.73,128.79,125.19,112.49
Operating Income,567.29,435.11,229.12,153.8,99.08,55.17,37.84,62.6,301.5,437.31,208.55
Interest Expense,-40.76,-45.42,-44.82,-29.5,-25.23,-40.8,-40.96,-35.96,-17.85,-21.13,-30.44
Interest & Investment Income,36.89,40.4,46.63,14.45,1.69,5.66,13.46,14.59,8.49,3.75,3.86
Currency Exchange Gain (Loss),-1.5,-7.9,1,-3.9,-3,4.6,4.2,-,-,-,-
Other Non Operating Income (Expenses),0.04,0.83,-0.22,-1.52,2.99,-0.24,-9.51,-0.77,0.25,-0.81,-0.76
EBT Excluding Unusual Items,561.96,423.02,231.71,133.33,75.53,24.39,5.03,40.46,292.39,419.12,181.22
Merger & Restructuring Charges,-,-,-,-3.28,-25.58,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,2,2,10.4,-1.3,7.6,6.9,-2.6,-8.4,-,-0.2,-0.2
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,8.5,-,-,3.35,-
Legal Settlements,8.3,4.4,-7.5,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-11.19,-,-,15.01,-,-,-,-
Pretax Income,572.26,429.42,234.61,117.56,57.56,31.29,25.94,32.06,292.39,422.27,181.02
Income Tax Expense,75.48,70.8,23.56,25.5,15.37,-6.65,10.99,-27.42,121.68,116.79,64.62
Earnings From Continuing Operations,496.78,358.61,211.05,92.06,42.19,37.94,14.95,59.48,170.71,305.48,116.39
Minority Interest in Earnings,-,-,3.02,1.63,13.11,6.86,5.98,5.56,5.51,3.52,2.83
Net Income,496.78,358.61,214.07,93.69,55.3,44.8,20.93,65.03,176.22,309,119.23
Net Income to Common,496.78,358.61,214.07,93.69,55.3,44.8,20.93,65.03,176.22,309,119.23
Net Income Growth,87.75%,67.52%,128.48%,69.44%,23.42%,114.07%,-67.82%,-63.10%,-42.97%,159.18%,14.26%
Shares Outstanding (Basic),26,25,27,30,31,31,32,34,35,35,36
Shares Outstanding (Diluted),34,30,28,30,31,31,32,35,36,35,36
Shares Change (YoY),18.28%,5.73%,-7.82%,-2.46%,0.63%,-2.29%,-9.98%,-1.32%,1.68%,-3.49%,-8.57%
EPS (Basic),19.31,14.16,7.97,3.11,1.80,1.46,0.66,1.89,5.09,8.95,3.31
EPS (Diluted),14.75,12.07,7.62,3.07,1.77,1.44,0.66,1.84,4.93,8.78,3.27
EPS Growth,58.70%,58.40%,148.21%,73.45%,22.92%,118.18%,-64.13%,-62.68%,-43.85%,168.50%,24.81%
Free Cash Flow,653.5,265.68,209.47,282.88,127.88,151.67,84.92,144.22,313.73,428.28,120.65
Free Cash Flow Per Share,19.40,8.94,7.45,9.28,4.09,4.88,2.67,4.08,8.77,12.17,3.31
Dividend Per Share,2.350,1.700,1.500,1.400,1.400,1.400,1.400,1.400,1.300,1.000,0.800
Dividend Growth,42.42%,13.33%,7.14%,-,-,-,-,7.69%,30.00%,25.00%,14.29%
Gross Margin,90.35%,80.01%,86.92%,84.40%,84.81%,85.94%,51.42%,59.64%,80.74%,84.48%,72.72%
Operating Margin,61.09%,50.10%,41.69%,33.60%,23.29%,15.37%,11.86%,20.36%,56.57%,65.68%,47.24%
Profit Margin,53.50%,41.29%,38.95%,20.47%,13.00%,12.48%,6.56%,21.15%,33.07%,46.41%,27.01%
Free Cash Flow Margin,70.38%,30.59%,38.11%,61.79%,30.06%,42.25%,26.63%,46.91%,58.87%,64.32%,27.33%
EBITDA,642.52,505.03,306.91,232.37,177.28,136.21,114.93,128.7,358.05,489.06,254.94
EBITDA Margin,69.19%,58.15%,55.84%,50.76%,41.67%,37.94%,36.04%,41.87%,67.18%,73.45%,57.75%
D&A For EBITDA,75.23,69.91,77.79,78.57,78.19,81.04,77.09,66.11,56.55,51.75,46.39
EBIT,567.29,435.11,229.12,153.8,99.08,55.17,37.84,62.6,301.5,437.31,208.55
EBIT Margin,61.09%,50.10%,41.69%,33.60%,23.29%,15.37%,11.86%,20.36%,56.57%,65.68%,47.24%
Effective Tax Rate,13.19%,16.49%,10.04%,21.69%,26.70%,-,42.37%,-,41.61%,27.66%,35.70%
Revenue as Reported,-,-,-,-,-,-,318.92,307.4,532.94,665.85,441.44
