Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Selling, General & Admin",52.36,49.28,37.02,16.12,10.7,10.73,9.13,7.12,5.33,4.85,5.03
Research & Development,222.48,101.64,63.81,54.23,44.98,31.93,23.56,19.04,13.74,9,6.97
Operating Expenses,274.84,150.92,100.83,70.36,55.68,42.66,32.69,26.16,19.07,13.85,12
Operating Income,-274.84,-150.92,-100.83,-70.36,-55.68,-42.66,-32.69,-26.16,-19.07,-13.85,-12
Interest Expense,-0.08,-0.09,-0.09,-0.06,-0.02,-0.11,-0.15,-0.56,-1.95,-2.03,-1.02
Interest & Investment Income,37.51,40.94,15.02,1.59,0.7,3.23,7.05,3.27,0.1,0.08,0.04
Currency Exchange Gain (Loss),-,-,-,-,0.01,-,-,-,-,-,-
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-9.38
EBT Excluding Unusual Items,-237.41,-110.08,-85.9,-68.83,-54.99,-39.54,-25.78,-23.45,-20.92,-15.8,-22.36
Gain (Loss) on Sale of Investments,0.02,0.11,-,-0.04,-,0.04,0,-0.01,-,-,-
Other Unusual Items,-,-,-,-,-,-,-,1.4,0.35,1.06,-1.04
Pretax Income,-237.39,-109.96,-85.9,-68.87,-54.99,-39.5,-25.78,-22.06,-20.58,-14.73,-23.4
Net Income,-237.39,-109.96,-85.9,-68.87,-54.99,-39.5,-25.78,-22.06,-20.58,-14.73,-23.4
Net Income to Common,-237.39,-109.96,-85.9,-68.87,-54.99,-39.5,-25.78,-22.06,-20.58,-14.73,-23.4
Shares Outstanding (Basic),112,109,94,77,77,73,72,58,26,16,6
Shares Outstanding (Diluted),112,109,94,77,77,73,72,58,26,16,6
Shares Change (YoY),5.48%,15.57%,22.79%,-0.47%,6.34%,0.89%,24.97%,121.65%,59.59%,156.11%,51.79%
EPS (Basic),-2.12,-1.01,-0.91,-0.90,-0.71,-0.54,-0.36,-0.38,-0.79,-0.90,-3.68
EPS (Diluted),-2.12,-1.01,-0.91,-0.90,-0.71,-0.54,-0.36,-0.38,-0.79,-0.90,-3.68
EBIT,-274.84,-150.92,-100.83,-70.36,-55.68,-42.66,-32.69,-26.16,-19.07,-13.85,-12
