Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,482","1,147","1,311","1,813","1,653","1,755","1,395","1,472","1,408","1,702","1,611"
Short-Term Investments,-,-,-,-,-,-,49.37,91.6,99.76,210.84,724.74
Cash & Short-Term Investments,"1,482","1,147","1,311","1,813","1,653","1,755","1,444","1,564","1,508","1,913","2,336"
Cash Growth,32.19%,-12.48%,-27.69%,9.67%,-5.84%,21.53%,-7.65%,3.72%,-21.18%,-18.09%,36.73%
Accounts Receivable,100.63,144.21,91.64,55.99,54.49,129.62,284.33,242.09,176.54,225.44,271.63
Other Receivables,1.58,2.42,0.8,0.63,0.38,0.77,0.44,87.39,2.38,1.1,1.18
Receivables,102.21,146.63,92.44,56.62,54.88,130.38,284.78,329.48,178.92,226.54,272.8
Inventory,35.27,32.45,29.43,26.42,29.59,37.28,43.96,41.09,34.99,32.6,33.07
Prepaid Expenses,96.63,59.26,67.04,77.77,109.33,85.8,84.2,95.18,77.5,68.11,61.39
Restricted Cash,-,0.37,0.03,50.99,0.29,0.01,37.39,48.04,45.41,39.15,317.12
Other Current Assets,-,43.26,44.65,50.15,21.78,-,-,-,-,-,-
Total Current Assets,"1,716","1,429","1,544","2,075","1,869","2,009","1,895","2,078","1,845","2,280","3,020"
"Property, Plant & Equipment","5,293","5,362","5,596","5,930","5,979","5,773","5,835","5,784","5,731","5,656","5,760"
Long-Term Investments,-,-,-,-,-,-,568.94,-,-,-,-
Goodwill,25.85,82.09,81.58,81.61,81.72,82.2,95.62,81.38,81.92,81.92,81.92
Other Intangible Assets,823.75,855.06,887.43,714.48,773.19,865.07,914.08,988.64,"1,048","1,128","1,208"
Long-Term Accounts Receivable,-,-,-,-,-,-,3.88,0.01,3.72,5.76,9.2
Long-Term Deferred Tax Assets,-,-,-,0.64,4.03,6.38,3.56,2.99,0.01,0.15,0.08
Long-Term Deferred Charges,-,52.76,16.18,27.22,35.99,44.03,5.45,22.68,37.65,52.38,65.73
Other Long-Term Assets,244.31,204.6,209.23,473.55,141.3,240.98,167.28,164.15,148.4,136.91,117.08
Total Assets,"8,103","7,985","8,335","9,302","8,884","9,021","9,488","9,122","8,895","9,340","10,262"
Accounts Payable,17.38,24.79,11.75,6.73,5.99,9.48,21.88,25,16.04,17.43,15.59
Accrued Expenses,"1,025",579.28,535.76,366.63,366.02,358.26,555.12,515.76,457.2,531.64,485.8
Current Portion of Long-Term Debt,457.76,21.6,-,322.5,0.13,-,0.15,395.55,51.03,50.58,102.84
Current Portion of Leases,53.19,52.41,54.99,47.72,65.32,107.07,72.88,34.66,33.39,30.73,29.79
Current Income Taxes Payable,30.38,38.01,28.18,11.61,11.91,14.16,8.52,4.9,3.18,7.42,3.49
Current Unearned Revenue,-,375.86,369.97,331.51,406.22,512.82,768.81,"1,072",918.18,655.27,267.49
Other Current Liabilities,-,98.92,102.97,111.92,166.29,114.45,98.12,98.75,205,186.07,306.02
Total Current Liabilities,"1,584","1,191","1,104","1,199","1,022","1,116","1,525","2,147","1,684","1,479","1,211"
Long-Term Debt,"6,888","7,136","7,473","8,090","6,560","5,645","4,394","3,665","3,507","3,670","3,712"
Long-Term Leases,230.34,246.61,241.33,254.12,410.52,346.09,350.3,253.37,265.9,262.36,270.48
Long-Term Deferred Tax Liabilities,37.54,36.71,34.96,39.68,41.03,45.95,56.68,54.75,53.99,56.45,55.6
Other Long-Term Liabilities,317.15,315.3,322.59,33.71,30.52,29.21,18.77,29.29,49.01,49.29,80.96
Total Liabilities,"9,056","8,925","9,175","9,616","8,064","7,183","6,345","6,150","5,559","5,517","5,330"
Common Stock,13.52,13.52,14.05,14.45,14.57,14.57,14.57,15.39,14.78,14.76,16.31
Additional Paid-In Capital,"2,982","2,986","3,109","3,219","3,239","3,207","3,179","3,716","3,672","2,783","3,075"
Retained Earnings,"-3,889","-4,013","-4,057","-3,730","-2,800","-1,987",-644.79,-716.97,-772.34,570.93,"1,270"
Treasury Stock,-357.02,-216.63,-255.07,-241.75,-132.86,-121.03,-90.59,-657.39,-0.09,-0.11,-0.28
Comprehensive Income & Other,-59.78,-95.75,-98.6,-111.97,-76.01,-11.33,-18.8,-59.33,-26.61,-24.77,-21.93
Total Common Equity,"-1,311","-1,326","-1,287",-850.33,244.75,"1,102","2,439","2,297","2,888","3,344","4,340"
Minority Interest,357.24,386.5,447.23,535.96,575.14,735.95,704.26,675.02,448.07,479.54,592.23
Shareholders' Equity,-953.3,-939.96,-840.05,-314.36,819.89,"1,838","3,143","2,972","3,336","3,823","4,932"
Total Liabilities & Equity,"8,103","7,985","8,335","9,302","8,884","9,021","9,488","9,122","8,895","9,340","10,262"
Total Debt,"7,629","7,456","7,769","8,714","7,036","6,099","4,817","4,349","3,857","4,013","4,116"
Net Cash (Debt),"-6,147","-6,309","-6,458","-6,902","-5,383","-4,343","-3,373","-2,785","-2,349","-2,100","-1,780"
Net Cash Per Share,-15.10,-14.57,-14.74,-14.88,-11.26,-9.10,-7.01,-5.51,-4.71,-4.13,-3.28
Filing Date Shares Outstanding,390.66,419.71,437.09,445.1,474.46,476.99,479.11,459.92,489.8,488.37,539.33
Total Common Shares Outstanding,390.66,419.71,437.09,445.1,474.46,476.99,479.11,459.92,489.8,488.37,539.33
Working Capital,132.16,238.3,440.67,876.05,846.86,892.57,369.21,-69.12,160.78,800.41,"1,809"
Book Value Per Share,-3.35,-3.16,-2.95,-1.91,0.52,2.31,5.09,4.99,5.90,6.85,8.05
Tangible Book Value,"-2,160","-2,264","-2,256","-1,646",-610.17,154.85,"1,429","1,227","1,758","2,134","3,050"
Tangible Book Value Per Share,-5.53,-5.39,-5.16,-3.70,-1.29,0.32,2.98,2.67,3.59,4.37,5.65
Land,-,54.96,58.47,56.53,59.81,86.6,77.88,85.07,-,-,-
Buildings,-,"7,648","7,622","6,186","6,313","6,327","6,288","6,244","5,178","5,179","4,945"
Machinery,-,"1,686","1,639","1,550","1,564","1,561","1,556","1,337","1,210","1,210","1,203"
Construction In Progress,-,0.72,1.49,"1,465","1,021",399.04,143.33,69.19,"1,030",652.66,563.72
Leasehold Improvements,-,"1,175","1,094","1,081","1,165","1,176","1,049",953.54,829.71,755.8,775.42
