Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"5,061","4,638","3,775","1,350","2,012","1,728","5,737","5,189","5,285","4,519","3,975"
Revenue Growth (YoY),11.46%,22.86%,179.65%,-32.92%,16.46%,-69.88%,10.56%,-1.81%,16.94%,13.70%,-17.23%
Cost of Revenue,"3,223","2,972","2,384","1,100","1,519","1,564","3,649","3,362","3,561","3,116","2,832"
Gross Profit,"1,838","1,666","1,392",250.13,493.65,164.29,"2,088","1,826","1,724","1,404","1,143"
"Selling, General & Admin",706.35,636.03,554.45,474.78,506.29,485.89,697,612.38,572.73,503.91,561.97
Amortization of Goodwill & Intangibles,-,-,-,32.79,57.28,57.41,56.84,56.81,57.24,57.24,57.24
Operating Expenses,"1,284","1,178","1,119",989.64,"1,067","1,083","1,330","1,213","1,096","1,037","1,039"
Operating Income,554.31,487.94,272.57,-739.51,-573.81,-918.56,757.27,613.45,628.24,366.46,103.92
Interest Expense,-470.42,-486.72,-492.39,-376.72,-350.54,-340.84,-310.1,-264.88,-255.76,-271.91,-156.84
Interest & Investment Income,8.79,15.77,23.31,26.46,6.62,5.13,9.31,5.47,3.58,5.95,13.9
Currency Exchange Gain (Loss),-4.6,-15.49,2.23,3.9,4.57,-2.08,-10.76,-10.5,12.78,7.36,-2.16
Other Non Operating Income (Expenses),-2.65,-3.53,-1.62,-2.47,-7.95,6.52,15.09,-0.84,-0.8,-3.88,-5.01
EBT Excluding Unusual Items,85.43,-2.03,-195.91,"-1,088",-921.12,"-1,250",460.81,342.71,388.04,103.98,-46.19
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-3.1,-2.1,-5.5
Impairment of Goodwill,-,-,-,-,-,-13.87,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,-165.44,-41.74,-0.11,-,-,-
Asset Writedown,-3.32,-3.32,-207.61,-3.6,-3.64,-8.13,-9.59,-,-30.9,-3.25,-
Other Unusual Items,-0.54,-1,1.61,-,-28.82,-20.26,-6.91,-3.46,-52.13,-25.54,-8.08
Pretax Income,81.57,-6.35,-401.91,"-1,092",-953.58,"-1,458",402.57,339.13,312.21,75.1,-59.78
Income Tax Expense,22.32,21.61,13.42,5.24,2.89,-2.91,8.34,0.24,-0.01,8.18,1.03
Earnings From Continuing Operations,59.25,-27.96,-415.33,"-1,097",-956.46,"-1,455",394.23,338.9,312.22,66.92,-60.81
Minority Interest in Earnings,44.89,71.5,88.41,166.64,144.71,191.12,-21.06,1.4,32.61,108.99,166.56
Net Income,104.14,43.54,-326.92,-930.53,-811.75,"-1,263",373.17,340.3,344.83,175.91,105.75
Net Income to Common,104.14,43.54,-326.92,-930.53,-811.75,"-1,263",373.17,340.3,344.83,175.91,105.75
Net Income Growth,-,-,-,-,-,-,9.66%,-1.31%,96.03%,66.35%,-82.62%
Shares Outstanding (Basic),405,432,438,464,478,477,479,502,495,506,539
Shares Outstanding (Diluted),407,433,438,464,478,477,481,505,499,508,542
Shares Change (YoY),-6.76%,-1.15%,-5.50%,-2.99%,0.14%,-0.79%,-4.81%,1.36%,-1.92%,-6.26%,-2.01%
EPS (Basic),0.26,0.10,-0.75,-2.01,-1.70,-2.65,0.78,0.68,0.70,0.35,0.20
EPS (Diluted),0.26,0.10,-0.75,-2.01,-1.70,-2.65,0.77,0.67,0.69,0.34,0.19
EPS Growth,-,-,-,-,-,-,15.18%,-2.61%,100.00%,76.92%,-82.24%
Free Cash Flow,-,364.72,365.67,"-1,229",-940.59,"-1,297",388.75,415.31,646.11,622.13,-817.93
Free Cash Flow Per Share,-,0.84,0.83,-2.65,-1.97,-2.72,0.81,0.82,1.30,1.22,-1.51
Dividend Per Share,-,-,-,-,-,-,0.650,0.580,0.405,0.169,0.065
Dividend Growth,-,-,-,-,-,-,12.12%,43.26%,140.21%,157.80%,-80.18%
Gross Margin,36.32%,35.93%,36.86%,18.53%,24.53%,9.51%,36.39%,35.20%,32.62%,31.06%,28.76%
Operating Margin,10.95%,10.52%,7.22%,-54.78%,-28.51%,-53.16%,13.20%,11.82%,11.89%,8.11%,2.61%
Profit Margin,2.06%,0.94%,-8.66%,-68.93%,-40.34%,-73.12%,6.50%,6.56%,6.53%,3.89%,2.66%
Free Cash Flow Margin,-,7.86%,9.69%,-91.04%,-46.74%,-75.09%,6.78%,8.00%,12.23%,13.77%,-20.58%
EBITDA,"1,094","1,029",815.96,-217.57,6.04,-300.03,"1,408","1,181","1,169",918.73,574.55
EBITDA Margin,21.63%,22.20%,21.61%,-16.12%,0.30%,-17.36%,24.55%,22.77%,22.12%,20.33%,14.46%
D&A For EBITDA,540.14,541.54,543.4,521.94,579.85,618.53,651.21,567.9,540.58,552.27,470.63
EBIT,554.31,487.94,272.57,-739.51,-573.81,-918.56,757.27,613.45,628.24,366.46,103.92
EBIT Margin,10.95%,10.52%,7.22%,-54.78%,-28.51%,-53.16%,13.20%,11.82%,11.89%,8.11%,2.61%
Effective Tax Rate,27.36%,-,-,-,-,-,2.07%,0.07%,-,10.89%,-
Revenue as Reported,"5,061","4,638","3,775","1,350","2,012","1,728","5,737","5,189","5,285","4,519","3,975"
Advertising Expenses,-,165.3,100.25,29.42,39.81,34.06,89.38,111.63,400.79,380.15,206.05
