Period Ending,"Sep '25Sep 28, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,20.7,33.56,11.41,22.85,122.85,44.77,139.39,6.9,2.77,6.45,0.09
Short-Term Investments,-,-,-,-,-,-,1.41,2.3,-,-,-
Cash & Short-Term Investments,20.7,33.56,11.41,22.85,122.85,44.77,140.8,9.19,2.77,6.45,0.09
Cash Growth,-60.66%,194.16%,-50.06%,-81.40%,174.42%,-68.20%,1431.42%,232.27%,-57.09%,7312.64%,-29.27%
Accounts Receivable,278.37,145.44,132.79,142.1,156.08,132.51,87.54,82.5,77.78,38.46,38.21
Other Receivables,-,42.65,40.35,43.15,25.01,6.53,15.42,12.16,-,-,-
Receivables,278.37,188.08,173.14,185.26,181.09,139.03,102.96,94.66,77.78,38.46,38.21
Inventory,599.69,551.62,510.13,667.84,614.36,312.81,253.87,272.9,175.27,120.02,89.48
Prepaid Expenses,53.14,31.54,22.87,22.31,20.38,16.51,7.57,8.42,18.13,7.85,6.12
Other Current Assets,-,17.81,17.08,11.65,35.4,14.95,11.64,-,-,-,-
Total Current Assets,951.89,822.62,734.63,909.9,974.08,528.06,516.83,385.17,273.95,172.77,133.9
"Property, Plant & Equipment",613.31,585.6,531.34,514.25,477.68,369.31,274.4,177.15,118.49,85.48,67.88
Goodwill,815.12,797.24,637.39,629.26,551.38,395.8,319.35,281.73,208.04,109.89,68.61
Other Intangible Assets,753.48,802.89,651.15,720.23,640.46,456.28,357.01,382.98,263.47,164.54,106.76
Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,2
Long-Term Deferred Charges,-,-,-,-,-,-,2.98,3.69,2.18,1.73,1.89
Other Long-Term Assets,13.37,12.61,7.93,8.83,7.15,3.99,0.42,0.52,0.51,0.54,0.56
Total Assets,"3,147","3,021","2,562","2,782","2,651","1,753","1,471","1,231",866.64,534.95,381.58
Accounts Payable,222.04,187.92,140.52,142.91,203.54,105.79,96.21,89.8,84.11,46.75,28.74
Accrued Expenses,123.85,93.61,103.21,131.57,174.4,81.6,56.03,54.8,36.55,23.58,18.47
Current Portion of Long-Term Debt,6.25,6.25,7.5,7.5,7.5,7.5,5,8.75,15.77,15.77,10.71
Current Portion of Leases,54.64,53.7,48.76,44.24,40.3,30.9,27.69,-,-,-,-
Current Income Taxes Payable,-,6.3,2.37,28.93,-,-,-,-,-,-,-
Other Current Liabilities,0.8,5.84,6.13,12.1,7.04,1.6,2,4.4,-,-,-
Total Current Liabilities,407.58,353.62,308.5,367.24,432.78,227.39,186.94,157.76,136.43,86.09,57.93
Long-Term Debt,"1,320","1,312","1,018","1,276","1,280",817.47,676.22,624.4,338.11,256.81,193.14
Long-Term Leases,150.99,151.03,132.44,122.47,120.16,88.18,66.47,-,-,-,-
Long-Term Deferred Tax Liabilities,83.14,61.35,46.72,48.39,36.45,39.52,27.28,22.7,13.64,4.99,-
Other Long-Term Liabilities,16.62,14.92,11.09,13.05,13.78,21.44,16.6,17.62,7.78,1.61,1.92
Total Liabilities,"1,979","1,893","1,517","1,827","1,883","1,194",973.51,822.48,495.96,349.5,252.99
Common Stock,206.32,202.35,203.26,197,196.38,180.89,172.66,161.44,163.2,63.72,57.68
Additional Paid-In Capital,-,-,-,-,59.67,24.39,25.01,25.12,8.24,8.24,8.31
Retained Earnings,963.11,926.94,843.08,758.86,513.73,360.21,305.5,224.87,199.18,113.46,62.57
Comprehensive Income & Other,-0.93,-0.93,-1,-0.7,-2.23,-6.05,-5.7,-2.68,0.07,0.03,0.03
Shareholders' Equity,"1,169","1,128","1,045",955.17,767.56,559.44,497.48,408.75,370.69,185.45,128.6
Total Liabilities & Equity,"3,147","3,021","2,562","2,782","2,651","1,753","1,471","1,231",866.64,534.95,381.58
Total Debt,"1,532","1,523","1,207","1,450","1,448",944.05,775.38,633.15,353.88,272.58,203.86
Net Cash (Debt),"-1,512","-1,489","-1,196","-1,428","-1,325",-899.28,-634.58,-623.96,-351.11,-266.13,-203.77
Net Cash Per Share,-43.88,-44.19,-36.19,-38.89,-37.83,-25.97,-18.17,-17.11,-9.50,-7.75,-5.84
Filing Date Shares Outstanding,33.28,33.64,33.57,33.63,35.03,35.32,35.82,35.81,38.21,34.6,34.24
Total Common Shares Outstanding,33.28,33.57,33.24,33.32,35.18,35.04,35.63,35.29,37.99,34.47,34.11
Working Capital,544.31,469,426.14,542.66,541.3,300.67,329.9,227.41,137.53,86.68,75.97
Book Value Per Share,35.11,33.62,31.45,28.67,21.82,15.97,13.96,11.58,9.76,5.38,3.77
Tangible Book Value,-400.1,-471.76,-243.21,-394.32,-424.28,-292.64,-178.88,-255.96,-100.83,-88.98,-46.77
Tangible Book Value Per Share,-12.02,-14.05,-7.32,-11.83,-12.06,-8.35,-5.02,-7.25,-2.65,-2.58,-1.37
Land,-,26.51,19.5,19.24,17.45,12.67,9.75,8.69,6.62,3.26,3.02
Buildings,-,85.63,85.94,82.28,83.51,73.43,67.49,59.7,45.42,41.06,37.93
Machinery,-,570.58,492.59,454.75,382.49,294.62,211.02,196.11,143.05,109.98,89.56
Leasehold Improvements,-,41.38,33.74,29.25,21.59,18.93,14.74,11.87,8.35,6.86,4.94
