Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,"2,467","2,459","1,992","1,190","1,019","1,015","1,089","1,032",884.05,633.23,379.38
Interest Income on Investments,195.2,191.03,136.63,76.3,52.47,65.62,73.82,69.25,48.55,29.32,30.34
Total Interest Income,"2,662","2,650","2,128","1,266","1,071","1,081","1,163","1,101",932.59,662.56,409.72
Interest Paid on Deposits,"1,062","1,085",627.05,94.57,64.42,171.81,258.36,186.62,96.08,48.59,17.72
Interest Paid on Borrowings,34.73,31,61.64,29.25,17.17,20.34,20,22.77,19.08,12.46,9.85
Total Interest Expense,"1,097","1,116",688.69,123.83,81.59,192.16,278.36,209.39,115.16,61.05,27.57
Net Interest Income,"1,565","1,534","1,439","1,142",989.72,888.62,884.18,891.43,817.43,601.51,382.15
Net Interest Income Growth (YoY),2.60%,6.55%,26.02%,15.41%,11.38%,0.50%,-0.81%,9.05%,35.90%,57.40%,41.28%
Trust Income,11.06,9.57,8.52,7.99,8.51,7.54,7.55,6.94,6.69,6.27,5.9
Mortgage Banking Activities,-,-,-,-,-,-,-,-,-,8.05,6.82
Gain (Loss) on Sale of Assets,3.83,3.42,9.03,11.47,9.96,6.86,2.23,2.22,5.55,4.16,14.75
Gain (Loss) on Sale of Investments,-,0.56,-24.53,-18.27,-14.57,-3.81,-2.35,0.02,4.03,0,5.48
Other Non-Interest Income,74.84,66.19,52.73,46.39,51.92,47.43,52.06,55.85,64.3,45.46,41.07
Total Non-Interest Income,133.69,123.07,91.82,93.4,98.43,95.72,101.27,104.56,123.43,102.4,102.73
Non-Interest Income Growth (YoY),13.38%,34.04%,-1.70%,-5.11%,2.83%,-5.48%,-3.15%,-15.28%,20.54%,-0.32%,42.24%
Revenues Before Loan Losses,"1,698","1,657","1,531","1,236","1,088",984.35,985.45,996,940.86,703.9,484.88
Provision for Loan Losses,159.12,175.55,165.47,83.49,-77.94,203.64,26.24,64.4,28.09,23.79,19.42
Revenue,"1,539","1,481","1,366","1,152","1,166",780.71,959.21,931.6,912.76,680.11,465.46
Revenue Growth (YoY),5.38%,8.45%,18.55%,-1.20%,49.36%,-18.61%,2.96%,2.06%,34.21%,46.12%,42.87%
Salaries and Employee Benefits,315.42,275.34,241.41,213.17,198.56,191.99,178.68,156.34,139.87,112.08,79.75
Occupancy Expenses,64.83,60.38,61.99,59.96,56.4,52.58,48.12,47.76,44.5,35.32,26.95
"Selling, General & Administrative",52.55,52.55,44.18,32.1,29.18,31.7,32.31,34.29,27.02,23.57,15.31
Other Non-Interest Expense,166.75,163.03,154.21,126.2,131.06,128.87,138.96,137.44,121.29,84.78,60.12
Total Non-Interest Expense,599.55,551.29,501.79,431.43,415.2,405.13,398.07,375.84,332.67,255.75,182.13
EBT Excluding Unusual Items,939.53,929.95,864.04,720.72,750.89,375.57,561.14,555.76,580.09,424.36,283.33
Other Unusual Items,-,-,-,-,-,-,-,-4.92,-,-,-8.85
Pretax Income,940.87,931.29,867,721.53,752.92,376.18,564.34,554.06,580.52,424.36,276.77
Income Tax Expense,219.12,214.79,176.16,157.44,173.89,84.31,138.43,136.98,158.59,154.28,94.46
Earnings From Continuing Operations,721.76,716.5,690.84,564.09,579.03,291.87,425.91,417.08,421.94,270.08,182.31
Minority Interest in Earnings,-0.06,-0.05,-0.06,0.05,-0.03,0.03,-0,0.03,-0.05,-0.1,-0.06
Net Income,721.7,716.46,690.78,564.14,579,291.9,425.91,417.11,421.89,269.98,182.25
Preferred Dividends & Other Adjustments,16.19,16.19,16.19,16.62,-,-,-,-,-,-,-
Net Income to Common,705.51,700.27,674.6,547.52,579,291.9,425.91,417.11,421.89,269.98,182.25
Net Income Growth,1.73%,3.72%,22.45%,-2.57%,98.36%,-31.46%,2.11%,-1.13%,56.27%,48.13%,53.66%
Basic Shares Outstanding,113,114,114,120,129,129,129,129,125,104,87
Diluted Shares Outstanding,114,114,115,121,130,129,129,129,126,105,87
Shares Change (YoY),-0.14%,-0.71%,-4.86%,-6.88%,0.14%,0.33%,0.21%,2.33%,20.16%,19.86%,11.90%
EPS (Basic),6.22,6.16,5.89,4.55,4.49,2.26,3.30,3.24,3.36,2.59,2.10
EPS (Diluted),6.20,6.14,5.87,4.54,4.47,2.26,3.30,3.24,3.35,2.58,2.09
EPS Growth,1.97%,4.60%,29.29%,1.57%,98.03%,-31.60%,1.85%,-3.28%,29.84%,23.45%,37.50%
Dividend Per Share,1.700,1.580,1.420,1.260,1.133,1.077,0.940,0.795,0.710,0.630,0.550
Dividend Growth,10.39%,11.27%,12.70%,11.26%,5.10%,14.63%,18.24%,11.97%,12.70%,14.54%,17.02%
Effective Tax Rate,23.29%,23.06%,20.32%,21.82%,23.09%,22.41%,24.53%,24.72%,27.32%,36.36%,34.13%
