Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,495.14,445.76,361.05,296.54,219.51,117.48,120.37,92.01,71.95,65.09,49.5
Revenue Growth (YoY),16.41%,23.46%,21.76%,35.09%,86.85%,-2.40%,30.82%,27.87%,10.55%,31.48%,29.62%
Cost of Revenue,145.06,136.07,112.9,101.58,74.4,40.37,36.52,33.08,42.08,25.46,21.5
Gross Profit,350.08,309.7,248.15,194.95,145.11,77.12,83.85,58.93,29.88,39.62,28.01
"Selling, General & Admin",215.37,198.78,193.1,170.61,180.38,87.61,82.72,65.28,55.35,52.04,47.88
Research & Development,69.26,69.29,57.31,40.6,29.84,17.2,14.85,14.82,-,15.32,12.8
Amortization of Goodwill & Intangibles,13.43,14.85,20.57,21.35,15.98,5.1,1.4,1.07,1.07,1.07,0.8
Operating Expenses,298.06,282.92,270.98,232.56,226.21,109.91,98.97,81.16,56.42,68.43,61.47
Operating Income,52.03,26.78,-22.83,-37.61,-81.09,-32.8,-15.13,-22.23,-26.54,-28.8,-33.47
Interest Expense,-0,-0,-0.02,-0.2,-0.24,-0.23,-0.68,-1.96,-4.94,-2.76,-0.38
Interest & Investment Income,12.04,11.15,7.34,1.97,0.14,0.59,3.03,1.07,0.36,0.1,0.05
Currency Exchange Gain (Loss),1.26,-2.05,0.72,0.2,-1.08,0.06,-,-,-,-,-
Other Non Operating Income (Expenses),-0.34,0.5,1.13,2.68,1.44,0.06,0.18,0.13,0.11,0.1,0.09
EBT Excluding Unusual Items,64.99,36.38,-13.65,-32.96,-80.84,-32.32,-12.6,-23,-31,-31.36,-33.7
Merger & Restructuring Charges,-5.8,-5.1,-,-,-,-,-,-,-,-,-
Asset Writedown,-23.26,-3.37,-68.35,-3.32,-,-1.09,-,-,-,-,-
Other Unusual Items,1.79,-2.17,5.38,-0.15,-0.81,-1.51,-,-,-,-,-
Pretax Income,31.01,25.74,-76.61,-36.43,-81.65,-34.91,-12.6,-23,-31,-31.36,-33.7
Income Tax Expense,0.69,1.61,-2.21,0.13,-6.09,-,-,-,-,-,-
Net Income,30.32,24.14,-74.4,-36.56,-75.56,-34.91,-12.6,-23,-31,-31.36,-33.7
Net Income to Common,30.32,24.14,-74.4,-36.56,-75.56,-34.91,-12.6,-23,-31,-31.36,-33.7
Shares Outstanding (Basic),78,76,73,72,68,53,46,37,34,29,26
Shares Outstanding (Diluted),80,78,73,72,68,53,46,37,34,29,26
Shares Change (YoY),6.32%,7.60%,1.53%,5.39%,27.52%,15.39%,24.63%,9.12%,17.67%,10.91%,20.13%
EPS (Basic),0.39,0.32,-1.02,-0.51,-1.11,-0.66,-0.27,-0.62,-0.91,-1.09,-1.30
EPS (Diluted),0.38,0.31,-1.02,-0.51,-1.11,-0.66,-0.27,-0.62,-0.91,-1.09,-1.30
Free Cash Flow,98.21,63.81,34.26,-1.01,-37,-12.55,-5.99,-15.4,-25.67,-32.19,-33.13
Free Cash Flow Per Share,1.23,0.82,0.47,-0.01,-0.55,-0.24,-0.13,-0.42,-0.76,-1.12,-1.27
Gross Margin,70.70%,69.48%,68.73%,65.74%,66.11%,65.64%,69.66%,64.05%,41.52%,60.88%,56.57%
Operating Margin,10.51%,6.01%,-6.32%,-12.68%,-36.94%,-27.91%,-12.57%,-24.16%,-36.88%,-44.25%,-67.60%
Profit Margin,6.12%,5.42%,-20.61%,-12.33%,-34.42%,-29.71%,-10.47%,-25.00%,-43.09%,-48.18%,-68.08%
Free Cash Flow Margin,19.84%,14.31%,9.49%,-0.34%,-16.85%,-10.68%,-4.98%,-16.73%,-35.68%,-49.46%,-66.92%
EBITDA,74.4,50.24,4.36,-11.68,-61.5,-24.85,-11.01,-19.38,-23.76,-26.36,-32.01
EBITDA Margin,15.03%,11.27%,1.21%,-3.94%,-28.02%,-21.15%,-9.15%,-21.06%,-33.03%,-40.50%,-64.67%
D&A For EBITDA,22.37,23.46,27.19,25.93,19.59,7.94,4.12,2.85,2.77,2.44,1.45
EBIT,52.03,26.78,-22.83,-37.61,-81.09,-32.8,-15.13,-22.23,-26.54,-28.8,-33.47
EBIT Margin,10.51%,6.01%,-6.32%,-12.68%,-36.94%,-27.91%,-12.57%,-24.16%,-36.88%,-44.25%,-67.60%
Effective Tax Rate,2.23%,6.24%,-,-,-,-,-,-,-,-,-
Revenue as Reported,495.14,445.76,361.05,296.54,219.51,117.48,120.37,92.01,71.95,-,-
Advertising Expenses,-,-,-,-,-,-,-,-,-,5.1,5.37
