Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,90.96,174.96,127.11,218.04,293.48,507.14,79.45,77.12,218.38,39.85,30.74
Short-Term Investments,757.24,657.37,907.41,"1,118",571.93,962.55,335.91,387.17,187.85,138.48,-
Cash & Short-Term Investments,848.2,832.33,"1,035","1,336",865.41,"1,470",415.36,464.3,406.23,178.33,30.74
Cash Growth,1.39%,-19.54%,-22.58%,54.40%,-41.12%,253.84%,-10.54%,14.29%,127.79%,480.13%,-
Accounts Receivable,-,2.17,3.42,9.28,-,-,-,-,-,-,-
Other Receivables,1.9,-,-,-,1.23,5.67,-,-,0.46,0.44,-
Receivables,1.9,2.17,3.42,9.28,1.23,5.67,-,-,0.46,0.44,-
Prepaid Expenses,32.49,29.93,26.21,26.82,30.6,20.28,14.68,16.54,1.97,0.56,0.07
Other Current Assets,-,-,-,-,-,-,-,-,0.95,2.63,2.63
Total Current Assets,882.6,864.44,"1,064","1,372",897.23,"1,496",430.03,480.84,409.61,181.96,33.43
"Property, Plant & Equipment",123.21,125.63,71.64,74.52,69.61,73.46,80.66,25.16,14.92,15.26,3.17
Long-Term Investments,39.7,374.37,-,-,425.45,32.7,39.89,147.88,61.25,73.08,-
Other Long-Term Assets,10.11,9.74,18.14,13.4,11.87,2.46,2.66,8.11,0.94,0.77,0.08
Total Assets,"1,056","1,374","1,154","1,460","1,404","1,604",553.23,661.98,486.72,271.07,36.68
Accounts Payable,6.75,11.14,9.48,2.79,4.78,1.07,2.59,1.89,2.72,1.96,1.71
Accrued Expenses,51.58,64.91,61.24,59.37,47.71,42.46,20.35,18.47,10.53,6.44,1.62
Current Portion of Leases,9.24,12.03,7.26,7.32,5.45,4.69,3.67,-,-,-,-
Current Unearned Revenue,-,-,-,290.05,320.3,23.48,18.74,11.43,-,-,-
Other Current Liabilities,22.58,14.13,-,4.39,-,-,-,1,0.92,0.7,0.15
Total Current Liabilities,90.15,102.21,77.98,363.92,378.25,71.7,45.34,32.79,14.16,9.11,3.48
Long-Term Leases,35.24,42.29,44.98,53.03,58.55,64.18,68.87,-,-,-,-
Long-Term Unearned Revenue,-,-,-,0.48,4.69,317.17,43.75,57.35,-,-,-
Other Long-Term Liabilities,4.04,-,-,0.38,0.38,0.7,0.38,25,6.76,7.44,0.53
Total Liabilities,129.42,144.5,122.96,417.81,441.87,453.75,158.34,115.14,20.93,16.55,4.01
Common Stock,1.79,1.77,1.71,1.69,1.55,1.53,1.29,1.27,1.2,0.34,0.17
Additional Paid-In Capital,"2,846","2,765","2,145","2,019","1,608","1,504",818.8,774.16,656.66,9.39,1.06
Retained Earnings,"-1,923","-1,539","-1,116",-970.99,-645,-354.42,-425.55,-227.94,-191.7,-103.51,-16.86
Comprehensive Income & Other,1.1,2.02,0.64,-6.89,-2.5,-0.25,0.35,-0.65,-0.37,-0.37,-
Total Common Equity,926.2,"1,230","1,031","1,042",962.29,"1,151",394.89,546.85,465.8,-94.15,-15.63
Shareholders' Equity,926.2,"1,230","1,031","1,042",962.29,"1,151",394.89,546.85,465.8,254.52,32.67
Total Liabilities & Equity,"1,056","1,374","1,154","1,460","1,404","1,604",553.23,661.98,486.72,271.07,36.68
Total Debt,44.48,54.32,52.24,60.35,64.01,68.87,72.53,-,-,-,-
Net Cash (Debt),828.43,"1,137",982.27,"1,276","1,227","1,434",382.71,612.18,466.98,250.91,30.74
Net Cash Growth,-32.62%,15.79%,-23.01%,4.00%,-14.42%,274.57%,-37.48%,31.09%,86.11%,716.24%,-
Net Cash Per Share,4.84,6.92,7.15,10.16,10.10,12.72,4.00,6.61,31.21,39.05,10.22
Filing Date Shares Outstanding,146.66,145.22,139.16,136.68,122.83,120.98,105.42,95.29,94.43,8.6,4.26
Total Common Shares Outstanding,146.63,144.22,138.39,135.97,122.28,120.53,96.19,94.66,87.48,8.6,4.26
Working Capital,792.45,762.23,986.16,"1,008",518.99,"1,424",384.69,448.05,395.44,172.85,29.95
Book Value Per Share,6.32,8.53,7.45,7.67,7.87,9.55,4.11,5.78,5.32,-10.95,-3.67
Tangible Book Value,926.2,"1,230","1,031","1,042",962.29,"1,151",394.89,546.85,465.8,-94.15,-15.63
Tangible Book Value Per Share,6.32,8.53,7.45,7.67,7.87,9.55,4.11,5.78,5.32,-10.95,-3.67
Machinery,-,60.37,50.35,37.6,32.97,26.91,24.44,14.88,11.86,9.31,3.19
Leasehold Improvements,-,46.91,41.24,43.7,35.24,34.74,34.56,22.29,7.74,7.54,0.1
