Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,-,-,330.53,108.46,48.66,335.66,26.68,129.16,-,-,-
Revenue Growth (YoY),-,-,204.74%,122.89%,-85.50%,1158.19%,-79.34%,-,-,-,-
Cost of Revenue,420.66,396.44,423.88,358.73,265.35,212.62,193.38,143.18,74.46,75.7,-
Gross Profit,-420.66,-396.44,-93.35,-250.27,-216.69,123.04,-166.7,-14.02,-74.46,-75.7,-
"Selling, General & Admin",127.16,105.44,103.35,90.48,79.06,60.33,46.48,32.35,15.68,11.73,5.11
Research & Development,-,-,-,-,-,-,-,-,-,-,10.07
Operating Expenses,127.16,105.44,103.35,90.48,79.06,60.33,46.48,32.35,15.68,11.73,15.18
Operating Income,-547.82,-501.88,-196.7,-340.74,-295.75,62.72,-213.18,-46.37,-90.14,-87.43,-15.18
Interest Expense,-0.7,-0.3,-,-,-,-,-,-,-,-,-0.11
Interest & Investment Income,35.07,29.82,7.55,13.14,13.34,5.7,-,7.63,2.71,1.09,-
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0.2,-,-,-
Other Non Operating Income (Expenses),-,-,-,-,-,3.6,10.2,-,-,-,-
EBT Excluding Unusual Items,-513.45,-472.36,-189.15,-327.61,-282.41,72.01,-202.98,-38.95,-87.43,-86.35,-15.29
Gain (Loss) on Sale of Investments,14.78,35.12,43.95,1.64,-8.75,-0.06,5.02,2.71,-0.75,-0.3,-
Gain (Loss) on Sale of Assets,-,14.54,-,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-1.5
Pretax Income,-498.68,-422.71,-145.19,-325.97,-291.16,71.96,-197.97,-36.24,-88.19,-86.65,-16.79
Income Tax Expense,0.07,0.07,0.03,0.02,-0.58,0.82,-0.35,-,-,-,-
Net Income,-498.74,-422.77,-145.22,-325.99,-290.58,71.14,-197.61,-36.24,-88.19,-86.65,-16.79
Net Income to Common,-498.74,-422.77,-145.22,-325.99,-290.58,71.14,-197.61,-36.24,-88.19,-86.65,-16.79
Shares Outstanding (Basic),171,164,137,126,122,109,96,93,15,6,3
Shares Outstanding (Diluted),171,164,137,126,122,113,96,93,15,6,3
Shares Change (YoY),9.46%,19.73%,9.43%,3.30%,7.83%,17.88%,3.22%,518.96%,132.91%,113.70%,-
EPS (Basic),-2.91,-2.57,-1.06,-2.60,-2.39,0.65,-2.07,-0.39,-5.89,-13.49,-5.58
EPS (Diluted),-2.91,-2.57,-1.06,-2.60,-2.39,0.63,-2.07,-0.39,-5.89,-13.49,-5.58
Free Cash Flow,-410.85,-363.61,-370.93,-262.55,-219.89,413.06,-169.5,46.72,-79.51,-78.04,-18.11
Free Cash Flow Per Share,-2.40,-2.21,-2.70,-2.09,-1.81,3.67,-1.77,0.50,-5.31,-12.15,-6.03
Gross Margin,-,-,-28.24%,-230.74%,-,36.66%,-,-10.86%,-,-,-
Operating Margin,-,-,-59.51%,-314.16%,-607.78%,18.68%,-799.10%,-35.90%,-,-,-
Profit Margin,-,-,-43.94%,-300.56%,-597.15%,21.19%,-740.74%,-28.06%,-,-,-
Free Cash Flow Margin,-,-,-112.22%,-242.06%,-451.88%,123.06%,-635.34%,36.18%,-,-,-
EBITDA,-542.07,-500.79,-179.97,-330.36,-287.16,71.25,-205.19,-38.96,-87.06,-85.96,-15.06
EBITDA Margin,-,-,-54.45%,-,-,21.23%,-,-30.16%,-,-,-
D&A For EBITDA,5.75,1.09,16.73,10.38,8.59,8.53,7.99,7.42,3.08,1.47,0.12
EBIT,-547.82,-501.88,-196.7,-340.74,-295.75,62.72,-213.18,-46.37,-90.14,-87.43,-15.18
EBIT Margin,-,-,-59.51%,-,-,18.68%,-,-35.90%,-,-,-
Effective Tax Rate,-,-,-,-,-,1.14%,-,-,-,-,-
Revenue as Reported,-,-,330.53,108.46,48.66,335.66,26.68,129.16,-,-,-
