Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"1,303","1,031",813.8,"1,129","2,443","1,400",567.78,592.49,242.56,209.22,172.09
Investment Securities,"1,299","1,163","1,146",924.48,551.06,631.92,900.19,892.62,"1,326","2,196","1,244"
Trading Asset Securities,26.63,33.24,39.01,50.47,1.12,4.66,2.41,0.4,1.8,1.3,3.3
Mortgage-Backed Securities,668.88,708.57,814.77,898.16,897.78,737.39,888.34,657.72,573.49,336.29,"1,062"
Total Investments,"1,995","1,904","2,000","1,873","1,450","1,374","1,791","1,551","1,901","2,534","2,309"
Gross Loans,"20,105","19,376","19,548","18,254","16,342","15,644","15,075","13,996","12,870","11,201","10,163"
Allowance for Loan Losses,-186.65,-161.77,-154.56,-146.49,-136.16,-166.54,-123.22,-122.39,-123.28,-118.97,-138.96
Other Adjustments to Gross Loans,-14.99,-10.54,-10.72,-6.64,-4.32,-2.49,-0.63,-1.57,-3.25,-4.99,-8.26
Net Loans,"19,903","19,204","19,383","18,101","16,202","15,475","14,952","13,872","12,744","11,077","10,016"
"Property, Plant & Equipment",119.64,117.32,123.17,124.4,127.24,133.92,138.23,103.19,103.06,105.61,108.92
Goodwill,375.7,375.7,375.7,375.7,372.19,372.19,372.19,372.19,372.19,372.19,372.19
Other Intangible Assets,2.67,3.34,4.46,5.76,4.63,5.43,6.3,7.19,8.06,2.95,3.68
Loans Held for Sale,-,-,-,-,-,-,-,-,8,7.5,6.68
Accrued Interest Receivable,96.06,97.78,97.67,82.43,56.99,59.03,53.54,51.65,45.31,37.3,30.56
Other Receivables,-,37,33.7,16.7,41.1,19.5,9.6,9,7.2,14.6,28.9
Restricted Cash,5.5,8.9,15,33.6,6.59,21.2,26,7.8,4.5,8.8,8.04
Other Current Assets,7.73,14.06,3.26,2.37,8.11,13.75,10.69,22.71,13.48,12.18,40.34
Long-Term Deferred Tax Assets,-,119.61,97.4,101.49,58.34,64.29,57.44,75.79,75.34,71.2,90.56
Other Real Estate Owned & Foreclosed,32.98,23.07,19.44,4.07,4.37,4.92,10.24,12.67,9.44,20.07,24.7
Other Long-Term Assets,217.63,101.98,97.65,81.41,94.85,82.44,81.47,90.23,83.15,30.81,24.52
Total Assets,"24,076","23,055","23,082","21,948","20,887","19,043","18,094","16,785","15,640","14,521","13,254"
Interest Bearing Deposits,"11,152","10,653","10,322","10,108","10,710","9,702","8,528","7,870","7,855","7,259","6,694"
Institutional Deposits,"5,794","5,749","5,474","4,229","2,857","3,043","3,293","2,974","2,052","1,938","1,782"
Non-Interest Bearing Deposits,"3,575","3,284","3,529","4,169","4,492","3,365","2,871","2,857","2,783","2,478","2,033"
Total Deposits,"20,521","19,686","19,325","18,505","18,059","16,109","14,692","13,702","12,690","11,675","10,509"
Short-Term Borrowings,151.49,33.53,38.81,200.96,0.33,2.2,477.1,201.76,325.45,278.13,254.12
Current Portion of Long-Term Debt,-,60,540,-,-,-,-,-,100,-,-
Current Portion of Leases,10.72,10.24,-,-,-,-,-,-,-,-,-
Other Current Liabilities,7.73,14.06,3.26,2.37,8.11,13.75,10.69,22.71,13.48,12.18,40.34
Long-Term Debt,17.63,17.74,15.79,22.6,23.15,23.71,29.02,87.65,92.48,367.66,418.59
"Federal Home Loan Bank Debt, Long-Term",65,-,-,335,20,150,220,330,105,75,25
Long-Term Leases,22.36,20.61,34.8,32.52,30.69,33.48,35.87,-,-,-,-
Trust Preferred Securities,119.14,119.14,119.14,119.14,119.14,119.14,119.14,119.1,119.14,119.14,119.14
Other Long-Term Liabilities,258.16,247.46,267.72,256.07,180.22,173.3,215.73,199.31,221.44,165.39,140.07
Total Liabilities,"21,173","20,209","20,345","19,474","18,440","16,625","15,800","14,663","13,667","12,692","11,506"
Common Stock,0.92,0.92,0.91,0.91,0.91,0.91,0.9,0.9,0.89,0.88,0.87
Additional Paid-In Capital,998.88,993.96,987.95,981.12,972.47,964.73,950.47,942.06,932.87,895.48,880.82
Retained Earnings,"2,842","2,688","2,500","2,245","1,985","1,789","1,659","1,479","1,282","1,175","1,060"
Treasury Stock,-879.84,-751.92,-667.22,-650.55,-509.24,-342.13,-318.54,-282.24,-239.59,-239.59,-185.15
Comprehensive Income & Other,-59.7,-85.61,-85.42,-102.3,-3.07,5.31,2.3,-18.01,-2.51,-3.72,-8.43
Shareholders' Equity,"2,902","2,846","2,737","2,474","2,446","2,418","2,294","2,122","1,973","1,829","1,748"
Total Liabilities & Equity,"24,076","23,055","23,082","21,948","20,887","19,043","18,094","16,785","15,640","14,521","13,254"
Total Debt,386.33,261.26,748.53,710.22,193.3,328.53,881.13,738.51,742.07,839.93,816.85
Net Cash (Debt),942.85,802.6,104.28,469.05,"2,251","1,076",-310.94,-145.62,-497.71,-629.41,-641.46
Net Cash Growth,-14.06%,669.63%,-77.77%,-79.16%,109.19%,-,-,-,-,-,-
Net Cash Per Share,13.41,11.10,1.43,6.28,28.65,13.49,-3.87,-1.78,-6.14,-7.87,-7.89
Filing Date Shares Outstanding,68.04,70.29,72.67,72.56,75.29,79.51,79.65,80.48,81.12,79.62,79.6
Total Common Shares Outstanding,68.29,70.86,72.67,72.74,75.75,79.51,79.73,80.5,80.89,79.61,80.81
Book Value Per Share,42.50,40.16,37.66,34.01,32.29,30.41,28.78,26.36,24.39,22.97,21.63
Tangible Book Value,"2,524","2,467","2,356","2,093","2,069","2,041","1,916","1,742","1,593","1,453","1,372"
Tangible Book Value Per Share,36.96,34.81,32.43,28.77,27.32,25.66,24.03,21.65,19.69,18.26,16.98
