Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,771.59,594.16,416.89,392.7,424.01,299.87,226.2,157.7,157.71,146.21,165.76
Revenue Growth (YoY),41.07%,42.52%,6.16%,-7.38%,41.39%,32.57%,43.44%,-0.01%,7.87%,-11.80%,-37.54%
Cost of Revenue,358.51,342.89,290.88,267.01,235.67,177.99,177.94,140.43,131.3,115.2,151.58
Gross Profit,413.08,251.27,126.02,125.69,188.34,121.88,48.26,17.28,26.41,31.01,14.18
"Selling, General & Admin",43.25,34.32,28.24,25.27,21.65,20.24,14.25,16.83,17.53,16.34,9.67
Other Operating Expenses,7.2,5.97,4.95,4.33,5.56,1.24,2.33,0.75,1.3,1.18,1.57
Operating Expenses,60.64,54.25,44.98,42.07,35.02,26.86,20.11,-11.1,16.49,18.16,15.57
Operating Income,352.43,197.02,81.04,83.62,153.32,95.02,28.15,28.37,9.92,12.85,-1.39
Interest Expense,-29.03,-31.21,-19.58,-7.65,-6.43,-7.39,-4.6,-2.29,-2.19,-1.09,-2.53
Interest & Investment Income,8.05,5.38,4.63,1.24,1.53,-,-,-,-,-,-
Earnings From Equity Investments,-,-,-1.89,-,-,-,-,-,-,-,-
Currency Exchange Gain (Loss),-6.95,-12.27,-0.06,2.97,-1.65,-8.39,-2.67,-16.45,-0.11,-0.87,4.92
Other Non Operating Income (Expenses),-258.89,-107.84,-31.33,-1.63,-0.46,-5.79,-4.21,0.39,3.12,-3.6,-3.53
EBT Excluding Unusual Items,65.62,51.09,32.8,78.55,146.31,73.45,16.67,10.03,10.74,7.3,-2.52
Merger & Restructuring Charges,-,-,-,-,-,-0.37,-,-0.65,-1.67,-,-
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,19.89,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,4.96,0.77,1.51,3.12
Asset Writedown,-,-,-,-,-,-,-,21.17,5.88,-,-4.68
Legal Settlements,-,-,-,-,-,-,-,-,-,-,0.35
Other Unusual Items,1.33,1.33,5.51,3.45,1.59,2.4,-,21.86,-,-,-
Pretax Income,66.95,52.42,38.31,81.99,147.9,75.48,16.67,57.37,15.73,28.69,-3.73
Income Tax Expense,109.78,82.69,6.43,25.74,55.24,7.01,-8.22,5.41,5.55,9.67,10.75
Earnings From Continuing Operations,-42.83,-30.27,31.88,56.25,92.66,68.48,24.89,51.97,10.18,19.02,-14.48
Earnings From Discontinued Operations,-,-,-,10.25,-49.16,-,-,-,-,-,-
Net Income,-42.83,-30.27,31.88,66.5,43.5,68.48,24.89,51.97,10.18,19.02,-14.48
Net Income to Common,-42.83,-30.27,31.88,66.5,43.5,68.48,24.89,51.97,10.18,19.02,-14.48
Net Income Growth,-,-,-52.06%,52.85%,-36.47%,175.15%,-52.11%,410.42%,-46.47%,-,-
Shares Outstanding (Basic),75,72,72,72,72,68,65,62,50,45,39
Shares Outstanding (Diluted),75,72,73,73,72,69,66,63,51,46,39
Shares Change (YoY),4.21%,-0.55%,-0.06%,0.25%,4.79%,4.90%,4.53%,23.30%,11.26%,17.51%,14.14%
EPS (Basic),-0.57,-0.42,0.44,0.92,0.60,1.01,0.38,0.84,0.20,0.42,-0.37
EPS (Diluted),-0.57,-0.42,0.44,0.91,0.60,0.99,0.38,0.82,0.20,0.41,-0.37
EPS Growth,-,-,-51.71%,51.85%,-39.39%,160.53%,-53.88%,313.45%,-51.84%,-,-
Free Cash Flow,79.72,41.66,28.85,-7,51.72,38.39,10.34,-20.23,-2.27,9.66,9.24
Free Cash Flow Per Share,1.06,0.58,0.40,-0.10,0.71,0.56,0.16,-0.32,-0.04,0.21,0.24
Dividend Per Share,1.460,0.840,0.390,0.280,0.350,0.830,-,-,-,-,-
Dividend Growth,73.81%,115.39%,39.29%,-20.00%,-57.83%,-,-,-,-,-,-
Gross Margin,53.54%,42.29%,30.23%,32.01%,44.42%,40.64%,21.34%,10.95%,16.75%,21.21%,8.55%
Operating Margin,45.68%,33.16%,19.44%,21.30%,36.16%,31.69%,12.45%,17.99%,6.29%,8.79%,-0.84%
Profit Margin,-5.55%,-5.10%,7.65%,16.93%,10.26%,22.84%,11.00%,32.95%,6.46%,13.01%,-8.73%
Free Cash Flow Margin,10.33%,7.01%,6.92%,-1.78%,12.20%,12.80%,4.57%,-12.83%,-1.44%,6.61%,5.57%
EBITDA,409.74,259.75,129.57,128.18,189.33,119.93,52.36,44.34,22.82,23.14,10.16
EBITDA Margin,53.10%,43.72%,31.08%,32.64%,44.65%,39.99%,23.15%,28.12%,14.47%,15.82%,6.13%
D&A For EBITDA,57.31,62.73,48.53,44.56,36.01,24.91,24.21,15.97,12.9,10.29,11.54
EBIT,352.43,197.02,81.04,83.62,153.32,95.02,28.15,28.37,9.92,12.85,-1.39
EBIT Margin,45.68%,33.16%,19.44%,21.30%,36.16%,31.69%,12.45%,17.99%,6.29%,8.79%,-0.84%
Effective Tax Rate,163.98%,157.75%,16.78%,31.40%,37.35%,9.28%,-,9.42%,35.29%,33.71%,-
