Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"3,544","6,220","4,246","3,439","1,956",902,805,602,767,316,106
Market Cap Growth,-53.33%,46.48%,23.46%,75.88%,116.78%,12.06%,33.72%,-21.52%,142.64%,197.16%,-
Enterprise Value,"3,719","5,975","4,250","3,367","2,060","1,039",925,764,967,561,438
Last Close Price,52.50,89.46,62.00,50.96,28.89,13.49,20.51,15.65,20.45,8.60,3.38
PE Ratio,22.34,19.91,13.00,122.54,-,-,25.42,14.86,6.22,11.81,-
Forward PE,10.58,13.87,10.51,12.47,38.18,80.92,16.17,17.70,16.83,12.38,6.18
PS Ratio,2.35,4.06,3.28,3.68,4.60,2.66,2.32,1.75,2.32,1.05,0.36
PB Ratio,3.11,5.72,5.21,7.69,4.21,1.75,7.02,8.48,32.93,-2.97,-0.57
P/TBV Ratio,24.94,7.19,7.05,48.67,35.73,11.34,8.79,13.04,-,-,-
P/FCF Ratio,8.41,15.09,19.90,1001.59,46.81,230.01,13.80,14.66,20.60,7.48,12.35
P/OCF Ratio,7.61,11.42,13.91,12.21,36.27,55.02,10.01,9.84,14.00,6.37,4.89
PEG Ratio,2.26,1.63,0.70,0.71,1.64,6.47,1.85,2.02,0.89,2.48,1.24
EV/Sales Ratio,2.44,3.90,3.28,3.60,4.84,3.06,2.66,2.23,2.92,1.86,1.49
EV/EBITDA Ratio,9.11,11.70,7.68,40.02,-,29.61,14.21,9.75,13.61,8.20,7.05
EV/EBIT Ratio,10.82,13.40,8.61,93.01,-,99.88,17.90,11.85,18.65,11.18,10.31
EV/FCF Ratio,8.98,14.49,19.92,980.39,49.31,264.91,15.85,18.61,25.98,13.28,50.92
Debt / Equity Ratio,0.55,0.57,0.76,1.31,0.42,0.47,1.70,3.75,11.51,-2.61,-1.91
Debt / EBITDA Ratio,1.46,1.18,1.10,6.64,-,6.52,2.98,3.40,3.77,4.06,5.69
Debt / FCF Ratio,1.50,1.51,2.90,170.56,4.63,60.93,3.35,6.49,7.20,6.58,41.05
Asset Turnover,0.71,0.85,0.87,0.86,0.49,0.53,0.82,0.83,1.04,1.21,1.21
Inventory Turnover,8.67,8.26,9.34,10.01,6.70,6.18,5.55,5.70,7.74,9.87,10.12
Quick Ratio,2.21,5.13,5.33,2.54,2.08,1.66,2.06,2.98,2.49,2.01,1.86
Current Ratio,2.67,5.52,5.80,2.74,2.61,2.29,2.62,3.70,3.16,2.53,2.53
Return on Equity (ROE),14.59%,32.82%,51.73%,6.16%,-14.57%,-4.29%,34.12%,85.94%,-,-,-
Return on Assets (ROA),9.93%,15.35%,20.75%,2.07%,-4.80%,1.02%,7.63%,9.79%,10.13%,12.59%,10.95%
Return on Capital (ROIC),12.13%,17.73%,24.99%,2.68%,-5.90%,1.22%,9.98%,12.82%,14.00%,18.47%,16.12%
Return on Capital Employed (ROCE),17.80%,25.60%,33.70%,3.40%,-8.60%,1.30%,15.20%,16.70%,15.40%,23.70%,20.60%
Earnings Yield,4.82%,5.02%,7.69%,0.82%,-3.65%,-1.49%,3.93%,6.73%,16.09%,8.47%,-13.86%
FCF Yield,11.89%,6.63%,5.03%,0.10%,2.14%,0.43%,7.25%,6.82%,4.86%,13.36%,8.09%
Buyback Yield / Dilution,1.56%,-2.01%,0.61%,-4.72%,-24.66%,-34.95%,-1.55%,-1.57%,-19.10%,-33.62%,-35.17%
