Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"4,850","4,918","3,637","3,417","1,503",901.07,"1,818","2,188","1,206",648.1,720.15
Revenue Growth (YoY),9.04%,35.23%,6.42%,127.35%,66.81%,-50.44%,-16.91%,81.51%,86.02%,-10.01%,-42.96%
Cost of Revenue,"2,348","2,504","1,600","1,257",706.57,563.34,966.39,928.52,422.31,205.49,207.07
Gross Profit,"2,502","2,413","2,036","2,160",796.53,337.73,851.81,"1,260",783.28,442.61,513.08
"Selling, General & Admin",-22.4,116.29,126.32,209.3,80.69,159.5,128.6,121.35,91.8,89.34,89.55
Other Operating Expenses,-65.48,-12.56,-63.18,208.13,589.64,-142.29,106.31,-28.46,71.66,105.32,-210.38
Operating Expenses,"1,365","1,219",668.07,789.63,799.52,"5,106","1,019","1,141",712.74,677.46,412.97
Operating Income,"1,137","1,195","1,368","1,370",-3,"-4,768",-166.78,118.88,70.54,-234.85,100.11
Interest Expense,-70.9,-56.52,-28.63,-29.35,-30.81,-143.86,-159.29,-159.09,-146.84,-140.31,-149.65
Earnings From Equity Investments,17.53,51.28,21.33,34.37,-,-,-,-,-,-,-
Other Non Operating Income (Expenses),7.49,5.05,9.96,2.9,-1.01,0.87,0.57,0.12,-1.33,0.16,-2.94
EBT Excluding Unusual Items,"1,091","1,194","1,371","1,378",-34.81,"-4,911",-325.5,-40.08,-77.63,-374.99,-52.48
Merger & Restructuring Charges,-169.6,-89.3,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,7.9,17.09,-2.76,4.87,222.81,10.41,-4.46,28.59,1.77,-1.3,-
Asset Writedown,-0,-9.84,-28.96,0.34,-0.01,-24.75,-4.87,-,-,-,-
Legal Settlements,-,-,-,-,-,-22.75,-20,-,-,-,-
Other Unusual Items,-3.49,-,-,-,-,748.5,3.93,-13.85,-,4.74,-3.9
Pretax Income,386.89,"1,112","1,339","1,384",187.99,"-4,199",-350.9,-25.34,-75.86,-371.55,-56.37
Income Tax Expense,216.25,263.81,315.25,-46.88,-0.97,-266.41,-32.72,-5.84,-203.3,-128.54,-16.12
Earnings From Continuing Operations,170.64,848.63,"1,024","1,430",188.96,"-3,933",-318.18,-19.5,127.45,-243.02,-40.25
Earnings From Discontinued Operations,-,-,-,425.7,130.64,242.72,189.94,-,-,-,-
Net Income to Company,170.64,848.63,"1,024","1,856",319.6,"-3,690",-128.24,-19.5,127.45,-243.02,-40.25
Minority Interest in Earnings,-,-,-,-,-,-,-,-15.8,-3.65,-,-
Net Income,170.64,848.63,"1,024","1,856",319.6,"-3,690",-128.24,-35.3,123.8,-243.02,-40.25
Preferred Dividends & Other Adjustments,2.15,3.44,3.37,0.18,-,-,-,-,-,-,-
Net Income to Common,168.49,845.19,"1,020","1,856",319.6,"-3,690",-128.24,-35.3,123.8,-243.02,-40.25
Net Income Growth,-81.84%,-17.11%,-44.84%,480.77%,-,-,-,-,-,-,-
Shares Outstanding (Basic),57,52,41,30,20,283,315,307,235,184,130
Shares Outstanding (Diluted),57,53,43,32,21,283,315,307,238,184,130
Shares Change (YoY),15.45%,21.55%,34.56%,56.19%,-92.72%,-10.01%,2.45%,29.26%,29.55%,41.04%,29.71%
EPS (Basic),2.96,16.32,24.59,60.86,16.15,-13.02,-0.41,-0.11,0.53,-1.32,-0.31
EPS (Diluted),2.96,16.02,23.51,57.55,15.48,-13.02,-0.41,-0.11,0.52,-1.32,-0.31
EPS Growth,-84.40%,-31.86%,-59.14%,271.83%,-,-,-,-,-,-,-
Free Cash Flow,855.61,918.15,914.18,"1,393",701.32,-43.62,23.63,-152.54,-139.47,-198.24,-488.85
Free Cash Flow Per Share,15.01,17.41,21.07,43.18,33.97,-0.15,0.07,-0.50,-0.59,-1.08,-3.75
Dividend Per Share,5.200,8.200,10.330,13.245,4.835,0.375,-,-,-,-,-
Dividend Growth,-48.77%,-20.62%,-22.01%,173.94%,1189.33%,-,-,-,-,-,-
Gross Margin,51.58%,49.08%,55.99%,63.21%,52.99%,37.48%,46.85%,57.57%,64.97%,68.29%,71.25%
Operating Margin,23.45%,24.29%,37.62%,40.10%,-0.20%,-529.13%,-9.17%,5.43%,5.85%,-36.24%,13.90%
Profit Margin,3.47%,17.19%,28.06%,54.31%,21.26%,-409.54%,-7.05%,-1.61%,10.27%,-37.50%,-5.59%
Free Cash Flow Margin,17.64%,18.67%,25.14%,40.76%,46.66%,-4.84%,1.30%,-6.97%,-11.57%,-30.59%,-67.88%
EBITDA,"2,590","2,302","1,967","1,740",123.44,317.78,610.25,756.08,608.23,246.17,631.54
EBITDA Margin,53.39%,46.82%,54.08%,50.92%,8.21%,35.27%,33.56%,34.55%,50.45%,37.98%,87.70%
D&A For EBITDA,"1,452","1,108",598.56,369.66,126.44,"5,086",777.03,637.2,537.69,481.02,531.43
EBIT,"1,137","1,195","1,368","1,370",-3,"-4,768",-166.78,118.88,70.54,-234.85,100.11
EBIT Margin,23.45%,24.29%,37.62%,40.10%,-0.20%,-,-9.17%,5.43%,5.85%,-36.24%,13.90%
Effective Tax Rate,55.89%,23.71%,23.54%,-,-,-,-,-,-,-,-
Revenue as Reported,"5,162","5,251","3,897","3,647","1,580",952.45,"1,931","2,322","1,294",704.67,789.74
