Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,629.21,36.95,318,593.15,172.11,10.71,20.02,22.19,16.72,11.23,9.73
Cash & Short-Term Investments,629.21,36.95,318,593.15,172.11,10.71,20.02,22.19,16.72,11.23,9.73
Cash Growth,1108.85%,-88.38%,-46.39%,244.63%,1507.19%,-46.51%,-9.78%,32.71%,48.94%,15.38%,-78.76%
Accounts Receivable,932.97,"1,015",735.54,653.97,308.04,159.76,275.37,244.02,239.89,135.76,96.5
Other Receivables,277.36,283.7,207.57,127.77,69.16,42.48,95.81,143.58,131.49,68.58,100.91
Receivables,"1,210","1,299",943.11,781.74,377.2,202.24,371.18,387.6,371.38,204.34,197.41
Inventory,108.5,94.3,72.57,54.41,28.96,21.62,35.26,33.13,19.37,10.65,11.07
Prepaid Expenses,27.74,30.88,42.45,17.62,6.02,5.82,10.01,11,7.63,7.62,7.33
Restricted Cash,-,-,-,-,-,4.37,-,-,-,-,-
Other Current Assets,88.38,118.02,48.42,35.59,"1,031",26.86,0.88,100.24,0.54,4.72,139.75
Total Current Assets,"2,064","1,579","1,425","1,483","1,615",271.62,437.35,554.16,415.63,238.55,365.29
"Property, Plant & Equipment","10,796","10,729","5,339","4,737","1,337",855.11,"7,003","7,027","6,173","5,920","5,218"
Long-Term Investments,124.56,142.2,100.17,130.58,-,-,-,-,-,-,-
Goodwill,-,530.62,-,-,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,-,-,-,200.23,-,-,-,-,-,-,-
Other Long-Term Assets,112.2,50.68,62.66,80.75,74.01,"1,032",59.33,44.88,33.81,20.52,65.85
Total Assets,"13,097","13,032","6,926","6,631","3,027","2,159","7,499","7,626","6,623","6,179","5,649"
Accounts Payable,61.63,68.75,34.45,29.06,2.14,2.56,17.95,20.17,13.37,4.65,9.98
Accrued Expenses,"1,168","1,195",942.31,668.21,276.59,150.97,344.02,294.62,274.6,173.12,173.3
Current Portion of Leases,24.62,39.29,14.17,10.95,8.9,3.27,8.6,-,-,-,-
Other Current Liabilities,273.07,381.16,174.52,653.12,937.57,184.43,232.33,296.99,343.31,203.35,187.29
Total Current Liabilities,"1,528","1,684","1,165","1,361","1,225",341.23,602.88,611.78,631.28,381.12,370.57
Long-Term Debt,"1,479",842.6,395.9,394.21,392.52,260,"2,712","2,735","2,098","2,297","2,303"
Long-Term Leases,5.77,18.8,20.55,14.06,6.9,2.98,21.87,-,-,-,-
Long-Term Deferred Tax Liabilities,"1,603","1,496",95.32,-,0.01,0.98,267.36,300.06,305.92,513.53,608.16
Other Long-Term Liabilities,407.88,287.92,172.3,181.69,180.58,541.1,58.49,60.16,74.54,63.62,48.73
Total Liabilities,"5,023","4,330","1,850","1,951","1,805","1,146","3,662","3,707","3,109","3,255","3,330"
Common Stock,0.68,0.67,0.46,0.44,0.2,0.2,3.19,3.16,2.67,2.33,1.38
Additional Paid-In Capital,"7,333","7,336","3,609","3,486",863.01,965.65,"3,112","3,078","2,677","2,345","1,497"
Retained Earnings,"2,034","2,302","1,961","1,445",269.69,-49.91,554.45,682.69,717.99,591.51,834.52
Treasury Stock,"-1,294",-936.16,-493.29,-251.95,-100,-,-33.88,-29.03,-22.18,-15.95,-13.62
Total Common Equity,"8,074","8,702","5,077","4,680","1,033",915.94,"3,636","3,735","3,376","2,923","2,319"
Minority Interest,-,-,-,-,188.67,96.8,200.94,184.3,137.89,-,-
Shareholders' Equity,"8,074","8,702","5,077","4,680","1,222","1,013","3,837","3,919","3,514","2,923","2,319"
Total Liabilities & Equity,"13,097","13,032","6,926","6,631","3,027","2,159","7,499","7,626","6,623","6,179","5,649"
Total Debt,"1,509",900.7,430.62,419.22,408.33,266.25,"2,742","2,735","2,098","2,297","2,303"
Net Cash (Debt),-880.01,-863.75,-112.63,173.93,-236.22,-255.54,"-2,722","-2,713","-2,081","-2,286","-2,293"
Net Cash Per Share,-15.44,-16.37,-2.60,5.39,-11.44,-0.90,-8.64,-8.82,-8.75,-12.45,-17.61
Filing Date Shares Outstanding,56.87,59.63,41.44,41.63,19.38,20.09,323.93,321.79,317.6,237.48,180.56
Total Common Shares Outstanding,56.87,60.07,41.25,41.48,19.28,20.09,321.23,318.38,269.3,236.34,139.08
Working Capital,536.4,-104.86,259.09,121.18,390.25,-69.61,-165.53,-57.62,-215.65,-142.57,-5.28
Book Value Per Share,141.98,144.87,123.07,112.83,53.58,45.59,11.32,11.73,12.54,12.37,16.68
Tangible Book Value,"8,074","8,172","5,077","4,680","1,033",915.94,"3,636","3,735","3,376","2,923","2,319"
Tangible Book Value Per Share,141.98,136.03,123.07,112.83,53.58,45.59,11.32,11.73,12.54,12.37,16.68
