Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '11Dec 31, 2011","Dec '10Dec 31, 2010"
Revenue,0.55,0.37,0.36,0.14,-,-,-,-,-,3.48,3.86
Revenue Growth (YoY),41.45%,4.19%,163.23%,-,-,-,-,-,-,-9.89%,-30.53%
Cost of Revenue,0.35,0.26,0.2,0.06,-,-,-,-,-,2.25,2.45
Gross Profit,0.2,0.11,0.16,0.08,-,-,-,-,-,1.23,1.41
"Selling, General & Admin",19.75,14.73,17.51,23.5,7.76,4.63,1.44,1.37,0.18,1.34,2.15
Research & Development,18.23,11.32,8.89,5.22,9.37,1.54,0.89,0.25,-,-,-
Operating Expenses,37.97,26.05,26.41,28.72,17.13,17.34,2.55,5.8,0.18,1.34,2.34
Operating Income,-37.78,-25.94,-26.24,-28.65,-17.13,-17.34,-2.55,-5.8,-0.18,-0.11,-0.93
Interest Expense,-2.15,-2.5,-1.6,-0.77,-10.99,-8.81,-5.84,-4.17,-,-0.04,-0.07
Interest & Investment Income,7.33,0.42,0.3,0.05,0.01,0,0.01,-,-,0,0
Other Non Operating Income (Expenses),-35.75,-40.53,0.53,3.39,-,1,-,0.09,-,-,-
EBT Excluding Unusual Items,-68.36,-68.54,-27.02,-25.98,-28.12,-25.16,-8.38,-9.88,-0.18,-0.15,-1
Asset Writedown,-,-,-,-,-,-,-,-0.63,-,-,-
Legal Settlements,-,-,-,-,-,0.43,-,-,-,0.28,0
Other Unusual Items,-,-,-,-,0.22,-,-,-,-,-,-
Pretax Income,-68.36,-68.54,-27.02,-25.98,-27.9,-24.73,-8.38,-10.51,-0.18,0.13,-1
Net Income,-68.36,-68.54,-27.02,-25.98,-27.9,-24.73,-8.38,-10.51,-0.18,0.13,-1
Preferred Dividends & Other Adjustments,-,-,0.86,0.89,-,-,-,-,-,-,-
Net Income to Common,-68.36,-68.54,-27.88,-26.87,-27.9,-24.73,-8.38,-10.51,-0.18,0.13,-1
Shares Outstanding (Basic),136,94,67,37,29,28,7,5,1,0,0
Shares Outstanding (Diluted),136,94,67,37,29,28,7,5,1,0,0
Shares Change (YoY),60.05%,40.94%,81.60%,25.80%,4.26%,279.87%,55.84%,400.58%,169.25%,-,-
EPS (Basic),-0.50,-0.73,-0.42,-0.73,-0.96,-0.88,-1.14,-2.22,-0.19,0.38,-2.86
EPS (Diluted),-0.51,-0.73,-0.42,-0.73,-0.96,-0.88,-1.14,-2.22,-0.19,0.38,-2.86
Free Cash Flow,-31.45,-22.25,-20.43,-16.25,-6.84,-11.55,-2.27,-2.37,-,-0.01,-0.19
Free Cash Flow Per Share,-0.23,-0.24,-0.31,-0.44,-0.23,-0.41,-0.31,-0.50,-,-0.02,-0.53
Gross Margin,36.45%,30.03%,45.25%,55.15%,-,-,-,-,-,35.45%,36.45%
Operating Margin,-6918.50%,-6953.62%,-7330.45%,-21062.50%,-,-,-,-,-,-3.09%,-24.19%
Profit Margin,-12519.23%,-18375.87%,-7788.55%,-19755.15%,-,-,-,-,-,3.78%,-25.93%
Free Cash Flow Margin,-5760.44%,-5964.88%,-5705.87%,-11947.06%,-,-,-,-,-,-0.22%,-4.85%
EBITDA,-33.48,-22.14,-22.94,-26.78,-17.12,-17.34,-2.55,-5.8,-,-0.1,-0.93
EBITDA Margin,-,-,-,-,-,-,-,-,-,-2.99%,-24.04%
D&A For EBITDA,4.29,3.8,3.31,1.86,0.01,0.01,0,0,-,0,0.01
EBIT,-37.78,-25.94,-26.24,-28.65,-17.13,-17.34,-2.55,-5.8,-0.18,-0.11,-0.93
EBIT Margin,-,-,-,-,-,-,-,-,-,-3.09%,-24.19%
Advertising Expenses,-,-,-,-,-,-,-,-,-,0.15,0.58
