Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,839.26,817.1,752.55,718.3,698.95,688.25,510.35,434.41,392.18,366.39,300.45
Other Revenue,-,-,-,-,-,0.88,1,1.16,1.24,1.34,2.64
Revenue,839.26,817.1,752.55,718.3,698.95,689.13,511.35,435.57,393.42,367.73,303.1
Revenue Growth (YoY),3.36%,8.58%,4.77%,2.77%,1.43%,34.77%,17.40%,10.71%,6.99%,21.32%,15.74%
Cost of Revenue,318.39,307.66,269.63,235.07,213.39,190.98,157.87,132.98,122.36,113.9,99.77
Gross Profit,520.87,509.44,482.92,483.23,485.56,498.15,353.48,302.58,271.06,253.83,203.33
"Selling, General & Admin",95.47,94.75,97.34,94.97,94.85,87.41,75.74,66.92,52.17,46.01,36.88
Operating Expenses,171.1,168.57,167.9,156.42,148.3,123.4,102.6,90,71.45,63.85,55.43
Operating Income,349.77,340.87,315.02,326.81,337.26,374.74,250.88,212.58,199.62,189.99,147.9
Interest Expense,-0.84,-1.6,-1.98,-0.7,-0.84,-1.14,-,-,-,-,-
Interest & Investment Income,25.67,26.05,22.43,5.04,0.4,2.45,8.06,6.11,3.62,2.14,-
Earnings From Equity Investments,0.79,1.4,0.74,1.13,-,-,-,-,-,-,-
Currency Exchange Gain (Loss),-0.24,-1.69,2.12,-0.89,-,-,-,-,-,-,-
Other Non Operating Income (Expenses),2.13,-4.47,-5.62,6.9,-2.9,-1.69,-1.52,-0.61,-1.47,-0.52,-
EBT Excluding Unusual Items,377.28,360.55,332.7,338.29,333.92,374.36,257.42,218.09,201.77,191.6,147.9
Pretax Income,371.8,360.55,332.7,338.29,333.92,374.36,257.42,218.09,201.77,191.6,147.9
Income Tax Expense,152.15,86.37,74.65,88.06,76.04,74.98,52.52,45.23,53.68,65.43,51.86
Net Income,219.53,274.18,258.06,250.22,257.89,299.38,204.9,172.85,148.09,126.17,96.04
Net Income to Common,219.53,274.18,258.06,250.22,257.89,299.38,204.9,172.85,148.09,126.17,96.04
Net Income Growth,-21.22%,6.25%,3.13%,-2.97%,-13.86%,46.11%,18.54%,16.72%,17.37%,31.38%,28.38%
Shares Outstanding (Basic),37,38,38,37,38,37,37,37,37,37,37
Shares Outstanding (Diluted),37,38,38,38,38,38,38,38,38,38,38
Shares Change (YoY),-0.95%,0.05%,0.03%,-1.19%,-0.12%,0.50%,0.27%,-0.48%,0.80%,0.27%,-0.66%
EPS (Basic),5.89,7.29,6.87,6.68,6.88,8.01,5.53,4.68,4.02,3.42,2.62
EPS (Diluted),5.87,7.28,6.85,6.65,6.77,7.85,5.40,4.57,3.89,3.34,2.55
EPS Growth,-20.53%,6.28%,3.01%,-1.77%,-13.76%,45.37%,18.16%,17.48%,16.47%,30.98%,29.44%
Free Cash Flow,394.91,375.3,324.44,276.09,264.6,389.48,253.64,188.03,155.95,83.36,119.71
Free Cash Flow Per Share,10.57,9.96,8.62,7.33,6.95,10.21,6.68,4.97,4.10,2.21,3.18
Dividend Per Share,3.020,2.960,2.880,2.800,2.640,2.400,2.040,1.680,1.320,1.040,0.800
Dividend Growth,2.72%,2.78%,2.86%,6.06%,10.00%,17.65%,21.43%,27.27%,26.92%,30.00%,25.00%
Gross Margin,62.06%,62.35%,64.17%,67.27%,69.47%,72.29%,69.13%,69.47%,68.90%,69.03%,67.08%
Operating Margin,41.68%,41.72%,41.86%,45.50%,48.25%,54.38%,49.06%,48.81%,50.74%,51.66%,48.80%
Profit Margin,26.16%,33.56%,34.29%,34.84%,36.90%,43.44%,40.07%,39.68%,37.64%,34.31%,31.69%
Free Cash Flow Margin,47.05%,45.93%,43.11%,38.44%,37.86%,56.52%,49.60%,43.17%,39.64%,22.67%,39.50%
EBITDA,425.4,414.69,385.58,388.26,390.71,410.74,277.74,235.66,218.89,207.82,166.44
EBITDA Margin,50.69%,50.75%,51.24%,54.05%,55.90%,59.60%,54.32%,54.11%,55.64%,56.52%,54.91%
D&A For EBITDA,75.63,73.82,70.56,61.45,53.45,36,26.86,23.08,19.27,17.84,18.54
EBIT,349.77,340.87,315.02,326.81,337.26,374.74,250.88,212.58,199.62,189.99,147.9
EBIT Margin,41.68%,41.72%,41.86%,45.50%,48.25%,54.38%,49.06%,48.81%,50.74%,51.66%,48.80%
Effective Tax Rate,40.92%,23.95%,22.44%,26.03%,22.77%,20.03%,20.40%,20.74%,26.60%,34.15%,35.07%
Revenue as Reported,839.26,817.1,752.55,718.3,698.95,689.13,511.35,435.57,393.42,367.73,303.1
