Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,49.05,55.25,22.76,24.3,6.26,20.97,0,0.05,-,2.29,8.45
Cash & Short-Term Investments,49.05,55.25,22.76,24.3,6.26,20.97,0,0.05,-,2.29,8.45
Cash Growth,21.23%,142.78%,-6.33%,288.43%,-70.17%,698833.33%,-94.44%,-,-,-72.86%,28.72%
Accounts Receivable,101.24,90.42,82.53,93.51,67.82,60.7,105.21,89.4,68.66,60.34,70.53
Other Receivables,6.35,0.99,0.55,0.56,4.28,3.71,1.06,0.97,11.58,15.63,5.27
Receivables,107.59,91.41,83.08,94.07,72.09,64.4,106.26,90.37,80.24,75.96,75.8
Inventory,152.22,93.87,84.95,120.56,142.19,108.21,108.84,105.61,86.72,100.55,162.1
Prepaid Expenses,5.04,6.4,8.52,12.34,5.41,4.7,5.52,5.99,3.71,4.07,2.58
Restricted Cash,3.68,3.24,3.84,3.6,3.48,3.3,-,-,-,-,-
Other Current Assets,1.29,4.17,2.24,0.4,0.8,1.1,1.9,14,0.09,1.07,0.13
Total Current Assets,318.87,254.34,205.38,255.27,230.23,202.69,222.52,216.03,170.76,183.95,249.04
"Property, Plant & Equipment",75.59,38.68,42.07,27.13,30.89,37.29,43.87,24.27,18.96,20.13,22.81
Goodwill,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84
Other Intangible Assets,1.53,2.45,3.91,5.66,7.78,10.32,13.37,17.01,21.49,26.03,31.75
Long-Term Deferred Tax Assets,19.52,-,-,-,-,-,-,-,-,-,17.66
Other Long-Term Assets,13.6,2.88,3.1,2.02,1.8,3.85,4.07,2.74,5.97,4.68,2.75
Total Assets,458.95,328.18,284.3,319.91,300.54,283.98,313.67,289.88,247.02,264.62,353.84
Accounts Payable,83.59,58.21,67.36,76.43,93.26,31.55,75.84,85.22,51.23,53.59,79.82
Accrued Expenses,28.03,19.77,14.04,16.71,12.28,7.81,13.18,14.9,10.79,10.07,9.74
Short-Term Debt,0.73,25.69,94.82,75.61,25,-,-,-,-,-,-
Current Portion of Long-Term Debt,0.04,95.05,50.14,130.13,130.11,130.11,39.53,54.61,37.06,13.52,-
Current Portion of Leases,6.27,4.58,3.99,2.98,4.13,3.99,3.98,0.08,-,-,-
Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,0.13,0.11
Current Unearned Revenue,12.53,10.18,2.74,2.26,1.82,47.96,26.9,4.9,2.82,1.82,3.56
Other Current Liabilities,8.41,14.08,15.22,15.14,16.72,18.06,22.16,61.01,20.72,20.51,12.71
