Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,675.48,475.97,458.97,481.33,456.26,417.64,546.08,496.04,416.62,339.47,362.39
Revenue Growth (YoY),54.78%,3.70%,-4.64%,5.50%,9.25%,-23.52%,10.09%,19.06%,22.73%,-6.33%,4.26%
Cost of Revenue,489.22,335.43,353.11,392.77,414.98,359.19,446.19,437.27,365.62,310.28,311.15
Gross Profit,186.26,140.54,105.86,88.56,41.27,58.45,99.89,58.77,50.99,29.19,51.24
"Selling, General & Admin",60.11,42.07,40.19,42.48,56.28,51.41,52.12,59.63,44.26,28.52,27.72
Research & Development,18.9,20.06,19.46,18.9,22.44,25.38,24.93,28.6,19.94,18.96,23.57
Amortization of Goodwill & Intangibles,1.29,1.46,1.75,2.12,2.54,3.05,3.64,5.01,4.84,5.72,4.58
Operating Expenses,80.29,63.59,61.39,63.5,81.25,79.84,80.69,93.24,69.04,53.2,55.88
Operating Income,105.97,76.95,44.47,25.06,-39.98,-21.39,19.2,-34.47,-18.05,-24.01,-4.64
Interest Expense,-7.43,-11.44,-17.07,-13.03,-7.31,-5.71,-7.87,-7.63,-10.84,-11.22,-4.32
Earnings From Equity Investments,-,-,-,-,-,0.3,0.7,-,-,-0.4,-0.1
Other Non Operating Income (Expenses),0.3,-,-,-,-0,0.01,-1.38,-10.22,-6.36,1.45,9.26
EBT Excluding Unusual Items,98.83,65.51,27.4,12.04,-47.28,-26.8,10.65,-52.32,-35.25,-34.17,0.2
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-1.11
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-11.63
Asset Writedown,-,-,-,-,-,-,-,-2.23,-0,-1.61,-0.05
Legal Settlements,4.69,4.69,-0.2,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-0.46,-1.6,-0.83,-2,-,-11.92,-0.07,0.01
Pretax Income,103.52,70.2,27.21,11.57,-48.88,-26.7,8.66,-54.56,-47.17,-35.86,-12.59
Income Tax Expense,-17.68,0.92,0.9,0.3,-0.41,-3.71,0.41,0.17,0.44,11.61,-9.7
Net Income,121.2,69.28,26.31,11.27,-48.47,-22.98,8.25,-54.73,-47.61,-47.47,-2.89
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,37.86,-,-
Net Income to Common,121.2,69.28,26.31,11.27,-48.47,-22.98,8.25,-54.73,-85.47,-47.47,-2.89
Net Income Growth,122.94%,163.36%,133.42%,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),23,23,23,23,23,23,22,19,14,11,11
Shares Outstanding (Diluted),23,23,23,23,23,23,22,19,14,11,11
Shares Change (YoY),0.28%,0.20%,0.11%,0.18%,0.16%,6.23%,15.85%,34.80%,26.13%,-0.55%,-1.26%
EPS (Basic),5.27,3.01,1.15,0.49,-2.12,-1.00,0.38,-2.94,-6.20,-4.34,-0.27
EPS (Diluted),5.26,3.01,1.15,0.49,-2.12,-1.00,0.38,-2.94,-6.20,-4.47,-1.11
EPS Growth,122.27%,162.71%,133.82%,-,-,-,-,-,-,-,-
Free Cash Flow,51.81,57.83,65.48,-10.2,-63.45,-10,14.48,-16.41,-13.06,28.41,-31.22
Free Cash Flow Per Share,2.25,2.51,2.85,-0.44,-2.77,-0.44,0.67,-0.88,-0.95,2.60,-2.84
Gross Margin,27.57%,29.53%,23.06%,18.40%,9.05%,13.99%,18.29%,11.85%,12.24%,8.60%,14.14%
Operating Margin,15.69%,16.17%,9.69%,5.21%,-8.76%,-5.12%,3.52%,-6.95%,-4.33%,-7.07%,-1.28%
Profit Margin,17.94%,14.56%,5.73%,2.34%,-10.62%,-5.50%,1.51%,-11.03%,-20.52%,-13.98%,-0.80%
Free Cash Flow Margin,7.67%,12.15%,14.27%,-2.12%,-13.91%,-2.39%,2.65%,-3.31%,-3.13%,8.37%,-8.62%
EBITDA,111.24,82.15,50.07,31.75,-32.57,-13.19,28,-24.27,-8.57,-13.71,4.56
EBITDA Margin,16.47%,17.26%,10.91%,6.60%,-7.14%,-3.16%,5.13%,-4.89%,-2.06%,-4.04%,1.26%
D&A For EBITDA,5.28,5.2,5.6,6.69,7.41,8.2,8.8,10.2,9.47,10.3,9.2
EBIT,105.97,76.95,44.47,25.06,-39.98,-21.39,19.2,-34.47,-18.05,-24.01,-4.64
EBIT Margin,15.69%,16.17%,9.69%,5.21%,-8.76%,-5.12%,3.52%,-6.95%,-4.33%,-7.07%,-1.28%
Effective Tax Rate,-,1.31%,3.31%,2.63%,-,-,4.72%,-,-,-,-
