Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,607.37,552.85,462.67,332.77,302.18,307.86,321.47,300.83,267.1,250.99,241.83
Interest Income on Investments,72.82,58.82,60.12,51.3,37.7,40.42,46.06,43.43,42.31,35.95,31.4
Total Interest Income,680.19,611.67,522.79,384.07,339.88,348.28,367.53,344.26,309.41,286.95,273.22
Interest Paid on Deposits,189.72,186.95,104.64,9.92,10.71,22.07,39.99,22.14,14.48,14.37,14.26
Interest Paid on Borrowings,18.25,24.6,39.93,11.96,8.07,10.53,15.99,16.48,11.44,8.14,6.36
Total Interest Expense,207.97,211.55,144.57,21.88,18.79,32.6,55.98,38.63,25.91,22.51,20.62
Net Interest Income,472.21,400.12,378.22,362.19,321.09,315.68,311.56,305.63,283.49,264.44,252.61
Net Interest Income Growth (YoY),20.10%,5.79%,4.43%,12.80%,1.71%,1.32%,1.94%,7.81%,7.21%,4.68%,0.29%
Trust Income,43.57,41.64,34.76,33.31,33.72,29.25,28.4,28.75,19.59,18.57,19.03
Gain (Loss) on Sale of Investments,0.23,2.79,-14.07,-1.13,0.57,-0.39,4.21,-6.34,1.37,-0.64,7.27
Other Non-Interest Income,126.09,115.31,101.31,108.77,110.16,104.22,94.26,85.13,83.6,81.06,75.13
Total Non-Interest Income,188.22,176.82,137.43,155.58,157.79,146.28,144.02,124.76,121.3,115.71,118.48
Non-Interest Income Growth (YoY),11.94%,28.67%,-11.67%,-1.40%,7.87%,1.56%,15.44%,2.85%,4.83%,-2.34%,-5.99%
Revenues Before Loan Losses,660.43,576.95,515.65,517.77,478.88,461.95,455.58,430.39,404.8,380.15,371.09
Provision for Loan Losses,30.7,19.61,25.27,17.15,-8.26,51.13,25.41,28.83,30.99,25.43,18.29
Revenue,629.73,557.34,490.37,500.62,487.14,410.82,430.17,401.56,373.81,354.72,352.8
Revenue Growth (YoY),16.88%,13.66%,-2.05%,2.77%,18.58%,-4.50%,7.12%,7.42%,5.38%,0.54%,-1.55%
Salaries and Employee Benefits,247.76,226.5,189.15,183.3,168.17,157.35,152.66,147.75,131.58,127.68,121.55
Federal Deposit Insurance,7.32,6.77,6.26,3.2,3.04,2.69,1.95,4.65,4.77,5.11,5.15
Amortization of Goodwill & Intangibles,10.66,8.44,4.73,2.26,2.81,3.4,3.58,4.04,3.96,3.93,4.86
"Selling, General & Administrative",115.5,106.48,99.25,92.3,90.01,86.14,87.95,84.31,80.27,78.45,78.61
Other Non-Interest Expense,30.13,25.66,24.93,19.8,20.34,24.86,24.44,19.6,20.31,17.29,23.4
Total Non-Interest Expense,413.91,376.35,326.94,303.5,287.28,277.73,274.73,264.56,245.65,235.92,236.18
EBT Excluding Unusual Items,215.81,180.99,163.44,197.12,199.86,133.09,155.43,137,128.16,118.8,116.63
Pretax Income,195.3,179.46,153.46,196.16,199.86,133.09,155.43,137,128.16,118.8,116.63
Income Tax Expense,45.57,38.82,34.68,44.16,44.97,28.7,34.41,24.44,46.01,40.39,40.2
Net Income,149.73,140.64,118.78,152,154.89,104.39,121.02,112.57,82.15,78.41,76.43
Net Income to Common,149.73,140.64,118.78,152,154.89,104.39,121.02,112.57,82.15,78.41,76.43
Net Income Growth,10.85%,18.40%,-21.85%,-1.87%,48.37%,-13.74%,7.51%,37.02%,4.77%,2.60%,1.80%
Basic Shares Outstanding,49,47,45,43,43,44,44,44,44,43,44
Diluted Shares Outstanding,50,47,45,43,44,44,44,44,44,44,44
Shares Change (YoY),4.67%,5.95%,3.68%,-1.23%,-0.61%,-0.31%,0.24%,0.26%,0.65%,-1.73%,-0.01%
EPS (Basic),3.03,2.98,2.67,3.54,3.57,2.39,2.76,2.58,1.89,1.81,1.74
EPS (Diluted),3.02,2.97,2.65,3.52,3.54,2.37,2.74,2.56,1.87,1.80,1.72
EPS Growth,5.89%,12.07%,-24.72%,-0.56%,49.37%,-13.50%,7.03%,36.90%,3.89%,4.65%,1.77%
Dividend Per Share,1.390,1.320,1.240,1.160,1.100,1.080,1.050,0.990,0.920,0.900,0.870
Dividend Growth,6.92%,6.45%,6.90%,5.46%,1.85%,2.86%,6.06%,7.61%,2.22%,3.45%,3.57%
Effective Tax Rate,23.33%,21.63%,22.60%,22.51%,22.50%,21.56%,22.14%,17.84%,35.90%,34.00%,34.47%
