Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,640.24,284.06,205.19,197.35,"1,269",672.68,216.84,180.96,159.66,149.18,140.3
Investment Securities,865.08,889.19,912.76,873.2,916.46,660.66,232.1,400.4,365.98,447.41,548.12
Trading Asset Securities,70.39,104.44,95.99,117.29,60.46,108.78,41.77,20,15.19,12.47,14.6
Mortgage-Backed Securities,"1,769","1,574","1,461","1,604","1,538","1,335","1,401","1,405","1,374","1,419","1,097"
Total Investments,"2,705","2,568","2,470","2,595","2,515","2,105","1,675","1,825","1,755","1,879","1,660"
Gross Loans,"11,637","10,035","9,749","8,259","7,522","7,499","7,136","6,888","6,584","6,197","5,883"
Allowance for Loan Losses,-139,-116,-114.4,-100.8,-92,-110,-72.97,-72.51,-69.5,-65.2,-63.02
Other Adjustments to Gross Loans,-41.7,-64.7,-98.2,-109.1,-23.7,-,-,-,-,-,-
Net Loans,"11,456","9,854","9,536","8,049","7,406","7,389","7,063","6,815","6,514","6,132","5,820"
"Property, Plant & Equipment",98.67,108.44,107.38,92.95,95.39,100.61,110.43,78.97,81.31,84.19,88.83
Goodwill,454.07,362.66,361.85,281.2,280.54,280.54,274.77,274.77,268.04,265.44,265.96
Other Intangible Assets,61.02,36.36,40.44,7.34,8.93,11.74,12.02,15.6,13.42,15.82,17.27
Loans Held for Sale,3.93,9.74,3.37,0.56,0.83,1.12,11.73,6.94,1.13,0.6,-
Accrued Interest Receivable,50.1,43.6,42.7,33,26.1,29.7,-,-,-,-,-
Other Real Estate Owned & Foreclosed,0.27,0.18,-,0.11,0.17,1.46,1.46,2.44,4.53,5.58,4.67
Other Long-Term Assets,643.49,520.12,542.09,482.62,410.05,341.41,350.59,356.33,339.39,335.5,265.34
Total Assets,"16,113","13,787","13,309","11,739","12,012","10,933","9,716","9,556","9,137","8,867","8,263"
Interest Bearing Deposits,"9,790","7,849","7,292","5,830","6,473","5,736","5,033","4,861","4,791","4,694","4,365"
Institutional Deposits,-,251.6,263.1,48.4,72.3,104.1,140.4,146.1,92.8,84.3,241.5
Non-Interest Bearing Deposits,"3,871","3,446","3,414","3,617","3,690","3,241","2,414","2,361","2,287","2,196","1,998"
Total Deposits,"13,661","11,547","10,969","9,496","10,234","9,082","7,588","7,368","7,171","6,974","6,605"
Short-Term Borrowings,208.97,267.32,482.53,702.27,158.06,277.03,697.05,889.27,719.33,682.21,448.71
Current Portion of Long-Term Debt,-,26.56,-,-,10.6,25,25,20,40.04,40.15,50.36
Current Portion of Leases,-,7.59,-,-,-,-,-,-,-,-,-
Long-Term Debt,24.49,124.29,149.54,101.74,101.89,112.15,39.21,53.72,48.83,63.94,80.09
Long-Term Leases,-,22.76,28.2,25.6,27.6,32.8,37.3,-,-,-,-
Trust Preferred Securities,111.64,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2,101.2
Pension & Post-Retirement Benefits,-,20.37,21.33,20.94,25.14,26.69,27.36,27.32,29.95,29.68,31
Other Long-Term Liabilities,208.92,143.69,131.56,118.06,102.71,88.73,80.59,78.73,68.65,63.09,64.45
Total Liabilities,"14,259","12,261","11,883","10,566","10,762","9,745","8,596","8,538","8,179","7,954","7,381"
Common Stock,0.59,0.54,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Additional Paid-In Capital,964.12,742.81,740.94,577.85,576.98,578.08,576.71,575.47,574.21,575.08,576.73
Retained Earnings,"1,161","1,100","1,022",958.43,856.2,749.06,696.21,621.2,543.71,501.76,462.23
Treasury Stock,-173.34,-175.32,-176.69,-173.2,-159.88,-140.43,-134,-136.08,-138.17,-142.5,-135.03
Comprehensive Income & Other,-98.88,-142.1,-160.93,-190.03,-23.34,0.42,-19.03,-43.17,-22.08,-21.52,-22.42
Shareholders' Equity,"1,853","1,526","1,426","1,174","1,250","1,188","1,120","1,018",958.18,913.32,882
Total Liabilities & Equity,"16,113","13,787","13,309","11,739","12,012","10,933","9,716","9,556","9,137","8,867","8,263"
Total Debt,389.6,549.7,761.46,930.81,399.34,548.18,899.76,"1,064",909.4,887.49,680.35
Net Cash (Debt),321.03,-161.2,-460.28,-616.16,930.19,233.28,-641.15,-863.23,-734.55,-725.84,-525.45
Net Cash Growth,1132.18%,-,-,-,298.74%,-,-,-,-,-,-
Net Cash Per Share,6.47,-3.40,-10.28,-14.27,21.28,5.30,-14.53,-19.61,-16.73,-16.64,-11.84
Filing Date Shares Outstanding,52.32,47.25,47.15,42.9,43.17,43.58,43.84,43.73,43.59,43.39,43.13
Total Common Shares Outstanding,52.45,47.19,47.11,42.86,43.17,43.63,43.8,43.67,43.54,43.26,43.43
Book Value Per Share,35.33,32.34,30.26,27.38,28.97,27.22,25.58,23.31,22.01,21.11,20.31
Tangible Book Value,"1,338","1,127","1,023",885.01,960.99,895.34,833.61,727.54,676.71,632.06,598.78
Tangible Book Value Per Share,25.51,23.88,21.72,20.65,22.26,20.52,19.03,16.66,15.54,14.61,13.79
