Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,110.4,125.43,88.46,104.71,159.61,169.68,133.42,193.14,208.34,161.83,176.97
Short-Term Investments,77.46,109.31,94.3,150.83,160.01,126.63,119.71,67.87,69.9,94.2,82.85
Trading Asset Securities,-,1.97,3.91,6.76,-,-,-,-,-,-,-
Cash & Short-Term Investments,187.86,236.71,186.68,262.3,319.63,296.31,253.13,261.01,278.24,256.03,259.81
Cash Growth,19.50%,26.80%,-28.83%,-17.93%,7.87%,17.06%,-3.02%,-6.19%,8.68%,-1.46%,-7.31%
Accounts Receivable,363.62,274.71,247.24,197.58,159.28,124.06,133.01,133.32,120.75,104.82,95.08
Other Receivables,10.37,6.43,7.7,28.96,10.52,4.62,2.22,2.92,5.87,8.06,2.52
Receivables,373.99,281.13,254.94,226.54,169.8,128.68,135.23,136.24,126.62,112.88,97.6
Inventory,388.3,371.92,371.86,289.98,198.91,158.82,167.81,161.78,137.06,96.98,98.35
Other Current Assets,40.59,25.07,25.55,8.89,21.38,16.91,17.12,12.58,7.36,6.24,5.81
Total Current Assets,990.74,914.83,839.03,787.72,709.72,600.72,573.3,571.6,549.28,472.13,468.76
"Property, Plant & Equipment",210.76,178.38,197.84,194.69,183.08,44.31,39.47,9.84,10.33,10.08,9.33
Other Intangible Assets,328.22,282.48,296.36,290.85,214.05,214.11,201.98,204.33,200.5,183.87,201.34
Long-Term Deferred Tax Assets,15.26,17.03,14.55,11.16,7.94,8.04,8,5.76,9.66,8.09,-
Other Long-Term Assets,19.67,18.54,21.57,24.12,30.59,22.96,6.08,6.3,8.01,8.25,8.23
Total Assets,"1,565","1,411","1,369","1,309","1,145",890.15,828.83,797.83,777.77,682.41,687.66
Accounts Payable,66.99,91.05,97.41,88.39,81.98,35.58,54.1,58.33,52.61,49.51,50.64
Accrued Expenses,152.62,128.61,131.51,99.15,85.84,60.32,73.09,92.42,81.84,62.61,46.89
Short-Term Debt,9.39,8.31,4.42,-,-,-,-,-,-,-,-
Current Portion of Long-Term Debt,56.9,41.61,29.59,28.55,15.91,14.57,12.33,23.16,24.37,21.5,22.16
