Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,113.71,97.25,186.73,125.74,123.67,117.36,33.01,82.23,106.03,21.08,4.05
Short-Term Investments,462.4,321.66,154.89,111.61,203.24,188.45,100.01,46.62,37.97,56.52,7.87
Cash & Short-Term Investments,576.12,418.91,341.62,237.36,326.9,305.81,133.02,128.85,144,77.6,11.92
Cash Growth,22.91%,22.63%,43.93%,-27.39%,6.90%,129.90%,3.23%,-10.52%,85.57%,550.84%,27.87%
Accounts Receivable,0.58,165,10,0.01,1.57,2.43,6.76,4.59,1.82,-,-
Other Receivables,4.74,3.49,0.33,0.04,3.77,1.4,0.74,1.92,1.48,2.24,0.72
Receivables,5.33,168.49,10.33,0.05,5.33,3.82,7.5,6.51,3.3,2.24,0.72
Prepaid Expenses,4.98,4.24,3.63,5.67,8.5,5.97,4.79,2.13,3.64,2.9,1.25
Restricted Cash,-,-,-,-,-,0.01,0.01,0.01,0.01,0.01,0.01
Other Current Assets,-,-,-,-,-,-,-,-,-,0.5,0.31
Total Current Assets,586.42,591.64,355.58,243.08,340.74,315.61,145.31,137.5,150.95,83.24,14.21
"Property, Plant & Equipment",12.27,12.61,2.15,4.63,6.73,6.41,7.72,0.86,0.88,0.56,0.61
Long-Term Investments,102.7,140.25,-,-,-,2,-,-,11.46,10.15,-
Long-Term Deferred Tax Assets,-,-,-,-,-,-,1.43,0.66,-,-,-
Other Long-Term Assets,0.29,0.23,0.23,0.23,0.23,0.45,0.45,0.45,0.45,0.03,0.03
Total Assets,701.69,744.73,357.95,247.93,347.7,324.47,154.92,139.47,163.73,93.99,14.85
Accounts Payable,5.65,1.62,0.77,3.64,1.6,3.08,2.79,5.71,1.26,1.16,1.25
Accrued Expenses,22.68,23.62,19.26,24.54,37.31,18.42,12.24,10.57,9.42,5.15,1.73
Current Portion of Leases,2.23,0.51,1.14,2.52,2.2,1.46,1.26,-,-,-,-
Current Income Taxes Payable,-,2.69,-,-,-,-,-,-,-,-,-
Current Unearned Revenue,14.2,18.89,-,-,1.6,14.48,17.74,8.22,31.75,-,-
Other Current Liabilities,0.19,0.07,0.1,0.48,1.31,2.81,1.38,1.66,0.12,0.12,0.15
Total Current Liabilities,44.94,47.4,21.27,31.18,44.02,40.24,35.41,26.16,42.56,6.44,3.13
Long-Term Debt,-,-,-,-,-,-,9.79,-,-,-,-
Long-Term Leases,8.52,10.36,-,1.14,3.66,4.5,5.96,-,-,-,-
Long-Term Unearned Revenue,2.79,11.68,-,-,-,-,23.79,-,-,-,-
Other Long-Term Liabilities,-,-,-,-,-,0.12,-,0.8,0.55,-,-
Total Liabilities,56.25,69.43,21.27,32.32,47.67,44.86,74.95,26.96,43.1,6.44,3.13
Common Stock,0,0,0,-,-,-,-,-,-,-,-
Additional Paid-In Capital,"1,071","1,016",952.49,752.72,709.68,563.39,297.85,253.22,222.19,152.39,0.12
Retained Earnings,-426.29,-340.52,-615.71,-536.76,-409.36,-283.81,-217.66,-140.47,-101.55,-64.59,-27.42
Comprehensive Income & Other,0.53,-0.08,-0.11,-0.36,-0.3,0.03,-0.22,-0.23,-0.01,-0.25,-0.1
Total Common Equity,645.44,675.3,336.68,215.61,300.02,279.61,79.96,112.52,120.63,87.56,-27.4
Shareholders' Equity,645.44,675.3,336.68,215.61,300.02,279.61,79.96,112.52,120.63,87.56,11.72
Total Liabilities & Equity,701.69,744.73,357.95,247.93,347.7,324.47,154.92,139.47,163.73,93.99,14.85
Total Debt,10.75,10.87,1.14,3.66,5.86,5.96,17.01,-,-,-,-
Net Cash (Debt),668.07,548.3,340.48,233.7,321.04,301.85,116.01,128.85,144,77.6,11.92
Net Cash Growth,16.72%,61.04%,45.69%,-27.21%,6.36%,160.20%,-9.97%,-10.52%,85.57%,550.84%,27.87%
Net Cash Per Share,10.41,8.43,6.00,4.77,6.93,8.78,4.48,5.76,8.14,11.94,47.37
Filing Date Shares Outstanding,62.52,61.38,58.27,51.28,48.41,43.81,27.29,23.35,21.1,16.79,0.27
Total Common Shares Outstanding,62.45,61.04,57.71,49.34,47.84,43.75,27.22,23.19,21.09,16.72,0.27
Working Capital,541.48,544.24,334.3,211.9,296.72,275.37,109.91,111.35,108.39,76.81,11.08
Book Value Per Share,10.34,11.06,5.83,4.37,6.27,6.39,2.94,4.85,5.72,5.24,-100.58
Tangible Book Value,645.44,675.3,336.68,215.61,300.02,279.61,79.96,112.52,120.63,87.56,-27.4
Tangible Book Value Per Share,10.34,11.06,5.83,4.37,6.27,6.39,2.94,4.85,5.72,5.24,-100.58
Machinery,9.13,7.8,6.47,5.91,5.18,4.19,3.46,2.87,2.45,1.81,1.59
Leasehold Improvements,2.91,2.42,0.96,0.91,0.88,0.75,0.86,0.07,0.03,0.06,0.05
