Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,209.22,434.43,60,26.58,27.36,28.63,0.23,30.93,20.06,-,-
Revenue Growth (YoY),-35.39%,624.05%,125.72%,-2.84%,-4.44%,12293.07%,-99.25%,54.14%,-,-,-
Gross Profit,209.22,434.43,60,26.58,27.36,28.63,0.23,30.93,20.06,-,-
"Selling, General & Admin",42.37,43.46,33.49,31.74,27.2,18.64,15.75,13.7,11.78,6.96,2.96
Research & Development,147.84,138.13,120.16,126.22,126.01,74.51,65,59.5,46.18,25.71,11.83
Operating Expenses,190.21,181.59,153.65,157.95,153.2,93.14,80.75,73.19,57.96,32.67,14.79
Operating Income,19.01,252.84,-93.65,-131.37,-125.85,-64.52,-80.52,-42.27,-37.9,-32.67,-14.79
Interest Expense,-,-,-,-,-,-0.6,-0.17,-,-,-,-
Interest & Investment Income,28.88,26.32,14.9,4.06,0.44,0.9,2.81,2.57,0.95,0.24,0.02
Currency Exchange Gain (Loss),0.19,0.25,-0.2,-0.08,-0.15,-0.05,-0,-0.02,-,-,-
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-0.01,-4.75,-0.08
EBT Excluding Unusual Items,48.08,279.41,-78.96,-127.39,-125.55,-64.26,-77.88,-39.72,-36.96,-37.18,-14.86
Other Unusual Items,-,-,-,-,-,-0.59,-,-,-,-,-
Pretax Income,48.07,279.41,-78.96,-127.39,-125.55,-64.85,-77.88,-39.72,-36.96,-37.18,-14.86
Income Tax Expense,2.16,4.22,-,-,-,1.31,-0.69,-0.8,-,-,-
Net Income,45.91,275.19,-78.96,-127.39,-125.55,-66.15,-77.19,-38.92,-36.96,-37.18,-14.86
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,0.56,0.08
Net Income to Common,45.91,275.19,-78.96,-127.39,-125.55,-66.15,-77.19,-38.92,-36.96,-37.74,-14.93
Shares Outstanding (Basic),63,62,57,49,46,34,26,22,18,7,0
Shares Outstanding (Diluted),64,65,57,49,46,34,26,22,18,7,0
Shares Change (YoY),0.97%,14.65%,15.74%,5.87%,34.67%,32.84%,15.78%,26.39%,172.15%,2482.98%,10.79%
EPS (Basic),0.73,4.47,-1.39,-2.60,-2.71,-1.92,-2.98,-1.74,-2.09,-5.80,-59.32
EPS (Diluted),0.72,4.23,-1.39,-2.60,-2.71,-1.92,-2.98,-1.74,-2.09,-5.80,-59.32
Free Cash Flow,63.71,182.8,-70.85,-108.93,-108.97,-72.96,-42.49,-50.43,3.21,-30.32,-14.78
Free Cash Flow Per Share,0.99,2.81,-1.25,-2.22,-2.35,-2.12,-1.64,-2.25,0.18,-4.66,-58.73
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,-,-
Operating Margin,9.09%,58.20%,-156.09%,-494.24%,-460.01%,-225.36%,-34857.58%,-136.68%,-188.89%,-,-
Profit Margin,21.94%,63.34%,-131.59%,-479.26%,-458.94%,-231.07%,-33414.29%,-125.87%,-184.20%,-,-
Free Cash Flow Margin,30.45%,42.08%,-118.08%,-409.81%,-398.31%,-254.84%,-18395.67%,-163.08%,15.98%,-,-
EBITDA,20.03,253.67,-92.68,-130.34,-125.03,-63.57,-79.79,-41.74,-37.49,-32.35,-14.55
EBITDA Margin,9.57%,58.39%,-154.46%,-,-,-222.05%,-,-134.98%,-186.87%,-,-
D&A For EBITDA,1.02,0.83,0.98,1.03,0.81,0.95,0.73,0.53,0.41,0.32,0.25
EBIT,19.01,252.84,-93.65,-131.37,-125.85,-64.52,-80.52,-42.27,-37.9,-32.67,-14.79
EBIT Margin,9.09%,58.20%,-156.09%,-,-,-225.36%,-,-136.68%,-188.89%,-,-
Effective Tax Rate,4.50%,1.51%,-,-,-,-,-,-,-,-,-
