Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,74.08,179.89,92.93,102.3,298.89,553.44,112.64,41.96,56.72,25.03,55.06
Short-Term Investments,57.5,131.11,124.58,59.37,15.88,51.99,27.8,26.94,28,19.85,22.17
Cash & Short-Term Investments,131.58,311,217.51,161.68,314.76,605.43,140.44,68.9,84.72,44.89,77.23
Cash Growth,-61.42%,42.98%,34.53%,-48.63%,-48.01%,331.11%,103.82%,-18.67%,88.74%,-41.88%,-1.97%
Accounts Receivable,265.38,129.19,51.09,-,1.39,-,-,-,-,-,-
Other Receivables,-,-,-,-,-,-,-,-,0.11,0.08,0.19
Receivables,265.38,129.19,51.09,-,1.39,-,-,-,0.11,0.08,0.19
Inventory,146.95,110.46,39.82,-,-,-,-,-,-,-,-
Other Current Assets,55.85,15.72,9.52,6.6,14.81,6.31,8.72,10.13,8.49,5.9,9.46
Total Current Assets,599.77,566.36,317.94,168.27,330.97,611.74,149.15,79.03,93.32,50.86,86.87
"Property, Plant & Equipment",6.5,7.15,8.05,9.2,9.23,9.79,9.68,0.25,0.25,0.33,0.05
Long-Term Investments,48.76,0.81,-,12.4,35.53,-,-,-,-,-,25
Goodwill,-,-,-,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Long-Term Deferred Charges,-,-,-,1.63,1.84,2.05,2.13,2.29,2.43,2.04,-
Other Long-Term Assets,3.37,3.37,3.59,1.27,1.26,1.26,1.25,1.24,0.59,0.75,0.75
Total Assets,"1,025",577.69,329.59,193.57,379.63,625.64,163.01,83.62,97.38,54.78,113.47
Accounts Payable,61.64,26.3,29.27,42.02,50.89,37.01,30.04,36.38,25.88,14.07,7.15
Accrued Expenses,15.01,15.19,12.17,8.43,10.17,8.46,3.8,2.26,1.8,2.59,3.02
Current Portion of Long-Term Debt,0.82,0.66,0.36,0.24,1.34,23.12,0.19,0.07,0.13,0.07,0.21
Current Portion of Leases,1.07,1.16,1.45,1.58,1.44,1.67,1.62,-,-,-,-
Current Unearned Revenue,26.4,11.41,0.15,-,0.2,0.2,0.15,0.15,0.15,0.15,0.15
Other Current Liabilities,51.87,35.97,10.32,0.93,1.35,17.1,48.65,-,-,-,-
Total Current Liabilities,156.81,90.68,53.72,53.2,65.38,87.55,84.45,38.85,27.96,16.88,10.53
Long-Term Debt,245.34,244.43,100.12,71.14,66.79,7.72,28.97,-,-,-,-
Long-Term Leases,7.31,8.13,9.23,10.34,9.85,10.41,10.22,-,-,-,-
Long-Term Unearned Revenue,8.35,12.09,6.02,0.31,0.46,0.61,0.76,0.91,1.07,1.22,1.37
Other Long-Term Liabilities,-,-,-,-,-,-,-,19.81,1.36,0.82,-
Total Liabilities,417.81,355.33,169.09,134.99,142.48,106.29,124.4,59.58,30.39,18.91,11.9
Common Stock,0.16,0.16,0.15,0.15,0.14,0.14,0.11,0.08,0.07,0.06,0.05
Additional Paid-In Capital,"1,812","1,760","1,713","1,586","1,566","1,500",739.96,552.53,422.02,272.43,259.89
Retained Earnings,"-1,105","-1,529","-1,553","-1,527","-1,329",-980.6,-701.22,-528.35,-354.86,-236.39,-158.13
Treasury Stock,-100.23,-8.99,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23
Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,0
Shareholders' Equity,607.22,222.36,160.5,58.59,237.15,519.35,38.62,24.04,66.99,35.87,101.57
Total Liabilities & Equity,"1,025",577.69,329.59,193.57,379.63,625.64,163.01,83.62,97.38,54.78,113.47
Total Debt,254.54,254.38,111.15,83.3,79.41,42.91,40.99,0.07,0.13,0.07,0.21
Net Cash (Debt),-122.96,56.62,106.36,78.38,235.36,562.51,99.44,68.83,84.59,44.82,77.02
Net Cash Growth,-,-46.76%,35.70%,-66.70%,-58.16%,465.67%,44.46%,-18.63%,88.75%,-41.81%,-1.89%
Net Cash Per Share,-0.76,0.35,0.72,0.58,1.78,4.88,1.13,0.91,1.36,0.91,1.69
Filing Date Shares Outstanding,146.2,145.23,144.78,137.63,130.79,129.8,102.31,77.77,69.22,48.27,46.69
Total Common Shares Outstanding,142.68,143.99,141.79,137.65,131.22,129.79,102.29,77.77,66.82,48.14,46.69
Working Capital,442.96,475.68,264.22,115.07,265.58,524.19,64.7,40.18,65.36,33.99,76.34
Book Value Per Share,4.26,1.54,1.13,0.43,1.81,4.00,0.38,0.31,1.00,0.75,2.18
Tangible Book Value,607.22,222.36,160.5,57.79,236.35,518.55,37.82,23.24,66.19,35.07,100.77
Tangible Book Value Per Share,4.26,1.54,1.13,0.42,1.80,4.00,0.37,0.30,0.99,0.73,2.16
