Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,245.9,186.09,202.66,181.37,186.16,269.07,171.43,108.21,106.58,79.64,51.98
Short-Term Investments,54.37,59.96,129.39,218.76,137.46,103.24,240.47,427.35,297.96,341.19,296.47
Cash & Short-Term Investments,300.27,246.05,332.05,400.13,323.62,372.31,411.9,535.56,404.54,420.84,348.44
Cash Growth,4.30%,-25.90%,-17.02%,23.64%,-13.08%,-9.61%,-23.09%,32.39%,-3.87%,20.78%,138.41%
Accounts Receivable,171.52,146.41,116.57,127.6,134.34,131.33,108.23,127.48,126.84,57.66,42.87
Other Receivables,3.27,4.14,3.17,3.62,3.04,1.56,2.87,-,-,-,-
Receivables,174.79,150.56,119.74,131.22,137.38,132.89,111.1,127.48,126.84,57.66,42.87
Inventory,143.68,157.53,162.29,122.48,113.1,60.83,60.26,83.28,67.92,26.98,37.33
Prepaid Expenses,40.46,48.2,51.51,49.27,54.81,28.55,19.15,30.49,27.44,20.83,15.4
Other Current Assets,11.73,11.03,13.42,14.61,10.89,7.11,4.82,3.52,3.25,0.04,0.45
Total Current Assets,670.92,613.37,679,717.7,639.8,601.69,607.23,780.33,629.99,526.34,444.49
"Property, Plant & Equipment",164.05,165.77,180.96,117.4,100.7,101.76,106.97,91.4,78.05,53.99,53.29
Long-Term Investments,300.08,340.9,244.23,454.12,583.75,395.13,433.45,262.04,423.44,324.34,273.09
Goodwill,392.08,384.94,393.18,242.63,241.71,244.08,243.45,113.21,113.21,95.28,81.45
Other Intangible Assets,86.75,90.68,112.95,12.41,11.89,15.56,39.49,10.11,13.19,8.31,6.32
Long-Term Deferred Tax Assets,383.61,392.17,400.4,407.24,418.57,434.7,449.52,28.66,27.39,28.02,26.52
Other Long-Term Assets,5.26,5.03,7.09,6.64,7.24,7.79,5.83,3.93,2.49,2.32,2.61
Total Assets,"2,003","1,993","2,018","1,958","2,004","1,801","1,886","1,290","1,288","1,039",887.76
Accounts Payable,45.48,38.05,21.45,27.1,44.05,16.27,17.87,16.23,23.46,9.83,7.86
Accrued Expenses,80.93,66.62,68.13,68.06,87.01,69.43,47.49,53.77,57.53,36.09,29.1
Current Portion of Leases,10.61,8.85,9.62,8.45,7.79,8.11,5.65,-,-,-,-
Current Income Taxes Payable,2.71,25.69,16.91,18.13,8.58,9.38,30.33,5.06,11.5,5.19,0.99
Current Unearned Revenue,23.77,25.04,31.53,40.79,35.74,21.27,14.43,9.85,9.42,8.21,11.57
Other Current Liabilities,5.78,5.14,4.24,25.18,5.43,7.83,4.71,6.45,10.72,6.45,4.17
Total Current Liabilities,169.27,169.38,151.88,187.71,188.59,132.3,120.48,91.36,112.64,65.77,53.69
Long-Term Leases,68.31,61.36,68.98,31.3,17.8,18.12,12.33,-,-,-,-
Long-Term Deferred Tax Liabilities,249.08,217.16,246.88,249.96,293.77,314.95,332.34,0.96,0.31,-,0.32
Other Long-Term Liabilities,26.45,27.45,45.32,50.78,73.42,73.13,65.08,62.09,79.13,10.23,8.08
Total Liabilities,513.11,475.35,513.06,519.75,573.57,538.5,530.23,154.4,192.08,76.01,62.09
Common Stock,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.34,0.35,0.34,0.17
Additional Paid-In Capital,"1,123","1,091","1,037",979.17,914.8,807.74,639.37,529.21,461.34,374.85,311.01
Retained Earnings,412.35,499.3,512.54,528.18,562.88,487.91,753.27,646.21,668.59,643.84,566.61
Comprehensive Income & Other,-46.18,-72.78,-45.34,-69.3,-47.94,-33.8,-37.28,-40.5,-34.6,-56.43,-52.12
Shareholders' Equity,"1,490","1,518","1,505","1,438","1,430","1,262","1,356","1,135","1,096",962.6,825.67
Total Liabilities & Equity,"2,003","1,993","2,018","1,958","2,004","1,801","1,886","1,290","1,288","1,039",887.76
Total Debt,78.93,70.22,78.6,39.75,25.58,26.23,17.97,-,-,-,-
Net Cash (Debt),221.34,175.83,253.45,360.38,298.04,346.08,393.93,535.56,404.54,420.84,348.44
Net Cash Growth,5.05%,-30.62%,-29.67%,20.92%,-13.88%,-12.15%,-26.45%,32.39%,-3.87%,20.78%,138.41%
Net Cash Per Share,1.30,1.02,1.46,2.06,1.66,1.96,2.25,3.02,2.25,2.42,1.98
Filing Date Shares Outstanding,167.6,169.87,171.63,172.54,173.92,176.03,172.61,170.83,173.55,172.11,169.77
Total Common Shares Outstanding,167.55,170.43,171.6,172.63,175.48,175.79,172.44,170.82,173.51,171.88,169.71
Working Capital,501.65,443.99,527.11,529.99,451.21,469.39,486.75,688.97,517.36,460.57,390.81
Book Value Per Share,8.89,8.90,8.77,8.33,8.15,7.18,7.86,6.65,6.31,5.60,4.87
Tangible Book Value,"1,011","1,042",998.62,"1,183","1,176","1,003","1,073","1,012",969.28,859.01,737.9
Tangible Book Value Per Share,6.03,6.11,5.82,6.85,6.70,5.70,6.22,5.92,5.59,5.00,4.35
Land,-,8.71,8.81,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
Buildings,-,85.37,79.11,69.54,72.42,70.51,73.82,69.6,57.78,51.33,49.18
Machinery,-,109.78,98.7,87.22,87.76,94.35,105.55,100.82,89.51,62.98,55.95
Leasehold Improvements,-,21.64,19.61,14.49,10.44,12.68,10.79,9.1,6.51,5.24,5
