Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,431",995.62,"1,427","1,148","1,474",853.09,606.85,420.68,448.77,490.99,375.32
Revenue Growth (YoY),30.30%,-30.23%,24.29%,-22.13%,72.81%,40.58%,44.26%,-6.26%,-8.60%,30.82%,25.06%
Cost of Revenue,765.29,634.31,791.55,649.74,595.85,418.75,349.62,245.11,339.7,329.78,341.34
Gross Profit,665.81,361.31,635.38,498.29,878.35,434.34,257.23,175.56,109.07,161.21,33.98
"Selling, General & Admin",106.62,61.19,67.46,71.66,56.59,33.57,31.11,32.94,20.31,22.09,22.34
Other Operating Expenses,42,32.65,9.21,8.85,0.92,-5.02,-,3.46,-0.92,5.14,14.22
Operating Expenses,305.02,265.84,334.86,308.77,329.58,169.87,138.84,151.9,36.27,41.78,55.7
Operating Income,360.78,95.47,300.51,189.52,548.77,264.47,118.4,23.67,72.8,119.43,-21.72
Interest Expense,-14.51,-13.03,-16.62,-19.12,-19.1,-13.88,-12.77,-28.2,-28.38,-20.1,-20.03
Interest & Investment Income,12.25,16.74,22.61,16.31,1.94,6.55,11.88,9.22,4.13,1.67,0.72
Earnings From Equity Investments,-0.5,-0.55,-0.35,-0.34,-2.95,-1.43,-,-,-,-,-
Currency Exchange Gain (Loss),-31.22,-9.69,-105.7,-32.46,3.63,-3.73,-5.12,9.16,5.06,-8.13,-11.36
Other Non Operating Income (Expenses),6.92,3.99,-4.51,-11.84,-19.64,6.02,-6.45,-3.18,-0.2,-1.47,-2.69
EBT Excluding Unusual Items,333.73,92.93,195.95,142.08,512.65,257.99,105.93,10.66,53.41,91.4,-55.08
Merger & Restructuring Charges,-20.74,-1.7,-,-,-74.53,-72.74,-,-,-0.11,-10.45,-4.65
Impairment of Goodwill,-,-,-49.79,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,14.63,5.55,33.38,17.95,3.14,21.37,34.63,-,-,-,-
Gain (Loss) on Sale of Assets,-3.42,3.25,-2.09,-1.38,0.41,-2.8,-0.86,-2.57,-3.07,2.5,-5.5
Asset Writedown,-,-114.2,-380.21,-,-20.28,-,-,-,24.36,-2.47,-48.42
Other Unusual Items,-94.58,-305.1,-,81.85,-9.59,-3.45,-3.04,-,-,-,-
Pretax Income,274.03,-319.28,-202.76,240.5,411.81,200.37,136.66,8.09,74.59,80.99,-113.66
Income Tax Expense,85.26,33.3,-82.53,30.07,-14.12,43.2,35.44,8.12,3.12,16.03,10.65
Earnings From Continuing Operations,188.77,-352.58,-120.23,210.43,425.92,157.16,101.22,-0.03,71.47,64.96,-124.3
Minority Interest in Earnings,31.09,91.31,22.22,-16.29,-57.85,-5.63,1.56,6.41,-2.15,-,-
Net Income,219.85,-261.28,-98.01,194.14,368.08,151.54,102.78,6.38,69.32,64.96,-124.3
Net Income to Common,219.85,-261.28,-98.01,194.14,368.08,151.54,102.78,6.38,69.32,64.96,-124.3
Net Income Growth,-,-,-,-47.26%,142.90%,47.44%,1511.16%,-90.80%,6.71%,-,-
Shares Outstanding (Basic),203,202,205,210,216,151,122,120,120,103,81
Shares Outstanding (Diluted),213,202,205,222,228,164,135,121,121,105,81
Shares Change (YoY),5.34%,-1.20%,-7.99%,-2.52%,39.43%,20.86%,11.61%,0.56%,15.39%,29.48%,0.02%
EPS (Basic),1.09,-1.29,-0.48,0.92,1.70,1.00,0.84,0.05,0.58,0.63,-1.54
EPS (Diluted),1.05,-1.29,-0.48,0.89,1.63,0.96,0.78,0.05,0.57,0.62,-1.54
EPS Growth,-,-,-,-45.25%,71.02%,21.90%,1467.71%,-91.23%,-8.06%,-,-
Free Cash Flow,191.69,-103.4,198.3,23.38,444.18,168.11,7.52,-98.26,67.87,84.61,11.61
Free Cash Flow Per Share,0.90,-0.51,0.97,0.10,1.95,1.03,0.06,-0.81,0.56,0.81,0.14
Dividend Per Share,-,-,0.280,0.280,0.200,-,-,-,-,-,-
Dividend Growth,-,-,-,40.00%,-,-,-,-,-,-,-
Gross Margin,46.52%,36.29%,44.53%,43.40%,59.58%,50.91%,42.39%,41.73%,24.30%,32.83%,9.05%
Operating Margin,25.21%,9.59%,21.06%,16.51%,37.23%,31.00%,19.51%,5.63%,16.22%,24.32%,-5.79%
Profit Margin,15.36%,-26.24%,-6.87%,16.91%,24.97%,17.76%,16.94%,1.52%,15.45%,13.23%,-33.12%
Free Cash Flow Margin,13.40%,-10.39%,13.90%,2.04%,30.13%,19.71%,1.24%,-23.36%,15.12%,17.23%,3.09%
EBITDA,484.19,225.66,508.52,370.97,776.73,373.72,204.04,126.92,175.28,195.6,58.26
EBITDA Margin,33.83%,22.67%,35.64%,32.31%,52.69%,43.81%,33.62%,30.17%,39.06%,39.84%,15.52%
D&A For EBITDA,123.41,130.19,208.01,181.45,227.96,109.26,85.64,103.25,102.48,76.17,79.98
EBIT,360.78,95.47,300.51,189.52,548.77,264.47,118.4,23.67,72.8,119.43,-21.72
EBIT Margin,25.21%,9.59%,21.06%,16.51%,37.23%,31.00%,19.51%,5.63%,16.22%,24.32%,-5.79%
Effective Tax Rate,31.11%,-,-,12.50%,-,21.56%,25.93%,100.38%,4.18%,19.79%,-
