Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,963.64,977.13,"1,287","1,430","1,461","1,201","1,315","1,460","1,409","1,006",901.27
Revenue Growth (YoY),-7.49%,-24.10%,-9.94%,-2.14%,21.66%,-8.66%,-9.95%,3.62%,40.02%,11.64%,17.07%
Cost of Revenue,590.91,638.98,745.74,874.13,764.46,661.73,708.37,659.61,611.98,453.93,409.39
Gross Profit,372.73,338.16,541.7,555.41,696.4,539,606.21,800.27,796.91,552.24,491.88
"Selling, General & Admin",227.29,213.9,211.43,207.9,204.06,180.59,185.34,160.24,130.47,102.02,89.06
Research & Development,114.37,109.78,98.7,116.11,139.57,126.9,130,122.77,100.87,78.55,63.33
Operating Expenses,341.66,323.68,310.13,324.01,343.64,307.49,315.34,283.01,231.34,180.57,152.39
Operating Income,31.07,14.48,231.57,231.4,352.76,231.51,290.87,517.26,565.57,371.67,339.48
Interest Expense,-,-,-,-,-1.84,-,-,-,-,-,-0.3
Interest & Investment Income,30.14,45.47,41.74,12.62,-,6.27,14.24,9.06,0.74,1.3,-
Currency Exchange Gain (Loss),-6.47,-5.52,1.36,-4.1,15.12,12.92,-12.83,6.15,-14.46,-4.5,2.56
Other Non Operating Income (Expenses),2.68,0.9,1.17,1.23,0.44,0.76,0.35,1.93,0.02,0.95,-0.13
EBT Excluding Unusual Items,57.42,55.32,275.82,241.15,366.48,251.46,292.63,534.4,551.87,369.42,341.62
Merger & Restructuring Charges,-0.43,-,0.29,-9.7,-,-0.51,-1.78,-,-,-,-
Impairment of Goodwill,-,-,-,-,-,-44.59,-37.12,-,-,-,-
Gain (Loss) on Sale of Assets,-,-190.2,-,31.85,-,-,-,-,-,-,-
Asset Writedown,-0.44,-27.01,-1.24,-79.95,-,-0.67,-5.35,-,-,-2.86,-
Pretax Income,56.55,-161.89,274.88,183.35,366.48,205.69,248.38,534.4,551.87,366.57,341.62
Income Tax Expense,30.91,19.64,56,72.59,88.62,45.35,68.12,130.23,204.28,105.85,99.59
Earnings From Continuing Operations,25.64,-181.53,218.88,110.76,277.87,160.34,180.26,404.17,347.59,260.72,242.03
Minority Interest in Earnings,-,-,-,-0.85,0.55,-0.77,-0.03,-0.14,0.03,0.04,0.13
Net Income,25.64,-181.53,218.88,109.91,278.42,159.57,180.23,404.03,347.61,260.75,242.15
Net Income to Common,25.64,-181.53,218.88,109.91,278.42,159.57,180.23,404.03,347.61,260.75,242.15
Net Income Growth,-,-,99.15%,-60.52%,74.48%,-11.46%,-55.39%,16.23%,33.31%,7.68%,20.81%
Shares Outstanding (Basic),42,44,47,51,53,53,53,54,53,53,53
Shares Outstanding (Diluted),43,44,47,51,54,54,54,55,55,54,53
Shares Change (YoY),-5.85%,-6.31%,-7.08%,-5.57%,0.27%,-0.10%,-1.62%,0.05%,1.68%,0.69%,1.14%
EPS (Basic),0.60,-4.09,4.64,2.17,5.21,3.00,3.40,7.55,6.50,4.91,4.60
EPS (Diluted),0.60,-4.09,4.63,2.16,5.16,2.97,3.35,7.38,6.36,4.85,4.53
EPS Growth,-,-,114.35%,-58.14%,73.74%,-11.34%,-54.61%,16.04%,31.13%,7.06%,19.53%
Free Cash Flow,36.25,149.37,185.5,102.51,266.59,197.64,189.99,232.96,278.86,170.65,193.36
Free Cash Flow Per Share,0.85,3.37,3.92,2.01,4.94,3.67,3.53,4.26,5.10,3.17,3.62
Gross Margin,38.68%,34.61%,42.08%,38.85%,47.67%,44.89%,46.11%,54.82%,56.56%,54.88%,54.58%
Operating Margin,3.23%,1.48%,17.99%,16.19%,24.15%,19.28%,22.13%,35.43%,40.14%,36.94%,37.67%
Profit Margin,2.66%,-18.58%,17.00%,7.69%,19.06%,13.29%,13.71%,27.68%,24.67%,25.91%,26.87%
Free Cash Flow Margin,3.76%,15.29%,14.41%,7.17%,18.25%,16.46%,14.45%,15.96%,19.79%,16.96%,21.45%
EBITDA,92.69,75.92,301.19,321.97,449.09,326.06,387.14,597.53,630.14,423.14,381.9
EBITDA Margin,9.62%,7.77%,23.39%,22.52%,30.74%,27.16%,29.45%,40.93%,44.73%,42.05%,42.37%
D&A For EBITDA,61.62,61.44,69.62,90.56,96.33,94.55,96.27,80.27,64.57,51.48,42.42
EBIT,31.07,14.48,231.57,231.4,352.76,231.51,290.87,517.26,565.57,371.67,339.48
EBIT Margin,3.22%,1.48%,17.99%,16.19%,24.15%,19.28%,22.13%,35.43%,40.14%,36.94%,37.67%
Effective Tax Rate,54.66%,-,20.37%,39.59%,24.18%,22.05%,27.42%,24.37%,37.02%,28.88%,29.15%
