Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,346.03,620.04,514.67,698.21,709.11,876.23,680.07,544.36,909.9,623.86,582.53
Short-Term Investments,524.36,310.15,662.81,479.37,805.4,514.84,502.55,500.43,206.26,206.78,106.58
Cash & Short-Term Investments,870.39,930.19,"1,177","1,178","1,515","1,391","1,183","1,045","1,116",830.63,689.12
Cash Growth,-14.61%,-21.00%,-0.01%,-22.25%,8.87%,17.63%,13.19%,-6.39%,34.37%,20.54%,31.98%
Receivables,169.13,175.87,228.44,219.97,271.47,273.32,248.12,265.61,237.28,155.9,150.48
Inventory,323.93,284.78,453.87,509.36,460.75,364.99,380.79,403.58,307.71,239.01,203.74
Prepaid Expenses,43.22,22.56,28.83,38.43,63.98,46.48,46.23,47.66,47.92,41.29,25.56
Restricted Cash,-,-,-,-,-,2.32,-,-,-,-,-
Other Current Assets,27.85,17.59,26.04,40.93,36.99,69.89,38.87,43.78,44.94,34.13,33.69
Total Current Assets,"1,435","1,431","1,915","1,986","2,348","2,148","1,897","1,805","1,754","1,301","1,103"
"Property, Plant & Equipment",622.12,602.9,616.2,596.13,656.99,619.25,623.88,543.07,460.21,379.38,288.6
Long-Term Investments,30.17,-,-,0.2,-,-,0.61,4.74,0.02,0.08,-
Goodwill,71.65,67.24,38.54,38.33,38.61,41.37,82.09,100.72,55.83,19.83,0.51
Other Intangible Assets,52.23,55.38,26.23,34.12,52.68,62.11,74.27,87.14,51.22,28.79,11.9
Long-Term Deferred Tax Assets,119.55,115.03,88.79,75.15,47.76,43.2,31.4,19.17,26.98,42.44,29.73
Other Long-Term Assets,50.73,17.72,14.48,13.09,26.82,21.7,21.56,14.2,18.99,18.53,20.1
Total Assets,"2,381","2,289","2,699","2,743","3,171","2,936","2,730","2,574","2,367","1,790","1,453"
Accounts Payable,40.23,35.39,28.62,46.23,55.84,25.75,27.33,36.3,35.11,28.05,26.31
Accrued Expenses,79.01,56.57,67.05,78.25,94.86,62.79,48.88,60.11,63.2,43.76,33.62
Current Portion of Long-Term Debt,-,-,-,16.03,18.13,3.81,3.74,3.67,3.6,3.19,2
Current Portion of Leases,4.9,4.84,4.6,5.23,5.45,5.78,5.3,-,-,-,-
Current Income Taxes Payable,2.13,17.59,4.89,9.62,8.64,8.28,11.05,51.16,15.77,24.55,37.81
Current Unearned Revenue,54.89,56.45,69.22,80.07,89.66,71.25,59.53,52.61,-,-,-
Other Current Liabilities,32.22,34.19,40.48,39.21,40.86,36.93,36.07,41.93,81.21,58.72,42.05
Total Current Liabilities,213.38,205.02,214.86,274.65,313.43,214.58,191.9,245.77,198.9,158.28,141.79
Long-Term Debt,-,-,-,-,16.27,34.76,37.97,41.71,45.38,37.64,17.67
Long-Term Leases,12.46,13.12,13.66,16.79,18.52,18.45,20.41,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,2.19,1.82,1.41,-,-,-
Long-Term Deferred Tax Liabilities,11.04,14.21,1.51,1.47,1.63,50.29,50.14,20.74,33.83,18.1,19.97
Other Long-Term Liabilities,39.27,32.44,53.48,65.02,73.46,21.32,25.75,58.58,66.82,18.27,13.34
Total Liabilities,276.15,264.79,283.51,357.92,423.32,341.59,327.99,368.22,344.93,232.28,192.76
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Additional Paid-In Capital,"1,064","1,035",994.02,951.37,908.42,854.3,785.64,744.94,704.73,650.97,607.65
Retained Earnings,"2,632","2,614","2,795","2,577","2,467","2,188","2,029","1,849","1,444","1,094",833.36
Treasury Stock,"-1,552","-1,505","-1,162",-938.01,-438.5,-303.61,-265.73,-225,-48.93,-8.95,-
Comprehensive Income & Other,-38.73,-119.37,-212.53,-204.52,-189.95,-146.07,-146.92,-162.9,-77.34,-178.58,-181.48
Total Common Equity,"2,105","2,024","2,415","2,385","2,747","2,593","2,402","2,206","2,022","1,558","1,260"
Minority Interest,-,-,-,-,0.64,1.29,0.72,0.69,-,0.17,1.14
Shareholders' Equity,"2,105","2,024","2,415","2,385","2,747","2,594","2,402","2,206","2,022","1,558","1,261"
Total Liabilities & Equity,"2,381","2,289","2,699","2,743","3,171","2,936","2,730","2,574","2,367","1,790","1,453"
Total Debt,17.36,17.96,18.26,38.05,58.37,62.8,67.42,45.38,48.98,40.82,19.67
Net Cash (Debt),853.02,912.23,"1,159","1,140","1,456","1,328","1,115",999.41,"1,067",789.81,669.45
Net Cash Growth,-14.94%,-21.31%,1.73%,-21.74%,9.63%,19.11%,11.58%,-6.35%,35.12%,17.98%,37.60%
Net Cash Per Share,20.00,20.58,24.50,22.38,27.00,24.70,20.71,18.26,19.51,14.68,12.53
Filing Date Shares Outstanding,42.12,42.55,46.1,47.63,52.94,53.53,53.06,52.96,54.06,53.52,52.89
Total Common Shares Outstanding,42.12,42.55,46.32,48.14,53.01,53.43,53.01,52.94,53.63,53.25,52.88
Working Capital,"1,221","1,226","1,700","1,712","2,034","1,933","1,705","1,560","1,555","1,143",960.8
Book Value Per Share,49.97,47.58,52.14,49.55,51.81,48.53,45.31,41.66,37.71,29.25,23.82
Tangible Book Value,"1,981","1,902","2,351","2,313","2,655","2,489","2,245","2,018","1,915","1,509","1,247"
Tangible Book Value Per Share,47.03,44.70,50.75,48.05,50.09,46.59,42.36,38.11,35.71,28.34,23.58
Land,-,40.8,52.51,52.62,51.25,51.45,45.68,41.94,26.62,21.81,18.96
Buildings,-,419.64,446.03,434.7,433.96,412.73,400.62,332.15,267.26,214.83,166.78
Machinery,-,549.68,539.28,497.83,590.73,550.62,519.78,450.03,400.79,310.58,253.71
Construction In Progress,-,152.68,118.34,103.66,106.68,70.34,44.2,54.45,49.26,59.39,35.95
Order Backlog,-,636.2,691.4,-,-,-,-,-,-,-,-
