Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,347","1,155","1,059",951.12,864.5,764.78,648.79,516.65,416.47,393.56,332.51
Revenue Growth (YoY),18.77%,9.06%,11.31%,10.02%,13.04%,17.88%,25.58%,24.05%,5.82%,18.36%,6.25%
Cost of Revenue,906.85,779.58,718.78,651.38,595.24,537.06,469.55,379.84,310.12,294.59,245.49
Gross Profit,439.75,375.02,339.88,299.74,269.26,227.72,179.24,136.8,106.35,98.96,87.01
"Selling, General & Admin",282.76,242.03,231.68,210.97,188.52,168.48,130.11,101.04,75.7,68.82,65.24
Operating Expenses,298.23,255.56,245.81,225.03,203.01,180.53,140.69,109.68,82.37,75.47,69.96
Operating Income,141.52,119.46,94.07,74.71,66.25,47.19,38.55,27.13,23.99,23.49,17.05
Interest Expense,-13.17,-7.73,-11.11,-8.91,-5.81,-3.19,-3.11,-5.02,-4.47,-2.33,-0.79
Interest & Investment Income,3.43,4.39,1.48,0.34,0.27,0.62,1.52,2.59,0.07,2.81,0.05
Earnings From Equity Investments,-,-,-,-,-,-,-,-,0.2,-,-
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,0.02,0.21,-
EBT Excluding Unusual Items,131.78,116.12,84.44,66.15,60.71,44.62,36.97,24.7,19.8,24.18,16.32
Merger & Restructuring Charges,-11.8,-11.8,-3.1,-4.8,-0.9,-1.2,-3.8,-4.3,-1.2,-8.02,-0.9
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,2.47,-,-
Asset Writedown,-4.97,-4.97,-0.01,-1.17,-,-,-,-,-,-,-
Other Unusual Items,-1.5,-,-,-,0.59,-1.48,-,-,-,-,-0.13
Pretax Income,113.51,99.35,81.33,60.17,60.4,41.94,33.17,20.4,21.06,16.16,15.29
Income Tax Expense,27.86,25.76,18.81,14.15,15.27,8.81,7.36,4.1,9.26,4.1,3.93
Earnings From Continuing Operations,85.65,73.6,62.52,46.03,45.13,33.13,25.81,16.31,11.81,12.06,11.35
Earnings From Discontinued Operations,-,-,-,-,-,-,-0.57,0.13,0.15,0.1,0.27
Net Income,85.65,73.6,62.52,46.03,45.13,33.13,25.24,16.43,11.95,12.16,11.62
Net Income to Common,85.65,73.6,62.52,46.03,45.13,33.13,25.24,16.43,11.95,12.16,11.62
Net Income Growth,16.30%,17.73%,35.83%,1.99%,36.20%,31.29%,53.57%,37.48%,-1.70%,4.62%,-5.06%
Shares Outstanding (Basic),18,17,16,16,16,16,14,12,11,11,11
Shares Outstanding (Diluted),18,17,16,16,16,16,14,12,12,11,11
Shares Change (YoY),8.74%,6.55%,0.80%,0.73%,0.68%,11.99%,15.06%,6.54%,2.41%,1.43%,0.68%
EPS (Basic),4.76,4.33,3.91,2.90,2.87,2.12,1.83,1.36,1.04,1.08,1.06
EPS (Diluted),4.66,4.23,3.83,2.84,2.81,2.08,1.77,1.33,1.03,1.07,1.04
EPS Growth,6.76%,10.44%,34.86%,1.07%,35.10%,17.53%,33.04%,28.81%,-3.36%,2.34%,-5.53%
Free Cash Flow,96.41,110.38,102.79,96.81,34.84,102.58,7.4,27.85,49.16,-2.46,1.89
Free Cash Flow Per Share,5.25,6.35,6.30,5.98,2.17,6.43,0.52,2.25,4.23,-0.22,0.17
Gross Margin,32.66%,32.48%,32.10%,31.51%,31.15%,29.78%,27.63%,26.48%,25.54%,25.15%,26.17%
Operating Margin,10.51%,10.35%,8.89%,7.85%,7.66%,6.17%,5.94%,5.25%,5.76%,5.97%,5.13%
Profit Margin,6.36%,6.37%,5.91%,4.84%,5.22%,4.33%,3.89%,3.18%,2.87%,3.09%,3.50%
Free Cash Flow Margin,7.16%,9.56%,9.71%,10.18%,4.03%,13.41%,1.14%,5.39%,11.80%,-0.62%,0.57%
EBITDA,157,132.99,108.2,88.77,80.74,59.24,49.13,35.77,30.65,30.14,21.77
EBITDA Margin,11.66%,11.52%,10.22%,9.33%,9.34%,7.75%,7.57%,6.92%,7.36%,7.66%,6.55%
D&A For EBITDA,15.48,13.53,14.13,14.06,14.49,12.05,10.57,8.64,6.66,6.65,4.72
EBIT,141.52,119.46,94.07,74.71,66.25,47.19,38.55,27.13,23.99,23.49,17.05
EBIT Margin,10.51%,10.35%,8.89%,7.85%,7.66%,6.17%,5.94%,5.25%,5.76%,5.97%,5.13%
Effective Tax Rate,24.54%,25.92%,23.13%,23.51%,25.29%,21.00%,22.19%,20.08%,43.95%,25.36%,25.72%
