Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,101.92,98.91,64.79,79.96,168.9,145.08,111.71,70.41,53.75,8.01,4.1
Cash & Short-Term Investments,101.92,98.91,64.79,79.96,168.9,145.08,111.71,70.41,53.75,8.01,4.1
Cash Growth,-54.27%,52.66%,-18.97%,-52.66%,16.42%,29.87%,58.67%,30.98%,570.84%,95.25%,-69.29%
Accounts Receivable,134.05,122.88,115.5,125.5,136.96,132.65,149.68,98.32,93.53,117,84.96
Other Receivables,2.26,11.57,-,-,7.56,-,1.57,0.56,2.35,-,-
Receivables,136.31,134.45,115.5,125.5,144.51,132.65,151.25,98.88,95.88,117,84.96
Prepaid Expenses,10.38,14.13,13.22,11.29,-,3.09,-,-,0.56,2.81,1.07
Other Current Assets,12.06,12.89,6.5,6.06,10.94,6.88,6.43,6.73,5.48,3.19,3.79
Total Current Assets,260.66,260.38,200,222.81,324.34,287.7,269.39,176.01,155.67,131.01,93.92
"Property, Plant & Equipment",69.32,72.05,69.44,60.16,54.53,57.74,33.27,10.66,7.49,6.65,8.62
Long-Term Investments,-,-,-,-,-,-,-,-,-,0.9,0.9
Goodwill,988.55,970.56,663,582.84,504.39,469.07,275.37,135.44,90.34,72.69,68.84
Other Intangible Assets,104.4,109.64,91.98,72.19,64.32,71.55,57.08,23.78,16.6,15.26,10.35
Long-Term Deferred Tax Assets,-,-,-,-,-,6.52,1.65,2.2,1.6,3.36,1.83
Other Long-Term Assets,-,-,-,-,-,-,-,-,-,-,1.34
Total Assets,"1,423","1,413","1,024",937.99,947.59,892.58,636.75,348.09,271.69,229.86,185.8
Accounts Payable,16.68,27.18,26.18,22.09,19.36,23.71,19.64,12.24,7.38,4.49,4.75
Accrued Expenses,121.31,104.66,100.61,80.87,77.9,73.65,59.93,49.2,44.6,40.4,34.33
Current Portion of Long-Term Debt,-,-,-,-,-,0.97,0.73,0.06,3.1,2.53,1.11
Current Portion of Leases,13.03,12.8,11.34,10.8,9.77,9.28,7.23,-,-,-,-
Current Unearned Revenue,5.78,11.24,5.77,12.91,4.17,-,-,-,-,-,-
Other Current Liabilities,-,-,1.22,4.47,6.49,36.29,-,-,-,2.21,2
Total Current Liabilities,156.8,155.87,145.12,131.15,117.69,143.9,87.53,61.5,55.08,49.62,42.19
Long-Term Debt,150.64,218.44,124.13,131.77,220.91,193.9,59.14,17.14,38.86,22.48,1.88
Long-Term Leases,38.81,41.88,39.71,35.48,32.86,35.52,14.32,0.08,1,-,-
Long-Term Deferred Tax Liabilities,26.48,25.82,8.53,-,-,-,-,-,-,-,-
Other Long-Term Liabilities,0.24,0.13,0.24,6.06,1.78,0.59,0.16,0.88,0.45,-,-
Total Liabilities,372.96,442.14,317.73,304.45,373.24,373.91,161.16,79.6,95.38,72.1,44.07
Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
Additional Paid-In Capital,607.4,594.04,403.85,393.21,380.04,369.5,359.55,177.68,95.96,92.25,87.08
Retained Earnings,442.56,376.43,302.83,240.32,194.29,149.17,116.03,90.8,80.33,65.5,54.64
Shareholders' Equity,"1,050",970.49,706.69,633.54,574.34,518.68,475.59,268.49,176.31,157.76,141.73
Total Liabilities & Equity,"1,423","1,413","1,024",937.99,947.59,892.58,636.75,348.09,271.69,229.86,185.8
Total Debt,202.49,273.13,175.18,178.05,263.55,239.67,81.43,17.28,42.96,25.01,2.99
Net Cash (Debt),-100.57,-174.22,-110.39,-98.09,-94.65,-94.59,30.29,53.12,10.8,-17,1.11
Net Cash Growth,-,-,-,-,-,-,-42.99%,392.10%,-,-,-88.53%
Net Cash Per Share,-5.48,-10.02,-6.77,-6.06,-5.89,-5.93,2.13,4.29,0.93,-1.50,0.10
Filing Date Shares Outstanding,18.24,17.93,16.03,15.92,15.79,15.67,15.52,13.03,11.49,11.43,11.03
Total Common Shares Outstanding,18.24,17.9,16.03,15.92,15.78,15.67,15.47,12.98,11.49,11.42,11.02
Working Capital,103.86,104.51,54.89,91.66,206.65,143.8,181.86,114.51,100.59,81.39,51.73
Book Value Per Share,57.57,54.21,44.10,39.80,36.40,33.10,30.75,20.69,15.35,13.81,12.86
Tangible Book Value,-42.98,-109.71,-48.28,-21.49,5.63,-21.95,143.15,109.27,69.37,69.81,62.53
Tangible Book Value Per Share,-2.36,-6.13,-3.01,-1.35,0.36,-1.40,9.25,8.42,6.04,6.11,5.67
Machinery,-,19.57,16.45,18.07,15.73,13.43,8.87,7.09,6.31,7.85,6.77
Leasehold Improvements,-,11.77,11.11,10.75,9.71,9.4,3.75,2.96,2.75,3.55,4.76
