Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"24,195","26,324","28,997","25,605","26,788","25,973","25,250","22,113","15,887","9,914","4,784"
Other Revenue,"2,915","2,901","2,876","3,393","3,766","3,734","3,743","2,876","1,492","1,324",534.28
Revenue,"27,111","29,225","31,873","28,998","30,554","29,707","28,994","24,989","17,378","11,237","5,319"
Revenue Growth (YoY),-10.58%,-8.31%,9.92%,-5.10%,2.85%,2.46%,16.02%,43.80%,54.65%,111.29%,-
Cost of Revenue,"21,065","21,858","22,849","22,252","27,327","27,064","30,249","27,133","16,996","11,224","6,042"
Gross Profit,"6,045","7,367","9,023","6,746","3,228","2,644","-1,256","-2,144",382.02,13.03,-723.18
"Selling, General & Admin","3,793","3,682","4,014","3,467","4,671","5,188","5,236","4,168","2,675","1,766","1,204"
Research & Development,"1,698","1,778","1,767","1,899","2,696","2,675","2,667","1,995","1,270",824.48,499.96
Operating Expenses,"5,491","5,460","5,781","5,366","7,367","7,863","7,903","6,163","3,945","2,590","1,704"
Operating Income,554.63,"1,906","3,243","1,380","-4,139","-5,220","-9,159","-8,306","-3,563","-2,577","-2,428"
Interest Expense,-924.63,"-1,062","-1,130",-715.08,"-1,350","-1,066",-914.37,-94.71,-277.58,-110.48,-55.49
Interest & Investment Income,325.21,271.82,257.5,69.58,118.62,157.48,402.15,213.97,83.13,17.01,5
Earnings From Equity Investments,-2.64,17.79,-51.25,-213.41,-446.32,-224.49,-155.07,-16.97,-0.26,-0.1,-0.76
Currency Exchange Gain (Loss),-129.26,-97.25,-105.43,-167.86,54.56,43.27,-190.21,-970.8,400.74,-238.56,-76.99
Other Non Operating Income (Expenses),3.46,-89.86,76.65,-718.44,-4.59,108.59,-116.57,2.67,2.49,60.69,-8.11
EBT Excluding Unusual Items,-173.22,946.96,"2,290",-365.27,"-5,767","-6,201","-10,133","-9,172","-3,354","-2,849","-2,564"
Merger & Restructuring Charges,-,-,-,-,-178.73,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-4.03,31.3,94.51,38.1,7.02,189.64,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,367.72,-,-,-,-,-,-,-
Asset Writedown,-95.28,-95.28,-253.13,-67.52,-160.99,-820.85,-99.1,-,-390.24,-212.22,-
Pretax Income,-268.5,851.68,"2,033",-33.78,"-6,012","-6,984","-10,225","-8,982","-3,744","-3,061","-2,564"
Income Tax Expense,115.02,61.09,80.05,84,96.55,23.28,51.85,78.8,-7.57,13.09,11.17
Earnings From Continuing Operations,-383.51,790.59,"1,953",-117.78,"-6,109","-7,007","-10,277","-9,061","-3,737","-3,074","-2,575"
Minority Interest in Earnings,-6.34,-26.53,-27.09,-18.44,-81.39,-38.3,-48.13,-48.55,-,-,-
Net Income,-389.85,764.06,"1,925",-136.21,"-6,190","-7,045","-10,325","-9,110","-3,737","-3,074","-2,575"
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,298.99,"-3,840","4,875","2,342"
Net Income to Common,-389.85,764.06,"1,925",-136.21,"-6,190","-7,045","-10,325","-9,409",102.76,"-7,949","-4,917"
Net Income Growth,-,-60.32%,-,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),963,961,954,855,796,739,729,553,49,49,49
Shares Outstanding (Diluted),963,971,975,855,796,739,729,553,463,49,49
Shares Change (YoY),-1.06%,-0.35%,13.96%,7.49%,7.62%,1.40%,31.98%,19.27%,846.77%,-,-
EPS (Basic),-0.40,0.79,2.02,-0.16,-7.78,-9.53,-14.16,-17.03,2.10,-162.43,-100.49
EPS (Diluted),-0.42,0.77,1.96,-0.16,-7.78,-9.53,-14.16,-17.03,-8.07,-162.43,-100.52
EPS Growth,-,-60.71%,-,-,-,-,-,-,-,-,-
Free Cash Flow,490.19,"2,031","3,315",-244.83,"-6,213","-5,652","3,166","2,272","2,989","2,212",775.32
Free Cash Flow Per Share,0.51,2.09,3.40,-0.29,-7.81,-7.64,4.34,4.11,6.45,45.21,15.84
Gross Margin,22.30%,25.21%,28.31%,23.26%,10.56%,8.90%,-4.33%,-8.58%,2.20%,0.12%,-13.60%
Operating Margin,2.05%,6.52%,10.17%,4.76%,-13.55%,-17.57%,-31.59%,-33.24%,-20.50%,-22.93%,-45.64%
Profit Margin,-1.44%,2.61%,6.04%,-0.47%,-20.26%,-23.72%,-35.61%,-37.65%,0.59%,-70.73%,-92.46%
Free Cash Flow Margin,1.81%,6.95%,10.40%,-0.84%,-20.34%,-19.02%,10.92%,9.09%,17.20%,19.69%,14.58%
EBITDA,"8,429","9,639","10,785","9,675","6,505","7,036","4,934","4,408","5,165","2,442",492.71
EBITDA Margin,31.09%,32.98%,33.84%,33.37%,21.29%,23.69%,17.02%,17.64%,29.72%,21.73%,9.26%
D&A For EBITDA,"7,875","7,732","7,542","8,295","10,645","12,256","14,093","12,714","8,728","5,019","2,920"
EBIT,554.63,"1,906","3,243","1,380","-4,139","-5,220","-9,159","-8,306","-3,563","-2,577","-2,428"
EBIT Margin,2.05%,6.52%,10.17%,4.76%,-13.55%,-17.57%,-31.59%,-33.24%,-20.50%,-22.93%,-45.64%
Effective Tax Rate,-,7.17%,3.94%,-,-,-,-,-,-,-,-
Revenue as Reported,"27,111","29,225","31,873","28,998","30,554","29,707","28,994","24,989","17,378","11,237","5,319"
