Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,-,1.28,23.28,23.5,49.57,12.07,20.92,-,-,-,-
Revenue Growth (YoY),-,-94.52%,-0.91%,-52.60%,310.81%,-42.30%,-,-,-,-,-
Cost of Revenue,131.82,71.88,36.76,30.17,73.09,68.02,46.4,49.14,42.82,-,-
Gross Profit,-131.82,-70.6,-13.48,-6.67,-23.52,-55.95,-25.49,-49.14,-42.82,-,-
"Selling, General & Admin",28.09,20.62,13.58,15.23,18.74,15.9,16.24,14.14,12.9,12.74,8.84
Research & Development,-,-,-,-,-,-,-,-,-,35.7,23.48
Operating Expenses,28.09,20.62,13.58,15.23,18.74,15.9,16.24,14.14,12.9,48.44,32.31
Operating Income,-159.91,-91.22,-27.06,-21.9,-42.26,-71.85,-41.72,-63.29,-55.72,-48.44,-32.31
Interest Expense,-,-,-,-,-0.21,-0.26,-,-,-0.01,-,-
Interest & Investment Income,10.77,5.81,2,0.19,-,-,0.22,0.63,-,0.27,0.12
Other Non Operating Income (Expenses),-0.11,-,-,-,-,-,-,-0.21,-,-,-
EBT Excluding Unusual Items,-149.25,-85.41,-25.07,-21.71,-42.47,-72.11,-41.5,-62.87,-55.73,-48.17,-32.19
Other Unusual Items,9.45,-,-,-,-,-,0.41,3.85,-,-,-
Pretax Income,-184.8,-170.29,-25.07,-21.71,-42.47,-72.11,-41.09,-59.02,-55.73,-48.17,-32.19
Income Tax Expense,-,-,0.02,0.01,-,-,-,-,-,-,-
Earnings From Continuing Operations,-184.8,-170.29,-25.08,-21.72,-42.47,-72.11,-41.09,-59.02,-55.73,-48.17,-32.19
Earnings From Discontinued Operations,0.06,0.46,2.15,-11.86,-,-,-,-,-,-,-
Net Income,-184.74,-169.83,-22.93,-33.58,-42.47,-72.11,-41.09,-59.02,-55.73,-48.17,-32.19
Preferred Dividends & Other Adjustments,-,-,-,-,-,2.76,-,10.33,-,-,-
Net Income to Common,-184.74,-169.83,-22.93,-33.58,-42.47,-74.87,-41.09,-69.35,-55.73,-48.17,-32.19
Shares Outstanding (Basic),17,6,4,3,3,2,1,1,1,1,0
Shares Outstanding (Diluted),17,6,4,3,3,2,1,1,1,1,0
Shares Change (YoY),229.65%,45.26%,25.15%,33.18%,26.22%,38.83%,15.71%,47.82%,20.79%,46.05%,1110.01%
EPS (Basic),-11.11,-26.75,-5.25,-9.61,-16.19,-36.03,-27.45,-53.61,-63.69,-66.49,-64.90
EPS (Diluted),-11.11,-26.75,-5.25,-9.61,-16.20,-36.03,-27.45,-53.61,-63.69,-66.49,-64.90
Free Cash Flow,-132.94,-176.66,-22.94,-28.59,-25.27,-54.6,-28.57,-56.88,-50.22,-40.17,-27.13
Free Cash Flow Per Share,-8.00,-27.82,-5.25,-8.19,-9.64,-26.27,-19.09,-43.98,-57.39,-55.45,-54.69
Gross Margin,-,-,-57.90%,-28.40%,-47.44%,-,-121.86%,-,-,-,-
Operating Margin,-,-7154.43%,-116.22%,-93.20%,-85.24%,-595.42%,-199.49%,-,-,-,-
Profit Margin,-,-13319.77%,-98.49%,-142.94%,-85.67%,-620.48%,-196.47%,-,-,-,-
Free Cash Flow Margin,-,-13855.84%,-98.51%,-121.69%,-50.98%,-452.45%,-136.59%,-,-,-,-
EBITDA,-159.78,-91.07,-26.95,-21.76,-42.07,-71.56,-41.4,-62.76,-55.05,-47.7,-31.85
EBITDA Margin,-,-,-115.74%,-92.59%,-84.86%,-,-197.92%,-,-,-,-
D&A For EBITDA,0.13,0.15,0.11,0.14,0.19,0.29,0.33,0.52,0.67,0.73,0.46
EBIT,-159.91,-91.22,-27.06,-21.9,-42.26,-71.85,-41.72,-63.29,-55.72,-48.44,-32.31
EBIT Margin,-,-,-116.22%,-93.20%,-85.24%,-,-199.49%,-,-,-,-
Revenue as Reported,-,1.28,23.28,23.5,49.57,12.07,20.92,-,-,-,-
