Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,293.65,189.83,35.78,32.73,59.68,35.91,50.27,74.56,60.81,85.37,62.56
Short-Term Investments,126.37,-,-,-,-,-,-,-,14.5,19.25,44.95
Cash & Short-Term Investments,420.02,189.83,35.78,32.73,59.68,35.91,50.27,74.56,75.31,104.62,107.51
Cash Growth,229.72%,430.56%,9.31%,-45.16%,66.18%,-28.56%,-32.58%,-1.00%,-28.01%,-2.69%,371.63%
Accounts Receivable,1.86,1.69,14.08,5.72,5.36,11.18,0.01,-,-,-,-
Other Receivables,-,-,-,-,-,-,-,2.57,0.32,-,-
Receivables,1.86,1.69,14.08,5.72,5.36,11.18,0.01,2.57,0.32,-,-
Prepaid Expenses,14.6,12.87,1.71,5.58,4.07,3.07,5.54,-,2.04,0.78,0.7
Restricted Cash,6.34,6.35,-,-,2.59,7.04,10,-,-,-,-
Other Current Assets,-,-,9.29,1.07,-,-,-,-,-,-,-
Total Current Assets,442.82,210.74,60.86,45.09,71.7,57.19,65.81,77.13,77.67,105.4,108.22
"Property, Plant & Equipment",2.09,3.96,5.13,1.32,2.54,1.21,2.06,0.71,1.04,1.37,1.68
Other Long-Term Assets,23.58,0.1,1.05,1.07,1.08,2.02,1.1,1.27,0.32,0.19,0.07
Total Assets,518.65,214.8,67.03,47.49,75.33,60.42,68.98,79.11,79.04,106.96,109.97
Accounts Payable,4.35,3.61,3.77,1.45,1.3,4.57,1.89,2.85,2.59,2.91,3.1
Accrued Expenses,89.93,44.3,37.25,24.13,15.06,12.17,7.73,6.71,6.83,6,2.88
Current Portion of Long-Term Debt,-,-,-,-,2.59,7.02,9.97,9.93,2.67,-,-
Current Portion of Leases,1.56,1.64,1.3,1.21,1.15,0.94,0.82,-,-,-,-
Current Unearned Revenue,-,-,0.43,1,13.92,13.87,9.8,-,-,-,-
Other Current Liabilities,-,-,24.67,13.61,-,-,-,0.41,-,-,-
Total Current Liabilities,95.84,49.55,67.42,41.4,34.02,38.56,30.2,19.89,12.09,8.91,5.97
Long-Term Debt,-,-,-,-,-,-,-,-,7.21,9.79,-
Long-Term Leases,0.42,1.93,3.58,-,1.32,-,0.94,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,18.41,11.15,-,-,-,-,-
Other Long-Term Liabilities,-,-,4.25,20.53,-,-,-,0.08,-,0.08,0.09
Total Liabilities,96.26,51.49,75.24,61.93,53.75,49.71,31.14,19.97,19.29,18.78,6.06
Common Stock,0,0,0,0,0.01,0,0,0,0,0,0
Additional Paid-In Capital,"1,166",774.57,433.22,404.06,398.73,345.41,297.66,277.87,209.14,181.84,149.42
Retained Earnings,-743.69,-611.26,-441.43,-418.5,-377.17,-334.7,-259.83,-218.74,-149.39,-93.66,-45.5
Comprehensive Income & Other,-0.11,-,-,-,-,-,-,-,-0.01,-0,-0.01
Total Common Equity,422.39,163.31,-8.21,-14.44,21.57,10.72,37.84,59.14,59.74,88.18,103.91
Shareholders' Equity,422.39,163.31,-8.21,-14.44,21.57,10.72,37.84,59.14,59.74,88.18,103.91
Total Liabilities & Equity,518.65,214.8,67.03,47.49,75.33,60.42,68.98,79.11,79.04,106.96,109.97
Total Debt,1.98,3.58,4.88,1.21,5.06,7.96,11.73,9.93,9.87,9.79,-
Net Cash (Debt),418.04,186.25,30.9,31.52,54.62,27.95,38.54,64.63,65.44,94.83,107.51
Net Cash Growth,238.65%,502.73%,-1.96%,-42.29%,95.42%,-27.48%,-40.37%,-1.23%,-30.99%,-11.80%,371.63%
Net Cash Per Share,25.15,29.33,7.07,9.02,20.83,13.45,25.75,49.97,74.79,130.89,216.75
Filing Date Shares Outstanding,31.44,10.95,10.95,4.45,3.41,2.4,2.03,1.39,1.04,0.84,0.69
Total Common Shares Outstanding,29.34,10.95,4.53,3.62,3.39,2.24,1.69,1.39,1.03,0.84,0.69
Working Capital,346.98,161.18,-6.56,3.69,37.68,18.63,35.62,57.24,65.59,96.49,102.24
Book Value Per Share,14.40,14.92,-1.81,-3.98,6.36,4.78,22.36,42.52,58.21,105.14,150.75
Tangible Book Value,422.39,163.31,-8.21,-14.44,21.57,10.72,37.84,59.14,59.74,88.18,103.91
Tangible Book Value Per Share,14.40,14.92,-1.81,-3.98,6.36,4.78,22.36,42.52,58.21,105.14,150.75
Machinery,-,3.44,3.32,2.96,3.06,2.97,2.85,2.83,2.64,2.32,1.9
Leasehold Improvements,-,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
