Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,477","1,357","1,257","1,151","1,075",963.88,994.85,882.75,727.85,603.84,542.15
Revenue Growth (YoY),11.41%,7.89%,9.24%,7.09%,11.50%,-3.11%,12.70%,21.28%,20.54%,11.38%,6.37%
Cost of Revenue,761.23,713.18,673.49,631.88,589.42,562.7,562.49,487.98,401.6,338.81,306.37
Gross Profit,715.9,643.33,583.87,519.1,485.33,401.18,432.37,394.77,326.25,265.03,235.78
"Selling, General & Admin",448.36,396.63,370.98,335.33,329.69,297.72,323.77,261.92,209.93,182.8,156.35
Research & Development,96.01,87.47,82.73,75.51,71.25,57.54,65.62,59.53,51.4,45.23,40.81
Operating Expenses,544.36,484.1,453.7,410.84,400.94,355.26,389.39,321.45,261.34,228.03,197.16
Operating Income,171.54,159.24,130.17,108.26,84.4,45.92,42.98,73.32,64.92,37,38.62
Interest Expense,-28.09,-31.22,-15.51,-6.34,-5.26,-9.99,-12.41,-10.36,-7.74,-8.8,-6.23
Interest & Investment Income,15.91,26.23,2.46,0.44,0.77,0.6,-,1.2,0.38,0.08,0.27
Currency Exchange Gain (Loss),3.01,1.96,2,1.42,-1.6,-2.19,-0.31,4.15,-4.75,0.07,-0.3
Other Non Operating Income (Expenses),-4.89,-2.67,-0.8,-0.45,-0.91,-0.61,-0.52,-4.08,3.87,-0.84,-0.08
EBT Excluding Unusual Items,157.47,153.54,118.31,103.33,77.4,33.73,29.74,64.22,56.69,27.51,32.28
Merger & Restructuring Charges,-3.1,-3.1,-2.7,-7.2,-2.7,-,-3.5,-8.5,-6.6,-1.6,-
Gain (Loss) on Sale of Investments,-,-,-0.27,-0.5,-,-6,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,0.52,-,-,-,-,-
Asset Writedown,-,-,-,-1.72,-1.58,-30.5,-3.25,-0.66,-0.81,-,-
Legal Settlements,-,-,-,-,-10.04,-18.68,-,-5.6,-12.6,-,-
Other Unusual Items,-1.35,-0.44,-1.7,-4.61,-9.16,7.96,-20.27,0.7,11.34,-0.06,-0.08
Pretax Income,153.02,149.99,112.09,82.63,53.92,-13.23,2.19,49.52,35.88,25.39,31.2
Income Tax Expense,34.59,29.64,17.68,8.11,5.46,-3.39,-3.26,7.5,8.36,5.27,7.4
Net Income,118.43,120.36,94.41,74.52,48.45,-9.84,5.45,42.02,27.52,20.12,23.8
Net Income to Common,118.43,120.36,94.41,74.52,48.45,-9.84,5.45,42.02,27.52,20.12,23.8
Net Income Growth,-1.34%,27.48%,26.70%,53.79%,-,-,-87.03%,52.66%,36.79%,-15.47%,3.60%
Shares Outstanding (Basic),59,58,58,57,56,55,55,52,49,44,44
Shares Outstanding (Diluted),61,59,58,58,57,55,56,54,50,45,45
Shares Change (YoY),3.06%,1.73%,1.19%,0.54%,3.47%,-1.42%,4.27%,7.65%,11.68%,0.79%,2.54%
EPS (Basic),2.01,2.07,1.64,1.31,0.86,-0.18,0.10,0.80,0.56,0.45,0.54
EPS (Diluted),1.95,2.03,1.62,1.29,0.84,-0.18,0.10,0.78,0.55,0.45,0.53
EPS Growth,-4.83%,25.31%,25.58%,53.57%,-,-,-87.31%,41.82%,22.22%,-15.09%,-
Free Cash Flow,206.88,185.66,110.86,69.26,119.29,119.28,-0.36,23.21,24.1,20.76,18.5
Free Cash Flow Per Share,3.41,3.13,1.90,1.20,2.08,2.15,-0.01,0.43,0.48,0.46,0.42
Gross Margin,48.47%,47.42%,46.44%,45.10%,45.16%,41.62%,43.46%,44.72%,44.82%,43.89%,43.49%
Operating Margin,11.61%,11.74%,10.35%,9.41%,7.85%,4.76%,4.32%,8.31%,8.92%,6.13%,7.12%
Profit Margin,8.02%,8.87%,7.51%,6.47%,4.51%,-1.02%,0.55%,4.76%,3.78%,3.33%,4.39%
Free Cash Flow Margin,14.01%,13.69%,8.82%,6.02%,11.10%,12.38%,-0.04%,2.63%,3.31%,3.44%,3.41%
EBITDA,291.78,261.95,220.15,190.07,168.46,139.99,135.08,142.87,118.5,80.75,76.05
EBITDA Margin,19.75%,19.31%,17.51%,16.51%,15.68%,14.52%,13.58%,16.18%,16.28%,13.37%,14.03%
D&A For EBITDA,120.25,102.71,89.99,81.8,84.07,94.07,92.1,69.55,53.58,43.76,37.43
EBIT,171.54,159.24,130.17,108.26,84.4,45.92,42.98,73.32,64.92,37,38.62
EBIT Margin,11.61%,11.74%,10.35%,9.41%,7.85%,4.76%,4.32%,8.31%,8.92%,6.13%,7.12%
Effective Tax Rate,22.61%,19.76%,15.77%,9.82%,10.13%,-,-,15.15%,23.29%,20.74%,23.71%
