Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,392.46,376.72,587.04,58.41,67.75,56.92,44.32,67.36,32.34,19.17,4.18
Trading Asset Securities,-,-,1.5,-,-,-,-,-,-,-,-
Cash & Short-Term Investments,392.46,376.72,588.54,58.41,67.75,56.92,44.32,67.36,32.34,19.17,4.18
Cash Growth,-24.98%,-35.99%,907.63%,-13.79%,19.04%,28.42%,-34.20%,108.31%,68.67%,358.97%,-43.21%
Accounts Receivable,210.29,190.24,177.89,164.68,152.3,146.64,155.37,137.17,105.54,80.52,70.29
Other Receivables,21.21,18.92,11.38,13.77,20.54,11.32,13.17,12.21,10.2,5.91,7.81
Receivables,231.51,209.17,189.26,178.45,172.84,157.96,168.53,149.38,115.74,86.43,78.1
Inventory,326.55,306.06,303.87,265.99,221.92,198.02,225.7,197.54,155.29,120.7,106
Prepaid Expenses,25.28,20.13,17.79,15.45,14.09,10.47,10.52,9.9,8.51,5.89,5.63
Restricted Cash,2.1,2.05,2.11,2.15,-,-,-,-,-,-,-
Other Current Assets,7.64,9.65,6.91,8.64,5.61,6.34,5.47,5.66,4.25,3.02,3.07
Total Current Assets,985.53,923.77,"1,108",529.08,482.21,429.71,454.54,429.83,316.12,243.42,204
"Property, Plant & Equipment",506.5,451.67,446.57,448.24,437.57,460.97,459.03,331.45,292.82,276.57,267.78
Long-Term Investments,-,22.83,19.06,19.02,14.71,12.04,18.32,28.3,5.75,4.99,0
Goodwill,507.43,463.51,382.24,359.82,361.74,363.53,353.19,335.43,238.15,211.93,184.47
Other Intangible Assets,538.4,498.27,325.88,275.87,319.27,367.92,445.31,462.71,227.32,182.7,109.35
Long-Term Deferred Tax Assets,16.28,16.04,7.29,6.6,6.08,4.6,3.79,3,2.36,0.17,-
Other Long-Term Assets,76.85,33.08,32.49,22.94,24.37,23.44,20.42,15.77,29.29,23.02,13.12
Total Assets,"2,631","2,419","2,325","1,664","1,648","1,664","1,757","1,620","1,112",942.8,778.73
Accounts Payable,64.75,68.5,65.94,68.5,55.62,49.84,54.62,54.02,34.93,30.62,37.98
Accrued Expenses,143.79,133.56,119.75,106.21,105.83,92.85,76.28,71.87,57.85,44.95,37.57
Current Portion of Long-Term Debt,-,-,-,11.25,8.44,7.5,7.5,22,19.46,10,10
Current Portion of Leases,10.61,10.33,12.09,11.01,10.67,12.9,11.55,-,-,-,-
Current Income Taxes Payable,7.74,3.49,5.09,6.7,2.54,2.82,2.8,3.15,2.3,2.19,1.5
Other Current Liabilities,3.59,0.52,0.69,16.98,53.19,19.09,28.91,24.3,1.09,0.57,0.87
Total Current Liabilities,230.48,216.4,203.56,220.65,236.28,185,181.66,175.34,115.62,88.33,87.91
Long-Term Debt,732.92,729.55,823.01,186.76,235.84,347.18,432.27,373.15,259.01,314.37,197.59
Long-Term Leases,77.62,54.78,56.26,59.74,61.53,70.94,72.71,-,-,-,-
Long-Term Unearned Revenue,1.42,1.5,1.61,1.71,1.82,1.92,2.12,2.26,2.4,2.55,2.72
Long-Term Deferred Tax Liabilities,26.71,0.24,5.55,18.46,31.5,33.31,45.24,56.36,23.29,25.98,10.99
Other Long-Term Liabilities,32.44,36.77,33.26,32.26,41.53,67.46,73.38,80.12,35.15,13.38,13.42
Total Liabilities,"1,102","1,039","1,123",519.57,608.5,705.82,807.38,687.24,435.48,444.61,312.63
Common Stock,747.1,703.22,638.15,675.17,641.53,606.22,587.02,571.38,353.39,206.19,197.83
Retained Earnings,786.02,695.54,575.18,480.77,406.26,357.8,368.22,363.43,321.41,293.89,273.76
Comprehensive Income & Other,-3.72,-19.4,-11.33,-11.55,-7.99,-5.45,-5.29,-2.03,1.53,-1.88,-5.49
Shareholders' Equity,"1,529","1,379","1,202","1,144","1,040",958.58,949.94,932.78,676.33,498.19,466.1
Total Liabilities & Equity,"2,631","2,419","2,325","1,664","1,648","1,664","1,757","1,620","1,112",942.8,778.73
Total Debt,821.15,794.67,891.36,268.75,316.48,438.53,524.04,395.15,278.47,324.37,207.59
Net Cash (Debt),-428.7,-417.95,-302.82,-210.34,-248.73,-381.61,-479.72,-327.79,-246.14,-305.2,-203.42
Net Cash Per Share,-7.07,-7.04,-5.19,-3.65,-4.34,-6.88,-8.53,-6.08,-4.91,-6.80,-4.57
Filing Date Shares Outstanding,59.29,58.83,57.93,57.32,56.57,55.69,55.22,54.9,50.27,44.65,44.27
Total Common Shares Outstanding,59.29,58.74,57.86,57.31,56.57,55.62,55.21,54.89,50.25,44.65,44.27
Working Capital,755.06,707.37,904.91,308.44,245.93,244.7,272.88,254.49,200.5,155.09,116.09
Book Value Per Share,25.80,23.48,20.77,19.97,18.38,17.23,17.21,16.99,13.46,11.16,10.53
Tangible Book Value,483.58,417.58,493.88,508.7,358.79,227.13,151.44,134.63,210.86,103.57,172.28
Tangible Book Value Per Share,8.16,7.11,8.54,8.88,6.34,4.08,2.74,2.45,4.20,2.32,3.89
Land,30.46,25.85,26.02,25.94,25.29,28.4,27.55,26.8,19.88,19.38,19.31
Buildings,198.56,192.3,191.49,189.15,190.04,188.88,153.86,151.25,147.36,139.12,136.6
Machinery,421.25,402.19,379.97,360.22,339.42,330.48,301.99,275.79,247.18,221.54,198.08
Construction In Progress,83.42,58.67,61.44,61.27,51.18,46.89,83.69,53.49,32.9,28.18,26.29
Leasehold Improvements,62.07,58.77,53.64,49.67,46.34,48.8,43.31,33.68,31.16,30.41,27.56
