Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Selling, General & Admin",18.91,9.39,5.95,4.38,2.86,2.13,1.78,1.61,1.02,0.31,0.3
Research & Development,140.51,103.88,60.28,35.01,25.49,7.43,6.02,6.33,4.93,3.02,1.96
Operating Expenses,159.42,113.27,66.23,39.39,28.36,9.56,7.81,7.93,5.95,3.33,2.26
Operating Income,-159.42,-113.27,-66.23,-39.39,-28.36,-9.56,-7.81,-7.93,-5.95,-3.33,-2.26
Interest Expense,-14.26,-10.28,-5.33,-2.11,-1.26,-0,-0,-0,-0.45,-,-
Interest & Investment Income,10.96,11.77,7.78,1.13,0.01,0.08,0.45,0.45,0.15,0.02,0
EBT Excluding Unusual Items,-162.72,-111.78,-63.78,-40.37,-29.61,-9.47,-7.36,-7.48,-6.25,-3.31,-2.26
Gain (Loss) on Sale of Assets,-,-,-,-,-0,-,-,0,-,-,-
Pretax Income,-162.72,-111.78,-63.78,-40.37,-29.61,-9.47,-7.36,-7.48,-6.25,-3.31,-2.26
Net Income,-162.72,-111.78,-63.78,-40.37,-29.61,-9.47,-7.36,-7.48,-6.25,-3.31,-2.26
Preferred Dividends & Other Adjustments,-,-,-,0.27,-,-,-,-,-,-,-
Net Income to Common,-162.72,-111.78,-63.78,-40.64,-29.61,-9.47,-7.36,-7.48,-6.25,-3.31,-2.26
Shares Outstanding (Basic),44,39,24,15,13,10,10,10,7,6,234
Shares Outstanding (Diluted),44,39,24,15,13,10,10,10,7,6,234
Shares Change (YoY),23.22%,66.60%,53.58%,15.21%,30.35%,0.40%,1.00%,35.71%,18.18%,-97.30%,-
EPS (Basic),-3.67,-2.83,-2.69,-2.64,-2.21,-0.92,-0.72,-0.74,-0.84,-0.52,-0.01
EPS (Diluted),-3.67,-2.83,-2.69,-2.64,-2.21,-0.92,-0.72,-0.74,-0.84,-0.52,-0.01
Free Cash Flow,-144.89,-83.72,-53.91,-36.17,-20.39,-7.24,-6.38,-6.71,-5.19,-2.93,-2.06
Free Cash Flow Per Share,-3.27,-2.12,-2.28,-2.35,-1.52,-0.70,-0.62,-0.66,-0.69,-0.46,-0.01
EBITDA,-159.27,-113.14,-66.09,-39.18,-28.05,-9.17,-7.47,-7.71,-5.85,-3.26,-2.2
D&A For EBITDA,0.15,0.13,0.14,0.21,0.3,0.39,0.34,0.22,0.1,0.07,0.06
EBIT,-159.42,-113.27,-66.23,-39.39,-28.36,-9.56,-7.81,-7.93,-5.95,-3.33,-2.26
